지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
106,동해,2020-02-16,-.3,7.4,3.4,4.8,62.5,10.8,,8.1
106,동해,2020-02-17,-3.6,1.6,,4.1,42.4,10.9,,5.3
106,동해,2020-02-18,-5,4.8,,2.1,41.4,10.9,,0
106,동해,2020-02-19,-.4,7.6,,1.7,46.1,11,,5
106,동해,2020-02-20,1.2,10,,1.6,50.5,11,,1.8
106,동해,2020-02-21,1.8,14.2,,1.5,43.4,11,,7.3
106,동해,2020-02-22,3.4,10.7,0,3.9,41.6,11.1,,2.8
106,동해,2020-02-23,1.4,10.8,,2.5,29.5,11.1,,.1
106,동해,2020-02-24,3.7,14,,1.8,35,11.1,,5.8
106,동해,2020-02-25,3.9,11.6,33,2.6,82.9,11.2,,9.6
106,동해,2020-02-26,2.1,6.8,16,2,92.6,11.2,,9.5
106,동해,2020-02-27,1.2,7.1,.9,1.4,78.3,11.3,,6
106,동해,2020-02-28,-.2,8.5,.2,1.5,74.3,11.3,,7.9
106,동해,2020-02-29,3.1,9.5,,2,68.9,11.3,,5.5
106,동해,2020-03-01,2.1,11.1,,2.8,77.1,11.4,,7.3
106,동해,2020-03-02,3.2,9.5,1.1,3.8,60.8,11.4,,5.8
106,동해,2020-03-03,1.9,9.1,.3,3.3,74.6,11.5,,7
106,동해,2020-03-04,1.9,9.6,0,4.1,38.9,11.5,,4.5
106,동해,2020-03-05,-.8,6.3,,2.4,49.4,11.5,,.1
106,동해,2020-03-06,-.8,9.3,,1.7,45.3,11.6,,2.1
106,동해,2020-03-07,1.4,10.7,,1.6,62.8,11.6,,6.6
106,동해,2020-03-08,2.1,12.4,,1.8,76.9,11.7,,0
106,동해,2020-03-09,3.2,13.2,0,2,76.8,11.7,,6.5
106,동해,2020-03-10,4.7,10.3,19.4,2.9,91.3,11.7,,9.1
106,동해,2020-03-11,3.6,10.8,,2.8,33.5,11.8,,0
106,동해,2020-03-12,4.3,16,,2.4,30.3,11.8,,.6
106,동해,2020-03-13,1.6,11.9,,2.8,50.1,11.9,,5.5
106,동해,2020-03-14,.3,10.6,,2.1,39.3,11.9,,1.8
106,동해,2020-03-15,.3,10.2,5.7,3.8,56.9,11.9,,6
106,동해,2020-03-16,.3,7.5,12.1,2.4,60.6,12,,3.3
106,동해,2020-03-17,2.4,11.4,0,2.7,52.9,12,,1.5
106,동해,2020-03-18,4.8,15.2,,2.6,44.4,12.1,,.3
106,동해,2020-03-19,5,19.4,0,5,40.4,12.1,,2.1
106,동해,2020-03-20,6.3,15.3,,3.5,28.1,12.1,,1.1
106,동해,2020-03-21,9.8,16.2,.7,2.5,57,12.2,,4.4
106,동해,2020-03-22,4.4,11.8,.1,2.7,60.9,12.2,,4
106,동해,2020-03-23,2.8,12.6,,2.3,57.5,12.3,,.8
106,동해,2020-03-24,2.2,12.7,,1.9,61.9,12.3,,0
106,동해,2020-03-25,4.1,14.7,,1.7,66.8,12.3,,4.1
106,동해,2020-03-26,9.1,18.4,0,1.2,64.1,12.4,,5.1
106,동해,2020-03-27,5.9,14.3,8.5,2.3,92,12.4,,9.6
106,동해,2020-03-28,3.2,8.1,0,3.4,56.1,12.5,,7.1
106,동해,2020-03-29,1.8,9.5,.4,1.8,73,12.5,,7.1
106,동해,2020-03-30,2.4,13.4,,1.9,73.6,12.5,,1
106,동해,2020-03-31,4.4,14,,2.3,72.8,12.6,,5.1
106,동해,2020-04-01,4.8,14.2,8.2,2.8,74.9,12.6,,9.1
106,동해,2020-04-02,2.8,14.7,,2.2,47.8,12.7,,.5
106,동해,2020-04-03,9.3,18.2,,2.2,27.5,12.7,,0
106,동해,2020-04-04,5.6,13.9,,4.2,37.1,12.7,,3.9
106,동해,2020-04-05,1.5,10.6,,2,38.8,12.8,,0
106,동해,2020-04-06,2.9,13.5,,1.9,43.1,12.8,,2.9
106,동해,2020-04-07,9.9,18.3,,1.7,51.1,12.9,,4.6
106,동해,2020-04-08,4.5,10.6,2.4,3.1,63.1,12.9,,4.4
106,동해,2020-04-09,2.2,11.8,0,2.8,56.3,12.9,,4.4
106,동해,2020-04-10,3,12.5,,1.7,60.3,13,,4
106,동해,2020-04-11,5.3,14.3,,1.6,56.1,13,,4.6
106,동해,2020-04-12,5.2,10.1,14.8,4.1,77.5,13.1,,7
106,동해,2020-04-13,5.7,12.9,0,4.5,47.3,13.1,,4.5
106,동해,2020-04-14,6.2,21.1,,1.8,27.3,13.1,,1
106,동해,2020-04-15,9.4,19.7,,3.3,54.4,13.2,,3.9
106,동해,2020-04-16,7.4,13.8,,2,68.9,13.2,,5.3
106,동해,2020-04-17,6.9,16.5,.3,2,73.1,13.3,,7.4
106,동해,2020-04-18,7.2,14.1,.3,3.2,75.6,13.3,,5.6
106,동해,2020-04-19,6.8,12.8,17,1.2,85.8,13.3,,9.5
106,동해,2020-04-20,8.1,16.5,7.2,2.3,65.5,13.4,,7
106,동해,2020-04-21,5.3,14.3,,2.7,37.1,13.4,,5.8
106,동해,2020-04-22,4.2,12.6,,3,34.5,13.4,,1.9
106,동해,2020-04-23,5.1,15,,2.6,42.9,13.5,,3
106,동해,2020-04-24,6.3,17.1,,3.2,27.5,13.5,,2.3
106,동해,2020-04-25,10.2,22.8,,2.8,38.3,13.5,,1.4
106,동해,2020-04-26,6.2,12.7,.3,1.7,76.8,13.6,,6.3
106,동해,2020-04-27,5.2,13.6,.4,2.1,67.9,13.6,,4.9
106,동해,2020-04-28,7.4,21.4,,2.3,34,13.7,,1.9
106,동해,2020-04-29,13.1,20,,1.8,43.4,13.7,,.9
106,동해,2020-04-30,12.3,25.3,,2,34.4,13.7,,4.3
106,동해,2020-05-01,15.1,30.9,,2.4,42.1,13.8,,1.5
106,동해,2020-05-02,18.3,28.7,,1.6,56,13.8,,6.6
106,동해,2020-05-03,15.5,23.5,0,1.3,72.9,13.8,,8.1
106,동해,2020-05-04,11.6,23.6,.3,1.7,85.8,13.9,,6.3
106,동해,2020-05-05,11.5,15.3,.4,2,81.3,13.9,,6.6
106,동해,2020-05-06,10.3,16.5,,2.4,82,13.9,,2.6
106,동해,2020-05-07,7.5,17.5,,1.8,72.9,14,,6.4
106,동해,2020-05-08,8.2,17.3,.4,2.3,72.4,14,,6.9
106,동해,2020-05-09,11.6,16.6,20.9,1.5,96.8,14,,8.9
106,동해,2020-05-10,13.9,23.1,,2.4,60,14.1,,4.9
106,동해,2020-05-11,16,25.5,,2.6,33.8,14.1,,4.4
106,동해,2020-05-12,14.9,22.6,0,2.9,42.8,14.1,,4.5
106,동해,2020-05-13,13.8,24.2,,4.3,25.9,14.1,,0
106,동해,2020-05-14,17.7,25.6,,1.6,34.5,14.2,,7.9
106,동해,2020-05-15,13.4,20.8,10.1,2.6,73.1,14.2,,9.5
106,동해,2020-05-16,12.6,15.9,.1,1.6,93.6,14.2,,9
106,동해,2020-05-17,14.2,17.4,.8,2,91.4,14.3,,5.3
106,동해,2020-05-18,13.7,15.3,30.1,2.7,99,14.3,,7.9
106,동해,2020-05-19,9.6,18.7,23.4,4.2,77.5,14.3,,7.4
106,동해,2020-05-20,9.4,13.6,.5,3.2,77.1,14.3,,7.4
106,동해,2020-05-21,9.5,14.5,,2.1,75.9,14.4,,7
106,동해,2020-05-22,10.4,15.2,2.6,2.3,84.3,14.4,,8.3
106,동해,2020-05-23,11.6,17.2,0,1.9,88.1,14.4,,6.8
106,동해,2020-05-24,13,25.3,.3,1.6,78.4,14.4,,5.8
106,동해,2020-05-25,15.9,23.3,,1.6,62.6,14.5,,7.1
106,동해,2020-05-26,13.3,22.5,.4,1.9,67.3,14.5,,8.4
106,동해,2020-05-27,12.6,20.1,,2.1,57.4,14.5,,1.9
106,동해,2020-05-28,12.7,21.3,0,1.4,63.3,14.5,,6.1
106,동해,2020-05-29,12,21,0,1.4,73.8,14.5,,.9
106,동해,2020-05-30,11.3,20.8,,1.8,76.8,14.6,,1.4
106,동해,2020-05-31,13.7,20,,1.6,81.6,14.6,,4.3
106,동해,2020-06-01,16.5,26.7,,2.4,44,14.6,,4.9
106,동해,2020-06-02,15.5,25.3,,2.4,49.3,14.6,,7.6
106,동해,2020-06-03,15,25.6,,1.2,69.3,14.6,,3
106,동해,2020-06-04,20.7,30.3,,2.6,49,14.6,,0
106,동해,2020-06-05,16,25.2,,3.4,83.8,14.7,,4.1
106,동해,2020-06-06,15.1,20.7,,1.3,83.4,14.7,,4.8
106,동해,2020-06-07,14.5,22.3,,1.6,75.9,14.7,,2.9
106,동해,2020-06-08,16.3,24.7,,1.3,72.6,14.7,,2.6
106,동해,2020-06-09,19.3,30.1,,1.3,67.5,14.7,,3
106,동해,2020-06-10,18.6,29.6,2,1.1,73.9,14.7,,6.9
106,동해,2020-06-11,18,25,1.8,1,85.4,14.7,,4.1
106,동해,2020-06-12,16.5,20.5,,.9,94,14.7,,9.3
106,동해,2020-06-13,19.4,27.4,,1.3,72.6,14.7,,5.9
106,동해,2020-06-14,19.4,31.5,,1.8,60.4,14.7,,4.9
106,동해,2020-06-15,20.3,31.2,,2.8,39.8,14.7,,5.5
106,동해,2020-06-16,18.7,24.8,,2.1,58.3,14.8,,3.5
106,동해,2020-06-17,18,25.5,,1.5,67.6,14.8,,5.6
106,동해,2020-06-18,18.9,24.5,,2.3,76,14.8,,9.6
106,동해,2020-06-19,17.6,19.7,1,2.1,87.9,14.8,,8.5
106,동해,2020-06-20,15.9,21.8,,1.5,84.8,14.8,,5.9
106,동해,2020-06-21,17.1,21.9,,2,83.9,14.8,,2.5
106,동해,2020-06-22,16.6,26.9,,1.1,77.3,14.8,,1
106,동해,2020-06-23,16.9,22.1,,1.3,86.5,14.8,,7.8
106,동해,2020-06-24,17.9,21.9,1,1.3,93.3,14.8,,9.9
106,동해,2020-06-25,17.9,21.3,0,1.6,89.8,14.8,,9
106,동해,2020-06-26,18,28.8,,1.7,64.8,14.8,,6.2
106,동해,2020-06-27,19.7,28.1,2.9,1.3,73.8,14.8,,7.5
106,동해,2020-06-28,18.1,23.6,,2.6,84.5,14.7,,3.5
106,동해,2020-06-29,18.1,22.5,11.2,2.2,91.4,14.7,,8.9
106,동해,2020-06-30,16.3,20.2,100.5,3.9,97.1,14.7,,9
