지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
106,동해,2018-07-02,20,22.9,45.9,.7,97.6,14.7,,
106,동해,2018-07-03,20.4,26.5,24.8,1.9,92.6,14.7,,
106,동해,2018-07-04,20.1,25.3,64.6,2.9,92.4,14.7,,
106,동해,2018-07-05,19.3,20.5,30.8,2.2,98.8,14.7,,
106,동해,2018-07-06,17,19.7,21.4,4.5,96.3,14.7,,
106,동해,2018-07-07,16,19.1,.3,4.5,80.6,14.7,,
106,동해,2018-07-08,16.2,20.2,,2.3,75.6,14.6,,
106,동해,2018-07-09,16.8,18.7,23.3,.6,93.9,14.6,,
106,동해,2018-07-10,17.5,21.4,3.9,1.6,94.4,14.6,,
106,동해,2018-07-11,18.9,22.4,3.3,.6,96.8,14.6,,
106,동해,2018-07-12,19.9,30.6,,.9,80.9,14.6,,
106,동해,2018-07-13,23.8,32.2,,1.2,68.3,14.6,,
106,동해,2018-07-14,23.8,30,,1.7,69.1,14.5,,
106,동해,2018-07-15,24.2,30.5,,1.5,69.9,14.5,,
106,동해,2018-07-16,23.4,32.9,,1.3,69.6,14.5,,
106,동해,2018-07-17,24,32.4,,1.3,67.8,14.5,,
106,동해,2018-07-18,23.2,29.8,,1.5,77.4,14.5,,
106,동해,2018-07-19,22.1,29.7,,1.3,78.5,14.4,,
106,동해,2018-07-20,23.3,31,,1.5,71.3,14.4,,
106,동해,2018-07-21,24.8,32.4,,1.3,74.3,14.4,,
106,동해,2018-07-22,25.7,33.5,,1.2,69.3,14.4,,
106,동해,2018-07-23,26.3,32.4,,1.2,69.9,14.3,,
106,동해,2018-07-24,25.3,31.5,,1.1,80.9,14.3,,
106,동해,2018-07-25,25.1,32.2,,.8,78.5,14.3,,
106,동해,2018-07-26,25.4,32.5,,1.1,82.3,14.3,,
106,동해,2018-07-27,25,31.6,,1.1,85.6,14.2,,
106,동해,2018-07-28,25.7,29.6,.1,1.6,88.1,14.2,,
106,동해,2018-07-29,24.7,28.3,1.2,4.5,83.4,14.2,,
106,동해,2018-07-30,24,28.5,1.1,2.6,89,14.1,,
106,동해,2018-07-31,22.6,30.4,,1.3,82,14.1,,
106,동해,2018-08-01,22.9,29.9,,1,83,14.1,,.8
106,동해,2018-08-02,22.7,30.4,,1.4,84.6,14.1,,2.8
106,동해,2018-08-03,24.1,30.9,,1,85,14,,2.1
106,동해,2018-08-04,26.5,34.6,,1.2,66.6,14,,2.8
106,동해,2018-08-05,27.1,35.8,,1.8,59,14,,3.8
106,동해,2018-08-06,22.9,27.7,105.5,1.4,94.6,13.9,,8.5
106,동해,2018-08-07,23.2,27.3,,2,87.1,13.9,,5.5
106,동해,2018-08-08,23.5,27.1,0,1.3,86,13.9,,6.5
106,동해,2018-08-09,23.5,28.1,2.2,1,85.4,13.8,,8.3
106,동해,2018-08-10,22.8,24.4,6.1,.8,97,13.8,,6.5
106,동해,2018-08-11,22.5,27.8,1.4,1,87.1,13.8,,4.9
106,동해,2018-08-12,21.9,28.1,,1.3,89,13.7,,7.1
106,동해,2018-08-13,24.5,30.1,,.8,88.3,13.7,,7.1
106,동해,2018-08-14,25.3,31.2,0,.9,86.3,13.7,,5.9
106,동해,2018-08-15,23.3,29.2,,2.1,86.5,13.6,,4.8
106,동해,2018-08-16,21.5,27,15.1,4,80.3,13.6,,6.3
106,동해,2018-08-17,19.6,26.4,0,2,72.5,13.6,,5.6
106,동해,2018-08-18,18.7,26.4,,2.5,73,13.5,,5.9
106,동해,2018-08-19,19.2,25.9,,1.1,81,13.5,,6.6
106,동해,2018-08-20,19.7,27.2,,1.5,81.6,13.5,,4.7
106,동해,2018-08-21,22.5,29.7,0,1.1,71.1,13.4,,8
106,동해,2018-08-22,21.9,28.1,,1.3,79,13.4,,5.8
106,동해,2018-08-23,22.5,27.7,1.5,1.9,88.5,13.3,,9
106,동해,2018-08-24,21.7,29.6,20.9,2.4,87,13.3,,8
106,동해,2018-08-25,20.4,25.5,0,.8,76.4,13.3,,9.1
106,동해,2018-08-26,18.9,25.1,2,1.6,79.9,13.2,,9.6
106,동해,2018-08-27,19,25.1,28.4,1,96.1,13.2,,9.5
106,동해,2018-08-28,19.7,23.8,20,.9,94.1,13.2,,8.4
106,동해,2018-08-29,20.3,26.7,1.9,1.2,88.5,13.1,,9.6
106,동해,2018-08-30,22.8,31,.9,1,82.4,13.1,,7.5
106,동해,2018-08-31,19.9,26.5,13.9,1.2,88.8,13,,7.6
106,동해,2018-09-01,19.5,24.2,.3,2.2,82.1,13,,5.1
106,동해,2018-09-02,16.6,23.4,,1.4,79.6,13,,3.5
106,동해,2018-09-03,19.2,23.7,22.9,1.5,89,12.9,,9.3
106,동해,2018-09-04,19.4,23.7,64.5,1.9,89.3,12.9,,6.3
106,동해,2018-09-05,19.8,28.1,,2.6,49,12.8,,1.4
106,동해,2018-09-06,18.2,28.7,,1.1,59.3,12.8,,6
106,동해,2018-09-07,18,24.6,0,2.6,66,12.8,,9
106,동해,2018-09-08,15.2,24,,1.9,70.5,12.7,,2.3
106,동해,2018-09-09,13.2,23.2,0,2.6,73.9,12.7,,4.3
106,동해,2018-09-10,14.8,22.6,9.3,2.2,76.9,12.7,,3.8
106,동해,2018-09-11,14.2,22.8,.1,1.2,75.1,12.6,,5.9
106,동해,2018-09-12,15.6,21.2,,1.4,83.1,12.6,,7.3
106,동해,2018-09-13,15.8,22.4,,.9,87.3,12.5,,8.1
106,동해,2018-09-14,16.9,22.7,4.2,1,91.3,12.5,,9.1
106,동해,2018-09-15,18.7,23.1,4.3,.8,92.6,12.5,,7.3
106,동해,2018-09-16,19.6,23.1,.3,1.5,92,12.4,,9.4
106,동해,2018-09-17,16.9,25.1,0,2,77.5,12.4,,5.1
106,동해,2018-09-18,15.7,23.5,,2.6,75.4,12.4,,7
106,동해,2018-09-19,16.3,23.9,5,1.3,83.6,12.3,,6.4
106,동해,2018-09-20,16.9,20,41,1.1,96.3,12.3,,8.5
106,동해,2018-09-21,17.4,18.6,33.1,.9,96.8,12.2,,8.6
106,동해,2018-09-22,15.5,26.5,,1.8,70.6,12.2,,3.4
106,동해,2018-09-23,14.2,25.3,,2.2,56.1,12.1,,6.5
106,동해,2018-09-24,12.7,21.7,,1.5,63.3,12.1,,6.6
106,동해,2018-09-25,11.4,20.8,6,2.3,75.3,12.1,,4.3
106,동해,2018-09-26,14.5,19.7,11.6,1.6,77.8,12,,8.8
106,동해,2018-09-27,12.2,20.3,2.3,2.4,73.9,12,,4
106,동해,2018-09-28,11.4,19.5,.1,1.2,82.1,11.9,,7.9
106,동해,2018-09-29,12.7,21.9,.4,1.5,84.1,11.9,,7.3
106,동해,2018-09-30,15.8,22.7,.2,1.3,71.4,11.9,,4.5
106,동해,2018-10-01,14.6,20.1,,3.4,42.1,11.8,,2.8
106,동해,2018-10-02,11.9,21.5,,2,64.6,11.8,,.3
106,동해,2018-10-03,12,21.5,,1.4,66.1,11.8,,.6
106,동해,2018-10-04,12.5,21.6,2.1,1.5,83.5,11.7,,8.3
106,동해,2018-10-05,15.5,17.3,83.3,1.6,96.1,11.7,,10
106,동해,2018-10-06,15.7,18.5,139.9,6.3,92.5,11.6,,8
106,동해,2018-10-07,14.3,24.3,,.2,70.8,11.6,,2.8
106,동해,2018-10-08,10,18.8,,1.9,49.4,11.5,,3.1
106,동해,2018-10-09,10.9,20.8,,1.9,63.4,11.5,,6.6
106,동해,2018-10-10,10.9,19.9,,2.4,52.1,11.5,,6.3
106,동해,2018-10-11,9.7,16.9,,2.7,37.8,11.4,,1.3
106,동해,2018-10-12,6.8,16,,1.6,65.6,11.4,,1.5
106,동해,2018-10-13,8.6,18.8,,.9,70.1,11.4,,2.5
106,동해,2018-10-14,8.8,19.7,,0,63.9,11.3,,3.5
106,동해,2018-10-15,10.7,19.7,,1.8,62.3,11.3,,1.3
106,동해,2018-10-16,10.4,18.4,8,2.1,79.5,11.2,,7
106,동해,2018-10-17,11.8,13.2,8.8,1,93.8,11.2,,8.6
106,동해,2018-10-18,11.4,15,29.1,5.5,79.8,11.2,,7.6
106,동해,2018-10-19,8.2,16.7,,3.1,68.6,11.1,,3.5
106,동해,2018-10-20,7,18.1,,1.6,74.3,11.1,,0
106,동해,2018-10-21,8,18.7,,1.9,70,11,,.8
106,동해,2018-10-22,8.2,18.6,,1.5,63.8,11,,7
106,동해,2018-10-23,10.4,18.7,0,1.7,62.3,11,,4.5
106,동해,2018-10-24,8.9,17.8,,1.4,60.5,10.9,,0
106,동해,2018-10-25,8.5,19.2,,1.9,62.3,10.9,,2.5
106,동해,2018-10-26,10.4,20.5,0,2.2,58.3,10.9,,7.4
106,동해,2018-10-27,7,14.1,,3.1,38.9,10.8,,.1
106,동해,2018-10-28,5.1,15.2,2,2.4,60.4,10.8,,4.6
106,동해,2018-10-29,5.4,14,,2,48.6,10.7,,4.1
106,동해,2018-10-30,3.8,12,,2,52.5,10.7,,.9
106,동해,2018-10-31,5,11.7,,2.2,57.9,10.7,,.1
106,동해,2018-11-01,4.7,15.8,,1.7,59.1,10.6,,0
106,동해,2018-11-02,6.4,17,,1.9,55.5,10.6,,.1
106,동해,2018-11-03,8.5,18.2,,2.1,51.9,10.6,,0
106,동해,2018-11-04,9.3,19.5,,1.6,56.5,10.5,,1.3
106,동해,2018-11-05,8.1,16.8,0,2.1,77.5,10.5,,7
106,동해,2018-11-06,10.9,17.4,.2,1.7,79,10.5,,6.6
106,동해,2018-11-07,12.3,14.5,3.7,.8,92.6,10.4,,9.1
106,동해,2018-11-08,11.5,14.4,29.3,.6,98,10.4,,9
106,동해,2018-11-09,10.9,17.2,.1,2.9,50.6,10.4,,3.4
106,동해,2018-11-10,8.4,18.3,,1.4,58.8,10.3,,2
106,동해,2018-11-11,6,14.4,,1.9,59.9,10.3,,6.8
106,동해,2018-11-12,8.7,13.6,4.4,2.2,73.3,10.3,,5.4
106,동해,2018-11-13,8.3,13.1,1.7,1.2,83.9,10.3,,8
106,동해,2018-11-14,7.6,11.5,4.2,1.1,87.6,10.2,,7.9
106,동해,2018-11-15,5,14,,1.9,77.4,10.2,,2.9
106,동해,2018-11-16,6.6,15.5,,1.4,55.8,10.1,,7.9
106,동해,2018-11-17,7.3,12.3,0,1.5,72.6,10.1,,7.9
106,동해,2018-11-18,6.7,14.5,,1.8,35.8,10.1,,7.6
106,동해,2018-11-19,4.2,12.5,,1.7,49.9,10.1,,2.1
106,동해,2018-11-20,3.1,12.2,,1.7,32.8,10,,.4
106,동해,2018-11-21,6,12.6,0,1.7,52.9,10,,9.8
106,동해,2018-11-22,2.9,8.7,,2.9,30,10,,0
106,동해,2018-11-23,.3,6.9,,2.1,32.8,10,,.4
106,동해,2018-11-24,.5,8.6,.9,1.7,60.3,9.9,,5.8
106,동해,2018-11-25,3.9,12.7,,2,52.8,9.9,,3
106,동해,2018-11-26,3.9,14.3,,1.9,53.6,9.9,,0
106,동해,2018-11-27,5.5,16.7,,1.9,44.3,9.9,,5
106,동해,2018-11-28,2.8,11.6,,2.2,41.3,9.8,,4.9
106,동해,2018-11-29,2.1,11.6,,1.7,45.9,9.8,,1.8
106,동해,2018-11-30,.7,9.8,,1.2,45,9.8,,.8
106,동해,2018-12-01,3.6,11.5,,1.5,54.4,9.8,,4.5
106,동해,2018-12-02,2.5,13.7,,1.3,64.3,9.8,,6.8
106,동해,2018-12-03,8.7,14.7,1.7,1.5,82.9,9.7,,8.6
106,동해,2018-12-04,8.5,12.9,17.2,2.2,84.5,9.7,,7.6
106,동해,2018-12-05,4.4,8.6,.1,2.7,57.3,9.7,,6.8
106,동해,2018-12-06,3.9,8.2,1.9,2.9,69.5,9.7,,8.4
106,동해,2018-12-07,-4.9,5,,3.2,22.9,9.7,,4.4
106,동해,2018-12-08,-6.8,.3,,3.2,21.4,9.7,,.9
106,동해,2018-12-09,-7.2,1.9,,1.5,33.3,9.7,,1.9
106,동해,2018-12-10,-3.9,4.8,,2,50.8,9.6,,1.9
106,동해,2018-12-11,-1.2,4,1.3,1.3,80,9.6,,8.6
106,동해,2018-12-12,-1.6,4.1,,2.5,41.1,9.6,,.1
106,동해,2018-12-13,-2.1,4.9,,2.2,39.4,9.6,,2.1
106,동해,2018-12-14,-3.6,3.1,,2.2,43.8,9.6,,.8
106,동해,2018-12-15,-4.9,7,,1.4,34.1,9.6,,2.8
106,동해,2018-12-16,1.1,8.6,,1.7,41.6,9.6,,6.5
106,동해,2018-12-17,2,7.8,0,2.5,36.8,9.6,,2.4
106,동해,2018-12-18,-.6,8.1,,1.8,34.9,9.6,,2.4
106,동해,2018-12-19,3.2,11.3,,2.7,33.9,9.6,,4
106,동해,2018-12-20,1.2,9.6,,1.4,50.3,9.6,,3.8
106,동해,2018-12-21,-.2,11.7,,1.6,56.4,9.6,,5
106,동해,2018-12-22,5.3,11.9,,1.3,61,9.6,,4.1
106,동해,2018-12-23,2.8,10.1,,2.8,48.5,9.6,,4
106,동해,2018-12-24,-1.3,6.8,,2,26.3,9.6,,0
106,동해,2018-12-25,-2.7,7.3,,1.8,39.4,9.6,,5
106,동해,2018-12-26,1.8,7.2,,2.4,32.9,9.6,,6
106,동해,2018-12-27,-6.9,1.9,,3.8,12.9,9.6,,1.6
106,동해,2018-12-28,-8.4,.5,,3,19.3,9.6,,1.9
106,동해,2018-12-29,-6.4,.9,,3.7,18.9,9.6,,1.1
106,동해,2018-12-30,-7.4,1.4,,2.1,38.8,9.6,,2.8
106,동해,2018-12-31,-6,6.3,,1.7,31.4,9.6,,1.9
