구분,일시,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,power
동해하수종말처리장 태양광,2018-08-20,0,0,0,0,0,0,81,421,839,1084,394,320,382,374,308,335,419,281,54,0,0,0,0,0,5292
동해하수종말처리장 태양광,2018-08-21,0,0,0,0,0,0,65,466,466,905,342,320,313,328,322,335,337,137,23,0,0,0,0,0,4359
동해하수종말처리장 태양광,2018-08-22,0,0,0,0,0,0,67,254,473,940,365,334,344,326,315,380,785,270,43,0,0,0,0,0,4896
동해하수종말처리장 태양광,2018-08-23,0,0,0,0,0,0,2,104,95,468,265,313,254,324,313,288,193,59,0,0,0,0,0,0,2678
동해하수종말처리장 태양광,2018-08-24,0,0,0,0,0,0,0,29,205,448,306,355,270,288,310,306,401,191,14,0,0,0,0,0,3123
동해하수종말처리장 태양광,2018-08-25,0,0,0,0,0,0,88,187,313,248,234,240,131,153,153,99,56,20,0,0,0,0,0,0,1922
동해하수종말처리장 태양광,2018-08-26,0,0,0,0,0,0,4,52,212,425,307,290,283,261,311,263,112,36,2,0,0,0,0,0,2558
동해하수종말처리장 태양광,2018-08-27,0,0,0,0,0,0,13,14,122,290,164,147,232,315,313,310,392,22,4,0,0,0,0,0,2338
동해하수종말처리장 태양광,2018-08-28,0,0,0,0,0,0,108,308,454,263,308,347,308,140,135,88,23,2,0,0,0,0,0,0,2484
동해하수종말처리장 태양광,2018-08-29,0,0,0,0,0,0,4,112,292,286,327,360,315,308,313,205,191,162,14,0,0,0,0,0,2889
동해하수종말처리장 태양광,2018-08-30,0,0,0,0,0,0,90,103,419,916,319,327,365,284,311,266,92,194,18,0,0,0,0,0,3704
동해하수종말처리장 태양광,2018-08-31,0,0,0,0,0,0,18,85,160,329,283,372,419,367,311,482,518,178,20,0,0,0,0,0,3542
동해하수종말처리장 태양광,2018-09-01,0,0,0,0,0,0,45,360,860,878,358,353,389,346,853,1256,895,169,13,0,0,0,0,0,6775
동해하수종말처리장 태양광,2018-09-02,0,0,0,0,0,0,38,445,952,1399,387,336,383,353,1026,452,389,185,2,0,0,0,0,0,6347
동해하수종말처리장 태양광,2018-09-03,0,0,0,0,0,0,0,65,301,713,355,306,311,329,308,302,207,41,0,0,0,0,0,0,3238
동해하수종말처리장 태양광,2018-09-04,0,0,0,0,0,0,0,11,173,774,387,365,387,405,1294,1318,869,229,43,0,0,0,0,0,6255
동해하수종말처리장 태양광,2018-09-05,0,0,0,0,0,0,49,434,950,1361,387,342,355,342,778,1048,848,349,25,0,0,0,0,0,7268
동해하수종말처리장 태양광,2018-09-06,0,0,0,0,0,0,65,425,900,1334,392,336,313,295,313,286,254,214,5,0,0,0,0,0,5132
동해하수종말처리장 태양광,2018-09-07,0,0,0,0,0,0,0,58,184,223,209,200,322,313,311,306,239,159,7,0,0,0,0,0,2531
동해하수종말처리장 태양광,2018-09-08,0,0,0,0,0,0,38,347,923,1354,394,348,380,410,1017,1366,943,373,20,0,0,0,0,0,7913
동해하수종말처리장 태양광,2018-09-09,0,0,0,0,0,0,47,421,932,1348,403,382,414,378,360,454,599,36,0,0,0,0,0,0,5774
동해하수종말처리장 태양광,2018-09-10,0,0,0,0,0,0,68,227,571,851,427,394,418,373,1181,1336,853,333,15,0,0,0,0,0,7047
동해하수종말처리장 태양광,2018-09-11,0,0,0,0,0,0,54,439,515,812,365,394,423,389,774,682,313,117,2,0,0,0,0,0,5279
동해하수종말처리장 태양광,2018-09-12,0,0,0,0,0,0,40,257,274,236,311,270,234,205,268,194,101,72,2,0,0,0,0,0,2464
동해하수종말처리장 태양광,2018-09-13,0,0,0,0,0,0,34,229,265,328,322,304,310,310,281,322,607,310,9,0,0,0,0,0,3631
동해하수종말처리장 태양광,2018-09-14,0,0,0,0,0,0,40,182,256,247,288,260,310,311,268,223,85,16,0,0,0,0,0,0,2486
동해하수종말처리장 태양광,2018-09-15,0,0,0,0,0,0,20,283,522,729,349,313,308,313,212,67,50,7,0,0,0,0,0,0,3173
동해하수종말처리장 태양광,2018-09-16,0,0,0,0,0,0,9,97,157,157,263,314,322,311,311,284,178,43,0,0,0,0,0,0,2446
동해하수종말처리장 태양광,2018-09-17,0,0,0,0,0,0,16,117,841,1220,387,315,338,315,1258,896,346,203,5,0,0,0,0,0,6257
동해하수종말처리장 태양광,2018-09-18,0,0,0,0,0,0,49,266,801,1118,394,358,356,310,423,893,344,70,0,0,0,0,0,0,5382
동해하수종말처리장 태양광,2018-09-19,0,0,0,0,0,0,38,407,731,1174,382,316,322,317,675,506,126,23,0,0,0,0,0,0,5017
동해하수종말처리장 태양광,2018-09-20,0,0,0,0,0,0,0,14,34,171,171,142,139,207,274,243,81,9,0,0,0,0,0,0,1485
동해하수종말처리장 태양광,2018-09-21,0,0,0,0,0,0,0,23,45,59,114,139,236,245,277,113,88,22,0,0,0,0,0,0,1361
동해하수종말처리장 태양광,2018-09-22,0,0,0,0,0,0,32,360,833,1298,380,336,344,328,999,1186,680,203,0,0,0,0,0,0,6979
동해하수종말처리장 태양광,2018-09-23,0,0,0,0,0,0,0,95,310,578,392,354,392,306,319,347,412,140,7,0,0,0,0,0,3652
동해하수종말처리장 태양광,2018-09-24,0,0,0,0,0,0,31,241,524,878,371,319,317,311,315,317,421,223,9,0,0,0,0,0,4277
동해하수종말처리장 태양광,2018-09-25,0,0,0,0,0,0,16,378,925,1379,389,390,356,342,326,355,367,49,0,0,0,0,0,0,5272
동해하수종말처리장 태양광,2018-09-26,0,0,0,0,0,0,0,50,76,110,115,195,182,320,214,88,27,36,0,0,0,0,0,0,1413
동해하수종말처리장 태양광,2018-09-27,0,0,0,0,0,0,0,148,347,259,329,362,398,382,299,358,704,178,0,0,0,0,0,0,3764
동해하수종말처리장 태양광,2018-09-28,0,0,0,0,0,0,43,88,126,311,265,323,297,270,306,207,117,32,0,0,0,0,0,0,2385
동해하수종말처리장 태양광,2018-09-29,0,0,0,0,0,0,23,299,572,1251,394,374,400,310,311,229,175,117,2,0,0,0,0,0,4457
동해하수종말처리장 태양광,2018-09-30,0,0,0,0,0,0,0,146,684,1282,391,352,365,313,1184,1100,547,67,0,0,0,0,0,0,6431
동해하수종말처리장 태양광,2018-10-01,0,0,0,0,0,0,23,389,974,1415,401,418,436,549,1557,1107,630,115,0,0,0,0,0,0,8014
동해하수종말처리장 태양광,2018-10-02,0,0,0,0,0,0,20,389,945,1359,396,367,383,434,1537,1152,594,119,0,0,0,0,0,0,7695
동해하수종말처리장 태양광,2018-10-03,0,0,0,0,0,0,22,378,927,1339,392,326,349,349,1514,1112,562,97,0,0,0,0,0,0,7367
동해하수종말처리장 태양광,2018-10-04,0,0,0,0,0,0,38,369,387,427,380,405,373,349,239,56,22,22,0,0,0,0,0,0,3067
동해하수종말처리장 태양광,2018-10-05,0,0,0,0,0,0,0,11,31,76,146,97,97,115,122,90,18,0,0,0,0,0,0,0,803
동해하수종말처리장 태양광,2018-10-06,0,0,0,0,0,0,0,0,29,45,85,90,47,110,275,130,58,20,0,0,0,0,0,0,889
동해하수종말처리장 태양광,2018-10-07,0,0,0,0,0,0,18,349,873,1280,1577,1765,1804,1705,1462,1044,511,90,0,0,0,0,0,0,12478
동해하수종말처리장 태양광,2018-10-08,0,0,0,0,0,0,36,427,954,1384,1679,1791,992,1318,1363,943,518,92,0,0,0,0,0,0,11497
동해하수종말처리장 태양광,2018-10-09,0,0,0,0,0,0,13,333,396,634,1021,1579,1638,1316,1001,558,277,40,0,0,0,0,0,0,8806
동해하수종말처리장 태양광,2018-10-10,0,0,0,0,0,0,2,92,239,1015,1406,1807,1865,1778,1552,1112,562,86,0,0,0,0,0,0,11516
동해하수종말처리장 태양광,2018-10-11,0,0,0,0,0,0,11,373,970,1426,1728,1892,1917,1809,1548,1130,547,72,0,0,0,0,0,0,13423
동해하수종말처리장 태양광,2018-10-12,0,0,0,0,0,0,7,351,923,1343,401,353,378,360,1337,848,236,52,0,0,0,0,0,0,6589
동해하수종말처리장 태양광,2018-10-13,0,0,0,0,0,0,7,344,905,1316,401,364,387,328,812,466,164,25,0,0,0,0,0,0,5519
동해하수종말처리장 태양광,2018-10-14,0,0,0,0,0,0,5,317,877,1289,382,313,322,317,1208,767,391,31,0,0,0,0,0,0,6219
동해하수종말처리장 태양광,2018-10-15,0,0,0,0,0,0,5,236,722,1159,382,315,315,313,562,729,304,29,0,0,0,0,0,0,5071
동해하수종말처리장 태양광,2018-10-16,0,0,0,0,0,0,2,191,403,716,328,326,320,315,311,236,63,0,0,0,0,0,0,0,3211
동해하수종말처리장 태양광,2018-10-17,0,0,0,0,0,0,0,0,38,101,146,133,146,32,86,94,54,22,0,0,0,0,0,0,852
동해하수종말처리장 태양광,2018-10-18,0,0,0,0,0,0,0,11,52,117,232,193,194,225,216,171,7,0,0,0,0,0,0,0,1418
동해하수종말처리장 태양광,2018-10-19,0,0,0,0,0,0,0,108,500,1112,340,382,427,349,311,346,434,31,0,0,0,0,0,0,4340
동해하수종말처리장 태양광,2018-10-20,0,0,0,0,0,0,4,295,875,1285,387,313,319,311,1292,913,378,23,0,0,0,0,0,0,6395
동해하수종말처리장 태양광,2018-10-21,0,0,0,0,0,0,2,270,850,1285,383,324,329,313,1319,905,360,28,0,0,0,0,0,0,6368
동해하수종말처리장 태양광,2018-10-22,0,0,0,0,0,0,0,223,628,1165,382,320,322,306,306,292,131,4,0,0,0,0,0,0,4079
동해하수종말처리장 태양광,2018-10-23,0,0,0,0,0,0,0,266,641,774,319,196,169,166,106,297,239,11,0,0,0,0,0,0,3184
동해하수종말처리장 태양광,2018-10-24,0,0,0,0,0,0,0,232,806,1246,387,317,311,315,1021,864,319,16,0,0,0,0,0,0,5834
동해하수종말처리장 태양광,2018-10-25,0,0,0,0,0,0,0,239,819,1224,389,317,311,315,1118,875,187,22,0,0,0,0,0,0,5816
동해하수종말처리장 태양광,2018-10-26,0,0,0,0,0,0,0,5,65,86,106,379,293,198,292,252,32,2,0,0,0,0,0,0,1710
동해하수종말처리장 태양광,2018-10-27,0,0,0,0,0,0,0,229,844,1296,394,392,400,324,1273,572,283,7,0,0,0,0,0,0,6014
동해하수종말처리장 태양광,2018-10-28,0,0,0,0,0,0,0,104,686,1264,301,310,346,292,203,135,70,2,0,0,0,0,0,0,3713
동해하수종말처리장 태양광,2018-10-29,0,0,0,0,0,0,0,153,383,297,340,382,407,290,256,266,135,0,0,0,0,0,0,0,2909
동해하수종말처리장 태양광,2018-10-30,0,0,0,0,0,0,0,200,826,1265,394,328,324,313,1282,868,288,5,0,0,0,0,0,0,6093
동해하수종말처리장 태양광,2018-10-31,0,0,0,0,0,0,0,193,817,1267,398,320,329,313,1269,846,279,4,0,0,0,0,0,0,6035
동해하수종말처리장 태양광,2018-11-01,0,0,0,0,0,0,0,176,781,1219,394,319,315,315,967,817,263,5,0,0,0,0,0,0,5571
동해하수종말처리장 태양광,2018-11-02,0,0,0,0,0,0,0,173,779,1220,394,317,313,315,1073,839,259,4,0,0,0,0,0,0,5686
동해하수종말처리장 태양광,2018-11-03,0,0,0,0,0,0,0,162,765,1211,396,317,313,313,1078,826,247,2,0,0,0,0,0,0,5630
동해하수종말처리장 태양광,2018-11-04,0,0,0,0,0,0,0,135,740,1201,378,315,315,315,814,740,211,4,0,0,0,0,0,0,5168
동해하수종말처리장 태양광,2018-11-05,0,0,0,0,0,0,0,52,556,794,371,320,319,313,308,149,4,0,0,0,0,0,0,0,3186
동해하수종말처리장 태양광,2018-11-06,0,0,0,0,0,0,0,99,481,925,369,320,315,315,315,236,52,0,0,0,0,0,0,0,3427
동해하수종말처리장 태양광,2018-11-07,0,0,0,0,0,0,0,4,29,94,227,232,189,166,103,18,16,0,0,0,0,0,0,0,1078
동해하수종말처리장 태양광,2018-11-08,0,0,0,0,0,0,0,9,23,85,72,40,59,77,27,9,0,0,0,0,0,0,0,0,401
동해하수종말처리장 태양광,2018-11-09,0,0,0,0,0,0,0,83,731,1283,383,342,360,313,758,538,135,2,0,0,0,0,0,0,4928
동해하수종말처리장 태양광,2018-11-10,0,0,0,0,0,0,0,50,351,796,369,322,317,319,315,311,166,2,0,0,0,0,0,0,3318
동해하수종말처리장 태양광,2018-11-11,0,0,0,0,0,0,0,121,423,837,380,313,313,306,200,130,38,4,0,0,0,0,0,0,3065
동해하수종말처리장 태양광,2018-11-12,0,0,0,0,0,0,0,88,571,1105,382,333,313,225,153,79,7,0,0,0,0,0,0,0,3256
동해하수종말처리장 태양광,2018-11-13,0,0,0,0,0,0,0,14,92,362,329,315,311,254,209,45,29,0,0,0,0,0,0,0,1960
동해하수종말처리장 태양광,2018-11-14,0,0,0,0,0,0,0,0,13,160,207,172,304,283,256,103,0,0,0,0,0,0,0,0,1498
동해하수종말처리장 태양광,2018-11-15,0,0,0,0,0,0,0,86,551,1103,385,318,320,313,317,306,117,2,0,0,0,0,0,0,3818
동해하수종말처리장 태양광,2018-11-16,0,0,0,0,0,0,0,52,239,247,311,313,310,308,320,283,103,0,0,0,0,0,0,0,2486
동해하수종말처리장 태양광,2018-11-17,0,0,0,0,0,0,0,29,67,245,230,322,308,322,308,149,5,0,0,0,0,0,0,0,1985
동해하수종말처리장 태양광,2018-11-18,0,0,0,0,0,0,0,40,301,558,322,327,322,311,310,297,146,0,0,0,0,0,0,0,2934
동해하수종말처리장 태양광,2018-11-19,0,0,0,0,0,0,0,59,418,956,382,325,302,317,257,203,59,0,0,0,0,0,0,0,3278
동해하수종말처리장 태양광,2018-11-20,0,0,0,0,0,0,0,68,441,950,383,323,320,319,317,306,121,0,0,0,0,0,0,0,3548
동해하수종말처리장 태양광,2018-11-21,0,0,0,0,0,0,0,4,59,185,218,269,306,266,263,86,13,0,0,0,0,0,0,0,1669
동해하수종말처리장 태양광,2018-11-22,0,0,0,0,0,0,0,65,484,1093,394,320,315,319,630,635,131,0,0,0,0,0,0,0,4386
동해하수종말처리장 태양광,2018-11-23,0,0,0,0,0,0,0,63,470,1067,392,320,317,319,709,477,94,2,0,0,0,0,0,0,4230
동해하수종말처리장 태양광,2018-11-24,0,0,0,0,0,0,0,29,59,110,95,92,288,315,313,293,76,0,0,0,0,0,0,0,1670
동해하수종말처리장 태양광,2018-11-25,0,0,0,0,0,0,0,29,328,527,351,325,320,322,311,302,139,0,0,0,0,0,0,0,2954
동해하수종말처리장 태양광,2018-11-26,0,0,0,0,0,0,0,45,391,967,373,321,320,319,335,581,121,0,0,0,0,0,0,0,3773
동해하수종말처리장 태양광,2018-11-27,0,0,0,0,0,0,0,49,407,893,364,310,326,319,315,277,77,0,0,0,0,0,0,0,3337
동해하수종말처리장 태양광,2018-11-28,0,0,0,0,0,0,0,2,86,229,322,317,324,328,315,304,110,0,0,0,0,0,0,0,2337
동해하수종말처리장 태양광,2018-11-29,0,0,0,0,0,0,0,22,250,630,356,328,322,319,252,101,5,0,0,0,0,0,0,0,2585
동해하수종말처리장 태양광,2018-11-30,0,0,0,0,0,0,0,32,351,882,373,324,320,319,317,299,108,0,0,0,0,0,0,0,3325
동해하수종말처리장 태양광,2018-12-01,0,0,0,0,0,0,0,14,196,455,360,324,324,324,311,308,106,0,0,0,0,0,0,0,2722
동해하수종말처리장 태양광,2018-12-02,0,0,0,0,0,0,0,25,293,729,337,328,328,297,302,272,115,2,0,0,0,0,0,0,3028
동해하수종말처리장 태양광,2018-12-03,0,0,0,0,0,0,0,0,11,193,126,212,284,886,760,207,124,0,0,0,0,0,0,0,2803
동해하수종말처리장 태양광,2018-12-04,0,0,0,0,0,0,0,0,2,20,169,286,227,250,171,151,9,0,0,0,0,0,0,0,1285
동해하수종말처리장 태양광,2018-12-05,0,0,0,0,0,0,0,22,238,765,348,310,328,306,302,133,43,0,0,0,0,0,0,0,2795
동해하수종말처리장 태양광,2018-12-06,0,0,0,0,0,0,0,2,92,65,207,311,333,322,301,293,50,0,0,0,0,0,0,0,1976
동해하수종말처리장 태양광,2018-12-07,0,0,0,0,0,0,0,9,274,594,326,328,324,320,308,383,126,0,0,0,0,0,0,0,2992
동해하수종말처리장 태양광,2018-12-08,0,0,0,0,0,0,0,18,329,871,376,324,317,994,1147,612,135,0,0,0,0,0,0,0,5123
동해하수종말처리장 태양광,2018-12-09,0,0,0,0,0,0,0,16,304,864,376,327,320,1033,1100,587,153,0,0,0,0,0,0,0,5080
동해하수종말처리장 태양광,2018-12-10,0,0,0,0,0,0,0,9,214,765,373,323,324,628,1048,549,112,0,0,0,0,0,0,0,4345
동해하수종말처리장 태양광,2018-12-11,0,0,0,0,0,0,0,16,86,223,187,263,234,250,126,56,13,0,0,0,0,0,0,0,1454
동해하수종말처리장 태양광,2018-12-12,0,0,0,0,0,0,0,9,247,715,373,323,324,790,1060,551,115,0,0,0,0,0,0,0,4507
동해하수종말처리장 태양광,2018-12-13,0,0,0,0,0,0,0,9,275,722,364,319,306,259,286,301,86,0,0,0,0,0,0,0,2927
동해하수종말처리장 태양광,2018-12-14,0,0,0,0,0,0,0,7,272,774,1285,1550,1607,1480,1062,549,112,0,0,0,0,0,0,0,8698
동해하수종말처리장 태양광,2018-12-15,0,0,0,0,0,0,0,9,270,765,1282,1501,1561,1460,1003,544,103,0,0,0,0,0,0,0,8498
동해하수종말처리장 태양광,2018-12-16,0,0,0,0,0,0,0,0,7,36,112,211,297,824,1067,481,56,0,0,0,0,0,0,0,3091
동해하수종말처리장 태양광,2018-12-17,0,0,0,0,0,0,0,4,194,643,1156,1447,1505,1406,1003,531,121,0,0,0,0,0,0,0,8010
동해하수종말처리장 태양광,2018-12-18,0,0,0,0,0,0,0,7,306,529,711,1297,1525,1456,778,535,106,0,0,0,0,0,0,0,7250
동해하수종말처리장 태양광,2018-12-19,0,0,0,0,0,0,0,0,52,169,306,328,322,320,313,292,121,0,0,0,0,0,0,0,2223
동해하수종말처리장 태양광,2018-12-20,0,0,0,0,0,0,0,0,104,290,328,320,326,324,315,302,108,0,0,0,0,0,0,0,2417
동해하수종말처리장 태양광,2018-12-21,0,0,0,0,0,0,0,13,274,337,333,863,1309,367,320,243,99,0,0,0,0,0,0,0,4158
동해하수종말처리장 태양광,2018-12-22,0,0,0,0,0,0,0,4,200,576,353,328,324,320,311,250,34,0,0,0,0,0,0,0,2700
동해하수종말처리장 태양광,2018-12-23,0,0,0,0,0,0,0,0,81,297,356,328,322,322,319,493,112,0,0,0,0,0,0,0,2630
동해하수종말처리장 태양광,2018-12-24,0,0,0,0,0,0,0,2,247,718,365,324,322,700,1109,605,126,0,0,0,0,0,0,0,4518
동해하수종말처리장 태양광,2018-12-25,0,0,0,0,0,0,0,0,110,261,315,312,254,306,315,283,106,0,0,0,0,0,0,0,2262
동해하수종말처리장 태양광,2018-12-26,0,0,0,0,0,0,0,0,72,340,353,328,322,319,646,529,124,0,0,0,0,0,0,0,3033
동해하수종말처리장 태양광,2018-12-27,0,0,0,0,0,0,0,0,227,709,369,323,322,783,1147,632,162,0,0,0,0,0,0,0,4674
동해하수종말처리장 태양광,2018-12-28,0,0,0,0,0,0,0,0,175,355,349,327,311,481,1132,635,164,0,0,0,0,0,0,0,3929
동해하수종말처리장 태양광,2018-12-29,0,0,0,0,0,0,0,2,225,718,369,323,322,880,1154,635,171,0,0,0,0,0,0,0,4799
동해하수종말처리장 태양광,2018-12-30,0,0,0,0,0,0,0,0,211,691,364,326,322,639,1136,625,157,2,0,0,0,0,0,0,4473
동해하수종말처리장 태양광,2018-12-31,0,0,0,0,0,0,0,0,223,688,365,326,324,488,1055,457,117,2,0,0,0,0,0,0,4045
동해하수종말처리장 태양광,2019-01-01,0,0,0,0,0,0,0,2,212,641,362,316,310,311,272,148,189,2,0,0,0,0,0,0,2765
동해하수종말처리장 태양광,2019-01-02,0,0,0,0,0,0,0,0,214,680,367,327,320,661,1163,653,185,0,0,0,0,0,0,0,4570
동해하수종말처리장 태양광,2019-01-03,0,0,0,0,0,0,0,0,225,691,367,326,322,481,1125,621,173,0,0,0,0,0,0,0,4331
동해하수종말처리장 태양광,2019-01-04,0,0,0,0,0,0,0,4,225,619,360,326,308,313,279,315,167,2,0,0,0,0,0,0,2918
동해하수종말처리장 태양광,2019-01-05,0,0,0,0,0,0,0,2,178,578,360,327,315,324,315,306,148,4,0,0,0,0,0,0,2857
동해하수종말처리장 태양광,2019-01-06,0,0,0,0,0,0,0,0,52,284,324,333,326,344,315,308,162,2,0,0,0,0,0,0,2450
동해하수종말처리장 태양광,2019-01-07,0,0,0,0,0,0,0,0,164,504,353,329,324,319,454,513,151,2,0,0,0,0,0,0,3113
동해하수종말처리장 태양광,2019-01-08,0,0,0,0,0,0,0,0,167,639,365,326,324,419,1172,697,212,4,0,0,0,0,0,0,4325
동해하수종말처리장 태양광,2019-01-09,0,0,0,0,0,0,0,0,182,657,367,321,313,322,322,320,220,9,0,0,0,0,0,0,3033
동해하수종말처리장 태양광,2019-01-10,0,0,0,0,0,0,0,0,34,140,304,336,322,322,360,689,214,4,0,0,0,0,0,0,2725
동해하수종말처리장 태양광,2019-01-11,0,0,0,0,0,0,0,2,232,592,349,329,324,320,436,563,189,7,0,0,0,0,0,0,3343
동해하수종말처리장 태양광,2019-01-12,0,0,0,0,0,0,0,0,7,74,194,259,239,221,158,83,23,0,0,0,0,0,0,0,1258
동해하수종말처리장 태양광,2019-01-13,0,0,0,0,0,0,0,0,185,619,367,329,320,322,970,601,200,2,0,0,0,0,0,0,3915
동해하수종말처리장 태양광,2019-01-14,0,0,0,0,0,0,0,0,178,571,1076,1293,1303,1058,738,396,146,11,0,0,0,0,0,0,6770
동해하수종말처리장 태양광,2019-01-15,0,0,0,0,0,0,0,0,189,545,360,329,322,310,284,178,76,4,0,0,0,0,0,0,2597
동해하수종말처리장 태양광,2019-01-16,0,0,0,0,0,0,0,2,218,574,356,326,326,324,306,677,293,9,0,0,0,0,0,0,3411
동해하수종말처리장 태양광,2019-01-17,0,0,0,0,0,0,0,0,227,761,380,323,320,844,1346,814,268,7,0,0,0,0,0,0,5290
동해하수종말처리장 태양광,2019-01-18,0,0,0,0,0,0,0,2,241,774,1313,1579,1647,1571,1355,846,297,2,0,0,0,0,0,0,9627
동해하수종말처리장 태양광,2019-01-19,0,0,0,0,0,0,0,0,188,482,657,1276,1525,1370,1238,761,256,7,0,0,0,0,0,0,7760
동해하수종말처리장 태양광,2019-01-20,0,0,0,0,0,0,0,0,184,691,1206,1490,1616,1505,1276,745,297,10,0,0,0,0,0,0,9020
동해하수종말처리장 태양광,2019-01-21,0,0,0,0,0,0,0,2,259,826,1354,1613,1696,1625,1384,864,308,5,0,0,0,0,0,0,9936
동해하수종말처리장 태양광,2019-01-22,0,0,0,0,0,0,0,4,245,790,1303,1557,1629,1514,1305,693,281,14,0,0,0,0,0,0,9335
동해하수종말처리장 태양광,2019-01-23,0,0,0,0,0,0,0,4,196,691,1213,1488,1553,1507,1319,815,286,16,0,0,0,0,0,0,9088
동해하수종말처리장 태양광,2019-01-24,0,0,0,0,0,0,0,5,227,772,1276,1393,1595,1501,1300,837,319,16,0,0,0,0,0,0,9241
동해하수종말처리장 태양광,2019-01-25,0,0,0,0,0,0,0,2,220,679,1078,1532,1638,1546,1364,855,315,21,0,0,0,0,0,0,9250
동해하수종말처리장 태양광,2019-01-26,0,0,0,0,0,0,0,0,0,20,79,434,1501,1658,1471,990,385,22,0,0,0,0,0,0,6560
동해하수종말처리장 태양광,2019-01-27,0,0,0,0,0,0,0,9,297,941,1399,1637,1719,1638,927,223,277,5,0,0,0,0,0,0,9072
동해하수종말처리장 태양광,2019-01-28,0,0,0,0,0,0,0,16,239,736,1190,1547,1667,1588,1373,941,360,25,0,0,0,0,0,0,9682
동해하수종말처리장 태양광,2019-01-29,0,0,0,0,0,0,0,11,279,878,1323,1588,1703,1444,949,486,446,46,0,0,0,0,0,0,9153
동해하수종말처리장 태양광,2019-01-30,0,0,0,0,0,0,0,16,283,677,601,1033,812,1319,832,509,272,25,0,0,0,0,0,0,6379
동해하수종말처리장 태양광,2019-01-31,0,0,0,0,0,0,0,0,63,142,97,144,112,106,18,0,0,0,0,0,0,0,0,0,682
동해하수종말처리장 태양광,2019-02-01,0,0,0,0,0,0,0,0,13,86,288,634,934,1291,1422,1069,463,43,0,0,0,0,0,0,6243
동해하수종말처리장 태양광,2019-02-02,0,0,0,0,0,0,0,16,360,1008,1408,1700,1715,1336,877,706,488,43,0,0,0,0,0,0,9657
동해하수종말처리장 태양광,2019-02-03,0,0,0,0,0,0,0,0,43,113,202,257,171,65,38,34,2,0,0,0,0,0,0,0,925
동해하수종말처리장 태양광,2019-02-04,0,0,0,0,0,0,0,16,342,1013,1426,1696,1807,1697,1422,1039,421,56,0,0,0,0,0,0,10935
동해하수종말처리장 태양광,2019-02-05,0,0,0,0,0,0,0,16,288,848,1228,1535,1633,1427,1271,788,301,40,0,0,0,0,0,0,9375
동해하수종말처리장 태양광,2019-02-06,0,0,0,0,0,0,0,5,207,767,967,1473,1701,1642,1390,736,229,36,0,0,0,0,0,0,9153
동해하수종말처리장 태양광,2019-02-07,0,0,0,0,0,0,0,0,5,16,184,428,378,1298,1305,992,482,63,0,0,0,0,0,0,5151
동해하수종말처리장 태양광,2019-02-08,0,0,0,0,0,0,0,14,214,873,1265,1623,1544,1314,904,603,461,59,0,0,0,0,0,0,8874
동해하수종말처리장 태양광,2019-02-09,0,0,0,0,0,0,0,16,396,1053,1465,1761,1690,1431,1501,929,439,56,0,0,0,0,0,0,10737
동해하수종말처리장 태양광,2019-02-10,0,0,0,0,0,0,0,22,187,463,862,1210,1339,1339,531,68,56,14,0,0,0,0,0,0,6091
동해하수종말처리장 태양광,2019-02-11,0,0,0,0,0,0,0,31,423,1067,1487,1801,1879,1800,1579,1179,598,90,0,0,0,0,0,0,11934
동해하수종말처리장 태양광,2019-02-12,0,0,0,0,0,0,0,31,344,860,1251,1545,1622,1535,1375,909,455,70,0,0,0,0,0,0,9997
동해하수종말처리장 태양광,2019-02-13,0,0,0,0,0,0,0,25,301,805,1195,1532,1611,1663,1447,1066,400,61,0,0,0,0,0,0,10106
동해하수종말처리장 태양광,2019-02-14,0,0,0,0,0,0,0,0,0,7,104,389,704,702,445,292,187,41,0,0,0,0,0,0,2871
동해하수종말처리장 태양광,2019-02-15,0,0,0,0,0,0,0,7,157,545,1289,1625,1082,1269,1228,1042,594,68,0,0,0,0,0,0,8906
동해하수종말처리장 태양광,2019-02-16,0,0,0,0,0,0,0,36,425,977,1399,1696,1814,1782,1544,979,560,103,0,0,0,0,0,0,11315
동해하수종말처리장 태양광,2019-02-17,0,0,0,0,0,0,0,50,544,1138,1507,1770,1874,1838,1624,1213,662,124,0,0,0,0,0,0,12344
동해하수종말처리장 태양광,2019-02-18,0,0,0,0,0,0,0,61,549,1096,1458,1788,1649,1665,1028,385,144,23,0,0,0,0,0,0,9846
동해하수종말처리장 태양광,2019-02-19,0,0,0,0,0,0,0,0,31,67,95,107,184,369,256,250,173,14,0,0,0,0,0,0,1546
동해하수종말처리장 태양광,2019-02-20,0,0,0,0,0,0,0,67,569,1082,1469,1695,1775,1721,1564,1183,589,124,0,0,0,0,0,0,11838
동해하수종말처리장 태양광,2019-02-21,0,0,0,0,0,0,0,63,473,1017,1394,1710,1843,1750,1516,1102,594,128,0,0,0,0,0,0,11590
동해하수종말처리장 태양광,2019-02-22,0,0,0,0,0,0,0,65,524,850,1010,1757,1719,1643,1501,979,259,58,0,0,0,0,0,0,10365
동해하수종말처리장 태양광,2019-02-23,0,0,0,0,0,0,0,49,194,247,349,363,1157,1769,1541,1130,614,131,0,0,0,0,0,0,7544
동해하수종말처리장 태양광,2019-02-24,0,0,0,0,0,0,0,92,608,1132,1498,1769,1885,1831,1622,1224,702,151,0,0,0,0,0,0,12514
