,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),년월일,총량(kw)
713,2014-12-15,0.8,10.1,0.2,1.9,53.8,9.8,7.5,8.0,2014-12-15,393.084
714,2014-12-16,-2.7,8.5,11.5,5.2,60.6,9.8,8.1,6.5,2014-12-16,418.5
715,2014-12-17,-6.0,1.2,,4.3,43.3,9.8,11.51,0.1,2014-12-17,694.1160000000001
716,2014-12-18,-5.9,5.3,,2.9,28.6,9.8,11.8,0.0,2014-12-18,751.14
717,2014-12-19,-1.7,9.0,4.0,1.8,57.1,9.8,8.62,6.6,2014-12-19,477.07199999999995
718,2014-12-20,0.1,10.0,4.0,2.3,63.9,9.8,9.14,3.3,2014-12-20,496.18800000000005
719,2014-12-21,-2.3,4.0,,2.9,49.3,9.8,9.28,2.8,2014-12-21,566.94
720,2014-12-22,-3.9,5.6,,4.0,53.8,9.8,10.44,1.0,2014-12-22,625.26
721,2014-12-23,0.3,9.7,,3.4,45.5,9.8,10.52,3.0,2014-12-23,597.46
722,2014-12-24,3.6,13.3,,3.2,52.8,9.8,10.14,2.9,2014-12-24,610.308
723,2014-12-25,-0.8,7.2,,2.3,39.0,9.8,8.49,2.0,2014-12-25,514.404
724,2014-12-26,-2.1,7.9,,3.1,34.4,9.8,10.95,0.3,2014-12-26,685.1519999999999
725,2014-12-27,0.8,12.0,,1.2,52.1,9.8,9.62,1.5,2014-12-27,579.492
726,2014-12-28,2.9,8.5,,3.7,46.3,9.8,7.32,5.3,2014-12-28,347.256
727,2014-12-29,1.7,10.8,,2.6,57.4,9.8,9.72,1.3,2014-12-29,530.91
728,2014-12-30,4.6,13.2,,3.9,48.4,9.8,9.79,0.0,2014-12-30,551.304
729,2014-12-31,0.2,9.2,0.0,4.1,45.3,9.8,7.33,2.0,2014-12-31,324.9
730,2015-01-01,-4.9,1.2,,4.3,35.4,9.8,11.56,0.4,2015-01-01,726.5160000000001
731,2015-01-02,-4.6,3.7,,3.4,41.3,9.9,10.38,0.1,2015-01-02,625.932
732,2015-01-03,-3.8,7.9,,4.1,32.0,9.9,11.27,2.8,2015-01-03,677.1239999999999
733,2015-01-04,2.1,13.0,,2.6,53.8,9.9,10.04,1.1,2015-01-04,593.352
734,2015-01-05,2.9,13.4,0.5,1.8,67.4,9.9,7.31,6.5,2015-01-05,359.676
735,2015-01-06,1.8,13.5,26.0,4.4,48.8,9.9,10.62,3.1,2015-01-06,666.324
736,2015-01-07,-1.2,6.1,,3.4,24.0,9.9,12.61,2.5,2015-01-07,753.48
737,2015-01-08,-3.6,6.2,,3.7,33.8,9.9,12.05,0.0,2015-01-08,747.4680000000001
738,2015-01-09,-0.8,7.4,,2.7,44.5,9.9,11.45,0.0,2015-01-09,706.86
739,2015-01-10,-0.3,8.8,,2.4,42.3,10.0,12.0,0.0,2015-01-10,714.6360000000001
740,2015-01-11,1.0,10.6,,4.4,41.9,10.0,10.74,0.0,2015-01-11,622.908
741,2015-01-12,-2.0,9.4,,2.6,45.1,10.0,11.48,0.3,2015-01-12,675.828
742,2015-01-13,1.5,11.8,,1.1,58.0,10.0,10.51,4.6,2015-01-13,602.568
743,2015-01-14,5.5,8.2,5.0,1.3,81.5,10.0,2.24,10.0,2015-01-14,66.92399999999999
744,2015-01-15,4.9,11.4,3.5,2.6,76.5,10.1,6.95,5.4,2015-01-15,311.184
745,2015-01-16,3.5,10.8,,3.1,62.9,10.1,9.97,3.9,2015-01-16,568.764
746,2015-01-17,0.6,8.0,,4.8,32.6,10.1,12.71,0.6,2015-01-17,770.688
747,2015-01-18,-0.4,8.9,,4.7,35.0,10.1,13.09,2.3,2015-01-18,766.8
748,2015-01-19,2.6,10.8,,4.8,47.3,10.1,10.96,1.0,2015-01-19,600.84
749,2015-01-20,-0.2,10.4,,2.0,59.0,10.2,11.61,3.8,2015-01-20,672.1560000000001
750,2015-01-21,5.3,10.3,3.0,2.0,79.5,10.2,3.15,10.0,2015-01-21,114.84
751,2015-01-22,4.3,8.6,2.5,2.7,76.4,10.2,3.78,9.3,2015-01-22,149.436
752,2015-01-23,1.6,10.4,,3.3,58.1,10.2,12.19,0.6,2015-01-23,690.8760000000001
753,2015-01-24,1.1,11.4,,2.8,59.5,10.3,12.93,0.0,2015-01-24,747.612
754,2015-01-25,4.3,12.3,0.1,1.5,70.4,10.3,6.31,7.6,2015-01-25,254.628
755,2015-01-26,8.3,13.9,9.5,2.3,89.8,10.3,6.71,7.4,2015-01-26,279.072
756,2015-01-27,1.5,9.5,,3.3,49.4,10.3,8.45,4.3,2015-01-27,399.384
757,2015-01-28,-1.0,8.7,,3.8,52.5,10.4,10.91,3.1,2015-01-28,597.78
758,2015-01-29,2.2,8.1,0.5,2.9,70.3,10.4,3.03,8.6,2015-01-29,134.784
759,2015-01-30,-0.4,8.4,0.1,4.2,50.4,10.4,10.86,4.0,2015-01-30,614.88
760,2015-01-31,-3.4,7.1,,4.2,35.5,10.5,14.54,0.0,2015-01-31,828.828
761,2015-02-01,-1.7,10.0,,2.4,33.8,10.5,14.55,0.0,2015-02-01,811.296
762,2015-02-02,0.8,10.4,,1.9,53.9,10.5,9.56,2.4,2015-02-02,509.616
763,2015-02-03,2.1,11.5,,1.8,59.5,10.5,11.48,4.4,2015-02-03,634.3919999999999
764,2015-02-04,2.3,9.9,1.0,2.3,63.6,10.6,6.46,6.5,2015-02-04,307.332
765,2015-02-05,0.2,8.9,,2.9,48.5,10.6,13.37,1.6,2015-02-05,712.296
766,2015-02-06,-0.7,10.6,,3.3,47.1,10.6,14.78,1.3,2015-02-06,798.408
767,2015-02-07,2.3,10.3,,3.5,50.8,10.7,13.05,5.9,2015-02-07,712.512
768,2015-02-08,-5.2,4.7,,4.5,30.3,10.7,15.81,1.9,2015-02-08,888.2280000000001
769,2015-02-09,-7.8,3.0,,4.5,32.9,10.7,15.84,0.0,2015-02-09,887.9760000000001
770,2015-02-10,-0.9,9.1,,5.2,48.6,10.8,13.76,0.0,2015-02-10,722.7360000000001
771,2015-02-11,2.3,10.4,,4.6,57.6,10.8,12.5,2.4,2015-02-11,658.62
772,2015-02-12,0.5,9.8,,3.8,40.9,10.8,15.26,0.9,2015-02-12,818.8919999999999
773,2015-02-13,-2.8,8.5,,3.0,29.8,10.9,15.75,0.1,2015-02-13,859.248
774,2015-02-14,-0.8,11.3,,3.0,47.3,10.9,15.81,0.0,2015-02-14,824.436
775,2015-02-15,5.1,10.5,2.5,2.6,67.9,10.9,3.17,8.3,2015-02-15,97.632
776,2015-02-16,6.1,7.6,3.5,3.6,90.3,11.0,1.39,10.0,2015-02-16,59.111999999999995
777,2015-02-17,3.4,11.6,,3.0,64.6,11.0,14.28,1.5,2015-02-17,678.492
778,2015-02-18,1.9,9.4,,4.0,56.1,11.0,14.5,1.4,2015-02-18,690.696
779,2015-02-19,0.7,11.5,,3.1,63.9,11.1,11.78,1.8,2015-02-19,701.028
780,2015-02-20,2.3,11.2,,2.7,59.0,11.1,15.8,2.5,2015-02-20,802.512
781,2015-02-21,5.5,10.5,13.0,2.7,85.1,11.1,1.59,9.8,2015-02-21,47.663999999999994
782,2015-02-22,6.0,15.4,4.5,4.2,82.3,11.2,7.31,6.8,2015-02-22,235.368
783,2015-02-23,2.9,13.6,,3.4,49.4,11.2,13.32,4.6,2015-02-23,654.012
784,2015-02-24,3.9,13.9,,2.8,43.3,11.2,14.24,3.6,2015-02-24,703.4760000000001
785,2015-02-25,6.2,12.9,,2.0,59.9,11.3,9.14,8.3,2015-02-25,385.848
786,2015-02-26,2.5,14.9,,3.8,45.8,11.3,12.58,3.8,2015-02-26,563.328
787,2015-02-27,-1.5,6.4,,3.4,38.1,11.3,10.13,4.6,2015-02-27,443.736
788,2015-02-28,2.9,7.9,6.0,3.5,66.5,11.4,4.09,8.9,2015-02-28,156.312
789,2015-03-01,2.2,9.6,2.5,2.6,70.4,11.4,13.62,5.1,2015-03-01,709.92
790,2015-03-02,0.9,10.2,,3.3,46.1,11.5,18.93,0.0,2015-03-02,874.6560000000001
791,2015-03-03,2.8,6.8,7.5,2.5,83.0,11.5,1.98,7.6,2015-03-03,41.256
792,2015-03-04,-0.4,7.7,,4.5,38.9,11.5,18.98,3.6,2015-03-04,930.2760000000001
793,2015-03-05,-2.0,9.5,,3.2,47.8,11.6,16.87,4.0,2015-03-05,785.232
794,2015-03-06,3.5,10.8,,3.1,58.5,11.6,15.4,3.5,2015-03-06,715.824
795,2015-03-07,3.9,12.8,,2.0,63.8,11.6,16.45,2.3,2015-03-07,716.544
796,2015-03-08,4.2,13.0,,2.5,62.6,11.7,18.79,3.1,2015-03-08,850.5360000000001
797,2015-03-09,-0.2,17.0,0.0,4.3,41.1,11.7,16.35,4.3,2015-03-09,745.452
798,2015-03-10,-4.1,6.3,,5.5,26.9,11.7,21.0,0.0,2015-03-10,958.716
799,2015-03-11,-1.2,8.5,,5.5,39.6,11.8,20.07,0.1,2015-03-11,901.6560000000001
800,2015-03-12,1.1,10.0,,5.6,35.6,11.8,20.45,0.0,2015-03-12,899.82
801,2015-03-13,5.8,12.0,11.0,5.6,66.9,11.9,10.54,6.0,2015-03-13,270.144
802,2015-03-14,4.1,13.5,,2.8,41.9,11.9,19.98,2.6,2015-03-14,873.0360000000001
803,2015-03-15,6.5,15.3,,3.1,46.3,11.9,16.79,4.5,2015-03-15,714.96
804,2015-03-16,7.5,18.4,,1.5,50.0,12.0,16.9,3.3,2015-03-16,700.488
805,2015-03-17,9.7,19.0,,2.6,55.9,12.0,16.86,3.4,2015-03-17,713.8439999999999
806,2015-03-18,9.1,14.7,45.0,3.4,90.0,12.0,1.39,10.0,2015-03-18,58.14
807,2015-03-19,8.7,17.8,2.5,2.6,86.5,12.1,14.57,6.3,2015-03-19,534.78
808,2015-03-20,9.9,18.9,,2.6,75.1,12.1,14.09,6.1,2015-03-20,579.78
809,2015-03-21,10.8,20.9,,3.8,51.8,12.2,19.28,2.1,2015-03-21,791.5319999999999
810,2015-03-22,10.9,20.4,,3.6,25.8,12.2,20.39,0.0,2015-03-22,824.796
811,2015-03-23,4.7,14.7,,3.6,25.8,12.2,22.78,0.0,2015-03-23,931.32
812,2015-03-24,3.3,12.4,,3.2,41.0,12.3,21.16,0.0,2015-03-24,831.672
813,2015-03-25,4.9,13.8,,2.9,47.6,12.3,21.44,0.0,2015-03-25,868.5
814,2015-03-26,7.3,15.6,,4.4,41.4,12.3,22.3,0.0,2015-03-26,882.5039999999999
815,2015-03-27,9.4,19.3,,4.4,36.8,12.4,19.11,4.4,2015-03-27,757.7639999999999
816,2015-03-28,9.2,18.7,,4.3,50.9,12.4,18.64,4.4,2015-03-28,704.196
817,2015-03-29,10.7,20.7,,2.8,61.9,12.4,19.49,1.0,2015-03-29,763.992
818,2015-03-30,11.0,20.1,,3.1,67.1,12.5,21.2,0.0,2015-03-30,827.316
819,2015-03-31,13.0,16.2,8.0,2.7,90.0,12.5,3.06,7.6,2015-03-31,77.328
820,2015-04-01,10.5,16.3,0.4,3.7,86.3,12.6,3.4,9.6,2015-04-01,106.30799999999999
821,2015-04-02,10.6,17.4,4.5,4.1,86.1,12.6,6.95,9.4,2015-04-02,412.848
822,2015-04-03,11.7,20.7,31.0,6.7,83.3,12.6,13.25,9.4,2015-04-03,539.424
823,2015-04-04,8.1,15.1,47.0,4.6,78.4,12.7,14.91,7.8,2015-04-04,589.8240000000001
824,2015-04-05,8.4,12.6,5.0,2.6,90.4,12.7,5.08,10.0,2015-04-05,174.456
825,2015-04-06,10.0,12.9,11.5,2.2,91.4,12.7,3.73,10.0,2015-04-06,123.588
826,2015-04-07,8.8,12.3,,3.6,72.0,12.8,8.34,9.9,2015-04-07,504.108
827,2015-04-08,6.7,10.9,,3.0,71.3,12.8,8.07,7.8,2015-04-08,441.57599999999996
828,2015-04-09,5.9,14.5,,3.4,64.6,12.8,22.88,5.4,2015-04-09,855.54
829,2015-04-10,8.3,17.6,,3.4,60.0,12.9,20.63,2.6,2015-04-10,819.5039999999999
830,2015-04-11,7.8,17.6,,2.8,56.5,12.9,24.63,0.4,2015-04-11,893.4839999999999
831,2015-04-12,9.8,18.1,1.5,3.9,60.0,12.9,14.04,8.1,2015-04-12,542.88
832,2015-04-13,10.0,13.5,14.0,4.5,90.6,13.0,4.75,10.0,2015-04-13,183.49200000000002
833,2015-04-14,8.4,14.9,12.0,5.0,72.3,13.0,22.64,4.9,2015-04-14,764.784
834,2015-04-15,7.8,19.6,,5.2,58.8,13.1,23.02,1.4,2015-04-15,872.064
835,2015-04-16,9.9,19.0,0.1,5.6,66.4,13.1,14.84,5.0,2015-04-16,518.328
836,2015-04-17,8.2,19.0,,4.0,34.9,13.1,24.6,1.8,2015-04-17,880.2360000000001
837,2015-04-18,10.8,20.1,8.0,2.3,49.5,13.2,17.24,6.5,2015-04-18,678.564
838,2015-04-19,14.0,17.2,87.5,2.4,99.9,13.2,1.25,10.0,2015-04-19,21.384
839,2015-04-20,9.4,15.2,8.5,2.9,91.6,13.2,2.33,10.0,2015-04-20,80.1
840,2015-04-21,8.1,16.5,,2.1,69.1,13.3,24.03,2.3,2015-04-21,855.0
841,2015-04-22,12.4,21.9,,3.5,49.6,13.3,23.93,3.1,2015-04-22,850.788
842,2015-04-23,13.3,20.6,,4.0,40.5,13.3,20.87,3.5,2015-04-23,681.3
843,2015-04-24,12.2,21.9,,3.2,57.3,13.4,19.65,5.8,2015-04-24,685.44
844,2015-04-25,15.0,21.1,,2.9,39.0,13.4,25.22,0.0,2015-04-25,835.092
845,2015-04-26,14.1,22.6,,3.7,50.0,13.4,25.78,0.0,2015-04-26,834.048
846,2015-04-27,15.0,23.9,,4.3,50.3,13.5,23.57,1.8,2015-04-27,737.9639999999999
847,2015-04-28,15.1,23.0,2.0,2.0,77.3,13.5,14.86,8.4,2015-04-28,540.648
848,2015-04-29,14.7,17.4,35.0,2.6,94.0,13.5,2.4,10.0,2015-04-29,81.21600000000001
849,2015-04-30,14.1,20.3,,2.2,83.4,13.6,7.18,7.8,2015-04-30,502.81199999999995
850,2015-05-01,15.3,23.3,,2.2,73.4,13.6,25.33,0.0,2015-05-01,829.836
851,2015-05-02,15.8,23.9,,2.1,71.3,13.6,23.94,3.8,2015-05-02,802.944
852,2015-05-03,16.0,18.9,42.0,2.1,98.3,13.7,1.62,10.0,2015-05-03,41.688
853,2015-05-04,15.3,25.5,,2.6,60.0,13.7,24.27,4.9,2015-05-04,821.052
854,2015-05-05,12.3,21.0,,3.8,41.0,13.7,27.79,0.3,2015-05-05,874.62
855,2015-05-06,13.9,19.1,,3.2,57.0,13.7,14.63,7.4,2015-05-06,520.128
856,2015-05-07,14.8,22.5,,3.1,48.8,13.8,25.28,2.3,2015-05-07,812.7719999999999
857,2015-05-08,15.7,23.3,,2.0,48.4,13.8,22.89,4.5,2015-05-08,751.3919999999999
858,2015-05-09,15.9,21.9,0.2,2.4,64.1,13.8,20.19,4.9,2015-05-09,717.66
859,2015-05-10,13.8,19.4,,3.3,71.4,13.9,25.26,1.5,2015-05-10,843.6239999999999
860,2015-05-11,13.6,20.6,68.5,2.7,79.9,13.9,10.0,8.6,2015-05-11,339.98400000000004
861,2015-05-12,13.9,18.6,37.5,6.9,79.8,13.9,18.03,5.0,2015-05-12,599.58
862,2015-05-13,15.0,22.6,,7.9,58.3,14.0,27.13,0.0,2015-05-13,836.6039999999999
863,2015-05-14,15.7,21.1,,6.4,88.0,14.0,9.96,7.5,2015-05-14,298.188
864,2015-05-15,15.0,22.3,0.5,2.2,91.4,14.0,16.36,8.4,2015-05-15,528.624
865,2015-05-16,14.1,19.0,0.3,2.8,87.5,14.0,21.07,4.4,2015-05-16,765.324
866,2015-05-17,14.6,24.1,,2.0,51.6,14.1,22.42,5.5,2015-05-17,713.7360000000001
867,2015-05-18,13.5,18.6,30.0,1.9,85.8,14.1,3.19,9.9,2015-05-18,92.304
868,2015-05-19,14.0,23.6,,3.4,80.6,14.1,26.93,0.4,2015-05-19,830.88
869,2015-05-20,14.3,23.6,,2.8,60.0,14.1,26.98,1.3,2015-05-20,830.52
870,2015-05-21,14.0,23.5,,3.6,54.3,14.1,27.56,2.1,2015-05-21,839.448
871,2015-05-22,17.6,25.1,,3.4,49.1,14.2,25.31,6.1,2015-05-22,799.632
872,2015-05-23,16.1,22.7,,3.0,55.4,14.2,13.34,7.5,2015-05-23,398.592
873,2015-05-24,15.8,23.9,,2.4,54.5,14.2,25.35,3.1,2015-05-24,750.24
874,2015-05-25,16.4,24.3,,2.9,65.1,14.2,26.26,0.0,2015-05-25,792.432
875,2015-05-26,16.8,30.2,,2.8,58.5,14.2,27.19,0.8,2015-05-26,784.6560000000001
876,2015-05-27,18.3,26.3,,2.1,64.1,14.3,25.54,4.5,2015-05-27,767.34
877,2015-05-28,18.3,26.5,,1.9,61.9,14.3,20.49,5.1,2015-05-28,653.436
878,2015-05-29,17.8,27.4,,1.9,60.5,14.3,27.18,2.5,2015-05-29,784.08
879,2015-05-30,17.7,21.5,4.0,1.8,88.5,14.3,7.04,7.4,2015-05-30,224.928
880,2015-05-31,17.3,26.5,,2.1,72.5,14.3,26.32,2.9,2015-05-31,819.8639999999999
881,2015-06-01,16.9,25.2,,2.7,71.5,14.4,26.27,4.8,2015-06-01,796.6439999999999
882,2015-06-02,19.2,23.5,0.1,3.6,79.3,14.4,12.29,9.0,2015-06-02,399.744
883,2015-06-03,18.3,28.0,,3.0,55.1,14.4,25.37,4.5,2015-06-03,816.048
884,2015-06-04,17.0,28.1,,3.0,50.0,14.4,26.26,4.5,2015-06-04,798.48
885,2015-06-05,14.0,20.7,7.0,1.7,86.9,14.4,3.5,8.4,2015-06-05,121.32
886,2015-06-06,13.7,22.6,,2.5,78.5,14.4,25.96,1.4,2015-06-06,794.0160000000001
887,2015-06-07,16.2,24.2,,1.9,80.1,14.4,20.66,6.1,2015-06-07,683.5319999999999
888,2015-06-08,18.0,23.0,2.0,1.2,89.3,14.5,8.08,9.0,2015-06-08,239.18400000000003
889,2015-06-09,19.1,23.7,,2.5,84.3,14.5,19.95,7.1,2015-06-09,639.936
890,2015-06-10,18.8,27.8,,1.8,73.1,14.5,21.82,6.1,2015-06-10,671.436
891,2015-06-11,20.5,21.8,3.0,1.9,91.3,14.5,3.42,9.8,2015-06-11,162.108
892,2015-06-12,18.6,26.5,,4.1,91.5,14.5,24.16,3.9,2015-06-12,749.988
893,2015-06-13,17.9,23.6,,3.5,88.3,14.5,7.24,7.6,2015-06-13,238.78799999999998
894,2015-06-14,17.4,25.1,,2.8,87.1,14.5,17.37,7.6,2015-06-14,533.16
895,2015-06-15,20.4,22.4,1.0,3.6,91.1,14.5,5.58,9.6,2015-06-15,168.984
896,2015-06-16,19.2,23.0,,1.9,89.4,14.5,8.74,9.3,2015-06-16,354.276
897,2015-06-17,19.3,24.0,,2.4,78.0,14.5,9.93,9.9,2015-06-17,345.852
898,2015-06-18,19.8,25.6,,3.5,75.0,14.5,11.24,9.4,2015-06-18,411.80400000000003
899,2015-06-19,19.2,27.1,,3.4,70.8,14.5,22.29,5.3,2015-06-19,580.1759999999999
900,2015-06-20,17.9,22.9,0.5,2.0,81.9,14.5,12.24,9.5,2015-06-20,394.704
901,2015-06-21,18.5,23.8,0.1,1.9,83.9,14.5,16.03,6.9,2015-06-21,479.88
902,2015-06-22,18.5,24.9,,3.1,81.9,14.5,17.7,6.3,2015-06-22,560.268
903,2015-06-23,19.2,26.3,,2.6,78.3,14.5,22.21,5.1,2015-06-23,688.1039999999999
904,2015-06-24,19.9,26.3,,2.7,76.5,14.5,16.33,8.0,2015-06-24,542.7719999999999
905,2015-06-25,19.7,26.6,17.5,2.9,79.6,14.5,17.0,7.3,2015-06-25,535.8240000000001
906,2015-06-26,21.0,25.8,14.5,2.9,91.4,14.5,5.87,9.6,2015-06-26,0.036000000000000004
907,2015-06-27,18.6,23.5,1.0,1.8,83.6,14.5,8.22,8.5,2015-06-27,195.912
908,2015-06-28,17.7,24.1,,2.6,76.9,14.5,17.34,5.4,2015-06-28,537.876
909,2015-06-29,17.5,26.1,,2.3,76.1,14.5,24.6,7.0,2015-06-29,782.9639999999999
910,2015-06-30,19.2,23.3,22.5,2.5,87.4,14.5,4.51,10.0,2015-06-30,138.96
911,2015-07-01,19.1,27.0,0.1,3.9,83.1,14.5,21.35,4.5,2015-07-01,619.308
912,2015-07-02,19.8,26.5,,3.8,76.0,14.5,23.39,4.9,2015-07-02,702.18
913,2015-07-03,19.9,27.2,,2.8,73.0,14.5,20.78,7.0,2015-07-03,623.9159999999999
914,2015-07-04,19.3,23.6,,2.7,74.6,14.5,13.68,8.1,2015-07-04,472.536
915,2015-07-05,18.4,24.7,,2.4,77.5,14.5,21.19,6.6,2015-07-05,57.708
916,2015-07-06,18.6,24.6,,2.6,76.5,14.5,15.61,8.3,2015-07-06,374.11199999999997
917,2015-07-07,18.9,20.3,34.0,2.7,91.0,14.4,3.2,10.0,2015-07-07,126.684
918,2015-07-08,19.5,22.2,37.0,1.9,97.4,14.4,3.15,10.0,2015-07-08,149.436
919,2015-07-09,20.6,27.2,5.0,3.5,85.4,14.4,13.43,9.1,2015-07-09,513.612
920,2015-07-10,21.4,27.9,,3.1,79.5,14.4,20.54,8.3,2015-07-10,585.72
921,2015-07-11,21.2,27.7,3.5,2.1,87.4,14.4,13.99,9.5,2015-07-11,507.31199999999995
922,2015-07-12,22.9,24.7,28.0,5.7,95.1,14.4,1.96,10.0,2015-07-12,36.936
923,2015-07-13,21.8,24.8,,8.6,88.8,14.4,5.77,9.0,2015-07-13,133.416
924,2015-07-14,21.5,26.8,,4.0,89.0,14.3,21.45,6.3,2015-07-14,662.6519999999999
925,2015-07-15,21.4,30.6,,2.7,77.3,14.3,22.29,2.9,2015-07-15,699.2280000000001
926,2015-07-16,19.7,24.9,,5.4,70.3,14.3,17.4,7.6,2015-07-16,619.4159999999999
927,2015-07-17,19.1,22.1,0.5,2.5,71.0,14.3,4.87,10.0,2015-07-17,159.696
928,2015-07-18,19.3,25.1,,2.4,67.4,14.3,23.78,4.1,2015-07-18,757.944
929,2015-07-19,20.8,28.7,0.1,2.6,68.9,14.2,11.6,8.5,2015-07-19,485.496
930,2015-07-20,22.5,25.6,12.0,2.5,90.8,14.2,4.23,10.0,2015-07-20,300.78
931,2015-07-21,21.4,26.5,2.0,1.5,93.3,14.2,8.64,10.0,2015-07-21,273.024
932,2015-07-22,22.0,26.5,8.5,2.4,95.5,14.2,6.03,9.9,2015-07-22,189.36
933,2015-07-23,23.5,28.8,39.5,5.5,92.9,14.1,14.15,9.3,2015-07-23,527.364
934,2015-07-24,24.7,27.1,4.0,8.9,94.3,14.1,8.78,9.4,2015-07-24,265.536
935,2015-07-25,24.8,28.7,,6.3,84.4,14.1,20.29,5.0,2015-07-25,574.812
936,2015-07-26,23.4,30.4,,2.3,76.8,14.1,25.61,2.6,2015-07-26,783.1080000000001
937,2015-07-27,26.1,31.9,,3.9,77.6,14.1,24.81,4.8,2015-07-27,749.7719999999999
938,2015-07-28,25.9,31.9,,4.3,80.1,14.0,22.88,4.8,2015-07-28,715.5
939,2015-07-29,25.7,31.0,2.5,4.4,85.4,14.0,22.8,5.3,2015-07-29,704.808
940,2015-07-30,25.9,31.0,,4.8,83.6,14.0,23.39,3.8,2015-07-30,755.2080000000001
941,2015-07-31,24.6,31.9,,4.0,78.3,13.9,26.36,1.1,2015-07-31,764.676
942,2015-08-01,24.8,30.7,,3.6,83.3,13.9,23.42,1.1,2015-08-01,759.924
943,2015-08-02,22.7,30.6,,4.4,82.3,13.9,22.27,3.5,2015-08-02,632.628
944,2015-08-03,24.9,30.7,,4.5,77.8,13.9,26.03,2.3,2015-08-03,768.672
945,2015-08-04,24.9,31.3,,5.2,77.8,13.8,23.17,1.3,2015-08-04,713.268
946,2015-08-05,25.4,31.6,,4.4,80.6,13.8,25.3,0.9,2015-08-05,764.4960000000001
947,2015-08-06,24.7,30.9,,2.6,76.6,13.8,24.61,0.0,2015-08-06,738.828
948,2015-08-07,26.1,32.4,,2.2,74.5,13.8,23.0,1.5,2015-08-07,697.68
949,2015-08-08,26.6,32.2,,2.4,79.4,13.7,25.02,2.4,2015-08-08,746.8919999999999
950,2015-08-09,26.1,31.7,,2.9,75.0,13.7,23.23,4.9,2015-08-09,736.92
951,2015-08-10,26.9,33.5,,2.3,66.9,13.7,15.34,7.3,2015-08-10,509.36400000000003
952,2015-08-11,21.6,31.3,4.5,2.6,68.9,13.6,10.44,9.3,2015-08-11,331.092
953,2015-08-12,21.3,23.8,11.5,2.9,90.3,13.6,3.41,10.0,2015-08-12,176.472
954,2015-08-13,22.6,28.9,,2.9,78.6,13.6,20.15,5.8,2015-08-13,640.836
955,2015-08-14,23.3,29.3,,2.7,79.4,13.6,21.86,2.6,2015-08-14,692.784
956,2015-08-15,23.9,30.8,,1.9,75.0,13.5,23.47,0.4,2015-08-15,752.508
957,2015-08-16,23.3,30.5,2.5,2.6,78.8,13.5,19.61,7.0,2015-08-16,671.76
958,2015-08-17,22.2,28.4,1.0,2.5,76.3,13.4,11.59,7.9,2015-08-17,358.92
959,2015-08-18,23.4,28.6,,2.7,71.3,13.4,11.6,6.9,2015-08-18,416.52
960,2015-08-19,24.1,29.7,0.0,2.6,76.5,13.4,13.95,9.3,2015-08-19,496.404
961,2015-08-20,24.1,28.4,1.5,1.8,83.4,13.3,6.16,10.0,2015-08-20,165.204
962,2015-08-21,21.7,24.7,76.0,1.9,92.6,13.3,3.76,9.4,2015-08-21,113.04
963,2015-08-22,22.8,29.3,,2.4,75.4,13.3,10.91,8.6,2015-08-22,368.676
964,2015-08-23,23.8,29.8,,2.1,77.0,13.3,13.46,7.9,2015-08-23,422.60400000000004
965,2015-08-24,24.2,26.6,1.5,3.5,80.3,13.2,5.31,9.5,2015-08-24,177.408
966,2015-08-25,20.5,24.8,33.5,5.5,88.9,13.2,4.21,10.0,2015-08-25,128.916
967,2015-08-26,20.5,25.7,,2.2,80.4,13.2,10.39,8.5,2015-08-26,322.95599999999996
968,2015-08-27,21.9,29.1,,4.0,79.0,13.1,21.62,4.9,2015-08-27,679.428
969,2015-08-28,22.7,29.0,,3.8,81.3,13.1,20.27,3.9,2015-08-28,532.512
970,2015-08-29,22.4,27.5,,2.1,80.8,13.0,12.97,3.6,2015-08-29,308.772
971,2015-08-30,22.2,28.7,,1.8,83.5,13.0,15.13,5.9,2015-08-30,395.64
972,2015-08-31,22.7,29.2,0.5,2.9,78.5,13.0,16.59,8.8,2015-08-31,432.54
973,2015-09-01,21.2,27.7,12.0,3.1,82.5,12.9,12.91,8.9,2015-09-01,301.644
974,2015-09-02,22.0,27.1,0.5,2.9,82.4,12.9,12.83,8.8,2015-09-02,287.712
975,2015-09-03,21.6,28.8,6.0,3.5,79.8,12.9,19.25,4.6,2015-09-03,525.024
976,2015-09-04,22.2,28.7,,2.7,73.9,12.8,21.53,3.4,2015-09-04,556.164
977,2015-09-05,20.1,26.7,7.5,2.2,83.4,12.8,9.86,9.3,2015-09-05,278.13599999999997
978,2015-09-06,19.4,23.9,15.5,3.2,84.6,12.8,7.72,9.3,2015-09-06,169.05599999999998
979,2015-09-07,19.2,27.0,,3.9,67.9,12.7,17.78,3.0,2015-09-07,477.57599999999996
980,2015-09-08,18.3,26.3,,4.1,60.8,12.7,22.02,2.0,2015-09-08,614.124
981,2015-09-09,19.2,28.0,,4.0,56.3,12.7,22.96,1.1,2015-09-09,626.868
982,2015-09-10,19.1,27.5,,2.6,59.5,12.6,22.49,0.8,2015-09-10,597.636
983,2015-09-11,19.8,27.1,0.0,3.7,71.5,12.6,21.08,3.5,2015-09-11,576.396
