瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2018-05-16,19.6,21.6,3.8,8.2,94.9,14,2.32,10
159,何魂,2018-05-17,20,21.6,6.6,7.9,96.9,14.1,,10
159,何魂,2018-05-18,12.9,20.9,1.9,4,91.9,14.1,,10
159,何魂,2018-05-19,12.7,18.8,,4.3,66,14.1,,6.5
159,何魂,2018-05-20,12.3,19.6,,4.4,66.5,14.1,,6.3
159,何魂,2018-05-21,13.5,22.4,,3.2,71.9,14.2,,6.1
159,何魂,2018-05-22,14.1,22.4,4.1,2,74.9,14.2,,5.5
159,何魂,2018-05-23,15,24.9,27.6,1.9,77.6,14.2,,4.8
159,何魂,2018-05-24,14.1,23.8,,3.5,57.4,14.2,,3
159,何魂,2018-05-25,18.4,26,,3,51.3,14.2,,6.5
159,何魂,2018-05-26,17.4,26.6,,2.8,52.9,14.3,,1.1
159,何魂,2018-05-27,16.1,24.9,,2.1,75.1,14.3,,6.9
159,何魂,2018-05-28,17.7,21.3,.6,1.8,84.1,14.3,,8.3
159,何魂,2018-05-29,17.5,26.1,,1.9,82.9,14.3,,7.6
159,何魂,2018-05-30,18.6,26,.5,2.5,79.9,14.3,25.29,7.1
159,何魂,2018-05-31,17.7,24,,2.4,68.1,14.4,21.23,6
159,何魂,2018-06-01,17.4,25.4,,2.3,54,14.4,29.96,.1
159,何魂,2018-06-02,19.4,28.2,,2.9,60.4,14.4,28.65,1.5
159,何魂,2018-06-03,18.4,25.1,,3.6,71.9,14.4,25.64,3.5
159,何魂,2018-06-04,16.9,26.3,,3.8,68,14.4,26.61,6.9
159,何魂,2018-06-05,18.7,21.9,5.7,1.9,84.8,14.4,6.84,9.1
159,何魂,2018-06-06,18.3,26,,2.5,79.6,14.4,26.38,3.6
159,何魂,2018-06-07,18.8,25.5,,3.5,78.1,14.4,29.24,.3
159,何魂,2018-06-08,20.6,27.8,,2.9,68.9,14.5,22.85,4.1
159,何魂,2018-06-09,18.7,24.7,,3.6,65.9,14.5,23.51,5.1
159,何魂,2018-06-10,17,23.5,5.2,4,77.6,14.5,12.1,9.8
159,何魂,2018-06-11,15.5,21.2,32.9,2.7,86.3,14.5,9.92,9.6
159,何魂,2018-06-12,16.2,21.6,,2,72.3,14.5,11.91,9.6
159,何魂,2018-06-13,17.4,23.1,,2.3,72.4,14.5,20.64,7.1
159,何魂,2018-06-14,17.6,23.4,,3.4,72.9,14.5,24.89,5.5
159,何魂,2018-06-15,17.1,23.6,,3.5,65.3,14.5,19.77,6.1
159,何魂,2018-06-16,16.2,22.9,,3.2,68.5,14.5,19.79,5.6
159,何魂,2018-06-17,15.1,25.9,,2.1,71,14.5,22.69,6.5
159,何魂,2018-06-18,19.8,26.2,0,2.2,72.6,14.5,23.82,7.6
159,何魂,2018-06-19,19.8,26.4,6.8,2.4,86.5,14.5,12.98,9.6
159,何魂,2018-06-20,19.4,27,.5,2.5,73.3,14.5,25.03,6
159,何魂,2018-06-21,21,30.3,,3.1,55.5,14.5,28.3,4.5
159,何魂,2018-06-22,20.8,27.5,,1.6,56.5,14.5,22.43,8.3
159,何魂,2018-06-23,20.8,26.7,.9,3.5,68.1,14.5,15.94,5.6
159,何魂,2018-06-24,21.1,31.3,,3.7,67.9,14.5,27.64,.3
159,何魂,2018-06-25,20.8,26.5,,3.3,80.5,14.5,23.98,5.3
159,何魂,2018-06-26,21,24.1,1.5,6,93.9,14.5,3.56,9.9
159,何魂,2018-06-27,22.2,25.1,6.7,7.3,91.9,14.5,5.54,9.6
159,何魂,2018-06-28,18.5,22.6,131.1,2.9,97.5,14.5,2.91,10
159,何魂,2018-06-29,21.2,24.3,11,2.9,96.5,14.5,7.48,9.8
159,何魂,2018-06-30,19.8,23,74.4,1.9,95.9,14.5,2.45,9.5
159,何魂,2018-07-01,19.8,28.5,13.9,2.2,86.5,14.5,23.13,9.4
159,何魂,2018-07-02,22.9,29.4,2.7,2.5,86.8,14.5,24.94,9.5
159,何魂,2018-07-03,22.1,24.4,90.9,4.9,95.9,14.5,5.87,10
159,何魂,2018-07-04,22.2,29.5,1.3,3.8,83.4,14.5,33.08,7.3
159,何魂,2018-07-05,21.7,25.8,5.3,1.7,94.1,14.5,11.02,10
159,何魂,2018-07-06,19.3,21.7,2.9,3.6,89.9,14.5,3.01,9.8
159,何魂,2018-07-07,18.6,22.7,,4.1,76.5,14.4,16.41,8.8
159,何魂,2018-07-08,17.8,23.4,0,3.6,80.9,14.4,13.04,9.4
159,何魂,2018-07-09,18.4,22.3,4,2.8,92.8,14.4,9.59,8.8
159,何魂,2018-07-10,19.5,28.7,,1.6,85.5,14.4,29.95,7.8
159,何魂,2018-07-11,22.6,30.3,,2.8,78.5,14.4,31.1,5.4
159,何魂,2018-07-12,25.1,30.3,,4.5,78.3,14.4,30.34,4.9
159,何魂,2018-07-13,24.8,29.9,,2.8,83.4,14.4,31.02,2.4
159,何魂,2018-07-14,24.8,31,,2.9,79.9,14.3,30.72,0
159,何魂,2018-07-15,23.6,30.6,,2.9,79.9,14.3,29.41,0
159,何魂,2018-07-16,23.4,30.8,,2.6,74.9,14.3,29.29,0
159,何魂,2018-07-17,24.7,30.8,,3.4,70.6,14.3,29.04,0
159,何魂,2018-07-18,25.2,32.3,,2.8,71.4,14.2,30.79,0
159,何魂,2018-07-19,25.7,32.2,,2.2,67.1,14.2,34.68,0
159,何魂,2018-07-20,26,33.7,,1.6,65.8,14.2,,0
159,何魂,2018-07-21,26.8,32.6,,2.6,78.1,14.2,,1.3
159,何魂,2018-07-22,26.9,33.2,,3,69.3,14.2,,5.5
159,何魂,2018-07-23,27.5,33,,4,69.8,14.1,,4.1
159,何魂,2018-07-24,26.7,32.6,,4.5,74.8,14.1,,.9
159,何魂,2018-07-25,26.5,33.1,,3.7,74.1,14.1,,.5
159,何魂,2018-07-26,27.8,34,,2.6,74.5,14.1,,1.3
159,何魂,2018-07-27,27.5,33.3,,2,79.5,14,,5.6
159,何魂,2018-07-28,26.9,32.5,,2.6,69,14,,2.1
159,何魂,2018-07-29,25.5,35.4,1,3.6,65.4,14,,7.4
159,何魂,2018-07-30,25.5,33.2,.1,3,70,14,,3.9
159,何魂,2018-07-31,26.3,33.9,,3.2,62.3,13.9,,1.1
159,何魂,2018-08-01,27.1,34.6,,2.8,60.4,13.9,,.1
159,何魂,2018-08-02,27.1,33.6,,2.7,69,13.9,,.4
159,何魂,2018-08-03,27.3,33.4,,3.6,69.9,13.9,,.3
159,何魂,2018-08-04,27.2,33.8,,4.9,73.4,13.8,,.9
159,何魂,2018-08-05,28.1,36.4,,3.2,69.5,13.8,,.9
159,何魂,2018-08-06,28,33.5,0,2.2,75.9,13.8,,7.5
159,何魂,2018-08-07,26.1,32.2,0,3,71.8,13.8,,4.1
159,何魂,2018-08-08,24.9,31.7,,2.6,69.6,13.7,,2.6
159,何魂,2018-08-09,25.1,32.8,14.3,2.6,71.5,13.7,,5.5
159,何魂,2018-08-10,25.9,28.2,0,2,81.4,13.7,,9.3
159,何魂,2018-08-11,24.6,31.5,.7,2.8,77.9,13.6,,6.8
159,何魂,2018-08-12,26.3,32.7,0,2.5,78.6,13.6,,7.8
159,何魂,2018-08-13,27.3,34.9,,2.6,66.6,13.6,,3.9
159,何魂,2018-08-14,27.5,33.7,,2.5,72.9,13.5,,5.3
159,何魂,2018-08-15,25.6,34,23.8,3.6,79.9,13.5,,7.4
159,何魂,2018-08-16,23.7,28.1,1.7,3.1,84.1,13.5,,9.5
159,何魂,2018-08-17,23.2,28.8,,4.5,58.9,13.4,,4
159,何魂,2018-08-18,22.2,28.9,,3,60.1,13.4,,3.9
159,何魂,2018-08-19,21.2,30,,2.1,65.6,13.4,,2.9
159,何魂,2018-08-20,22.6,29.7,,1.9,69.4,13.3,,1.3
159,何魂,2018-08-21,24.1,32.9,,2.2,67.5,13.3,,3.4
159,何魂,2018-08-22,27.5,32.6,,3.8,67,13.3,,8.8
159,何魂,2018-08-23,26.3,30,2.7,4.3,79,13.2,,9.6
159,何魂,2018-08-24,25.1,30,3.1,9.8,83.8,13.2,,5.8
159,何魂,2018-08-25,24.6,28,2.4,3.7,82.6,13.2,,8.1
159,何魂,2018-08-26,23.9,29.1,24.5,3.7,90.5,13.1,,9.5
159,何魂,2018-08-27,23.9,27.1,58.1,5.1,92.6,13.1,,9
159,何魂,2018-08-28,25.5,30.5,,3.8,82.1,13.1,,5.6
159,何魂,2018-08-29,24.7,30.2,,5.3,80,13,,4.5
159,何魂,2018-08-30,25.4,30.2,.7,5.5,81.6,13,,6.8
159,何魂,2018-08-31,23.7,28,37.7,4.5,83.9,13,,8.5
159,何魂,2018-09-01,19.3,24.6,82.8,2.8,86.4,12.9,,8.9
159,何魂,2018-09-02,20.9,26,3.3,2.8,80.9,12.9,,9.1
159,何魂,2018-09-03,22.4,26.6,57.2,4,92.6,12.9,,9.3
159,何魂,2018-09-04,21.6,30,0,2.9,76.9,12.8,,5.5
159,何魂,2018-09-05,19.7,28.1,,4,67.6,12.8,,3.3
159,何魂,2018-09-06,21.7,26.3,0,2.7,68.3,12.7,,8.6
159,何魂,2018-09-07,19.8,24,15.6,4.2,86.9,12.7,,9.9
159,何魂,2018-09-08,19.2,23.9,0,2.3,70.9,12.7,,9.6
159,何魂,2018-09-09,20.6,26.5,,3.3,68.9,12.6,,8.6
159,何魂,2018-09-10,19,26,,3.5,61.5,12.6,,4.1
159,何魂,2018-09-11,18.4,25.8,,3.9,65.1,12.6,,6.9
159,何魂,2018-09-12,19.7,28.1,,3.2,73.3,12.5,,7
159,何魂,2018-09-13,20.7,23.2,8.6,3.1,89.3,12.5,,9.9
159,何魂,2018-09-14,20.5,23,47.7,2.7,96.3,12.5,,9.6
159,何魂,2018-09-15,20.8,25.1,1.4,2.1,89.5,12.4,,9.5
159,何魂,2018-09-16,22,28.1,,2.8,80.1,12.4,20.43,5.5
159,何魂,2018-09-17,21.7,27.7,,2,74.6,12.4,15.39,6.9
159,何魂,2018-09-18,21.7,28,,2.3,79.9,12.3,21.9,4.3
159,何魂,2018-09-19,20.9,26.2,0,2.1,84.4,12.3,12.13,8.1
159,何魂,2018-09-20,20.1,21.6,11.4,2.7,91.3,12.2,4.69,9.5
159,何魂,2018-09-21,19.3,21.9,27.2,2.6,92.1,12.2,2.23,9.5
159,何魂,2018-09-22,19.1,27.5,,2.7,75.8,12.2,19.96,4.9
159,何魂,2018-09-23,19.2,26.9,,2.3,70.1,12.1,15.49,7
159,何魂,2018-09-24,16.8,22,,2.9,49.9,12.1,10.51,8.1
159,何魂,2018-09-25,14.9,25.5,,2.9,59.8,12.1,21.66,2
159,何魂,2018-09-26,17.3,24.2,2.4,3.8,63.8,12,13.25,6.4
159,何魂,2018-09-27,17,23.8,,3.7,61,12,15.39,1.4
159,何魂,2018-09-28,16.8,24.8,0,3.2,66.4,12,16.52,6.8
159,何魂,2018-09-29,17.2,19.1,37.1,2.6,90.3,11.9,1.5,9.9
159,何魂,2018-09-30,15.9,25.2,13.7,2.9,71.3,11.9,11.92,5.8
159,何魂,2018-10-01,15.2,22.4,,4,52.9,11.9,17.7,3
159,何魂,2018-10-02,14,22.3,,.6,65.4,11.8,18.68,1.4
159,何魂,2018-10-03,14.5,24.6,,.3,63.6,11.8,20.45,2.5
159,何魂,2018-10-04,16.4,25,1.1,2.5,71.9,11.7,13.14,7.4
159,何魂,2018-10-05,18.1,20.3,51.3,2.8,96.6,11.7,2.47,10
159,何魂,2018-10-06,19.2,23.6,67.4,6.1,86,11.7,5.06,7.1
159,何魂,2018-10-07,18.2,25.6,,2,72.6,11.6,18.27,1.9
159,何魂,2018-10-08,15.5,23.7,,2,52.5,11.6,19.28,2.1
159,何魂,2018-10-09,15.5,21.1,0,1.6,63.6,11.6,9.29,9.1
159,何魂,2018-10-10,12.6,20.9,0,2,64.1,11.5,9.96,9.1
159,何魂,2018-10-11,10.6,17.5,,2.2,44.1,11.5,14.88,4.6
159,何魂,2018-10-12,9.5,18.5,,.9,55,11.5,19.51,.5
159,何魂,2018-10-13,11.7,21.5,,1.3,63.6,11.4,12.56,4
159,何魂,2018-10-14,12.8,22.1,,.8,61.5,11.4,16.73,4.1
159,何魂,2018-10-15,14.9,22.5,,.7,57.3,11.4,16.95,5.4
159,何魂,2018-10-16,13.9,20.2,,.6,67.5,11.3,7.58,8.9
159,何魂,2018-10-17,12.8,21.6,,1.3,67.8,11.3,15.88,1.9
159,何魂,2018-10-18,12.1,20.8,,1.4,55.8,11.2,17.1,1.3
159,何魂,2018-10-19,11.4,21.6,,1.8,58.5,11.2,17.18,1.3
159,何魂,2018-10-20,10.8,21.4,,.5,59.5,11.2,18.1,.5
159,何魂,2018-10-21,11.3,22.2,,.5,58.8,11.1,18.06,0
159,何魂,2018-10-22,13.1,22.8,,.6,69.9,11.1,11.5,7
159,何魂,2018-10-23,15.7,22.7,0,1.8,64.4,11.1,13.14,5
159,何魂,2018-10-24,12.5,21.9,,1.4,57.6,11,17.45,0
159,何魂,2018-10-25,12.2,22.4,,1.1,60.4,11,16.79,.6
159,何魂,2018-10-26,13.6,19,3.9,2,76.8,11,3.21,6.8
159,何魂,2018-10-27,9.6,16,,3.7,50.3,10.9,11.19,1.9
159,何魂,2018-10-28,8.1,18.3,,4.6,56,10.9,15.69,2
159,何魂,2018-10-29,10.6,19.4,0,4.2,53.4,10.9,11.78,2.4
159,何魂,2018-10-30,8,15.4,,2.9,49,10.8,17.25,0
159,何魂,2018-10-31,7.9,16.5,,2.9,48.3,10.8,16.33,2.1
159,何魂,2018-11-01,7.9,17.8,,2.7,51.3,10.8,16.14,.1
159,何魂,2018-11-02,8.2,19.6,,1.2,53.4,10.7,16.16,0
159,何魂,2018-11-03,9.2,20.7,,1.2,51.6,10.7,15.36,2.3
159,何魂,2018-11-04,11,22.5,,2.4,47.6,10.7,15.9,1.1
159,何魂,2018-11-05,10.4,21.3,,1.9,64.6,10.6,14.88,.8
159,何魂,2018-11-06,12.2,22,,2.2,68.6,10.6,14.26,2.6
159,何魂,2018-11-07,14.7,20.1,,2.4,69.5,10.6,6.26,9.3
159,何魂,2018-11-08,15.2,18.8,101.2,4.7,91.3,10.6,.98,9.6
159,何魂,2018-11-09,11.8,17.9,,4.5,63.6,10.5,10.63,3
159,何魂,2018-11-10,10.6,19.6,,2.8,56.4,10.5,14.45,0
159,何魂,2018-11-11,10.2,20.6,1,1.2,66.4,10.5,11.05,5.9
159,何魂,2018-11-12,11,15.2,2.8,2.1,77.3,10.4,4.81,8.9
159,何魂,2018-11-13,10.3,18.4,0,3.1,71.6,10.4,11.05,3.8
159,何魂,2018-11-14,9,19.1,,2.5,68,10.4,14.07,1.1
159,何魂,2018-11-15,8.9,18.8,,1.6,65.6,10.4,13.19,2.3
159,何魂,2018-11-16,10.5,16.5,0,1.6,71,10.3,4.58,8
159,何魂,2018-11-17,9.7,18.1,,1.9,57.1,10.3,12.9,1.6
159,何魂,2018-11-18,9.1,12.9,,3.5,39.5,10.3,4.92,8
159,何魂,2018-11-19,7.6,17.2,,2.5,40.1,10.2,12.28,3
159,何魂,2018-11-20,6.6,15.3,,3,42.3,10.2,13.71,.3
159,何魂,2018-11-21,7.9,13.5,,1.6,39.9,10.2,5.32,9.1
159,何魂,2018-11-22,4.2,12.3,,3.1,35,10.2,14.14,1.3
159,何魂,2018-11-23,2.7,11.9,,2.1,33.8,10.1,13.27,.6
159,何魂,2018-11-24,3.2,12.5,2.3,1.4,67.3,10.1,4.31,4
159,何魂,2018-11-25,6.2,14.8,,1.8,67.6,10.1,12.13,3.8
159,何魂,2018-11-26,5.8,16.8,,1.8,61.1,10.1,11.32,2.6
159,何魂,2018-11-27,10.6,19.9,,2.3,53.1,10.1,12.98,.5
159,何魂,2018-11-28,7.9,17.8,,1.7,52.1,10,11.4,1.1
159,何魂,2018-11-29,6,15.9,,.9,41.1,10,10.97,2.8
159,何魂,2018-11-30,7.4,16.4,,1.8,46.8,10,11.12,1
159,何魂,2018-12-01,7.8,14.2,,2.1,49.9,10,7.16,7.6
159,何魂,2018-12-02,9.5,18.8,0,2.1,69,10,11,5
159,何魂,2018-12-03,14.5,18.8,17.2,2.7,94.3,10,3.57,8.4
159,何魂,2018-12-04,10.3,16.8,27.9,2,78.1,9.9,2.91,9.3
