년월일,총량(kw),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
2014-11-07,515.52,12.3,21.0,,2.9,69.5,10.6,9.97,4.0
2014-11-08,196.8,13.0,19.0,1.0,2.0,75.5,10.6,4.63,10.0
2014-11-09,733.92,11.6,20.7,0.5,2.4,58.9,10.5,12.63,2.5
2014-11-10,668.88,9.9,19.9,,1.7,57.5,10.5,11.94,1.9
2014-11-11,529.44,10.2,19.6,,1.8,60.0,10.5,9.91,3.5
2014-11-12,516.72,7.4,16.5,,5.6,51.5,10.4,9.14,3.9
2014-11-13,818.16,2.6,10.3,,4.0,42.6,10.4,13.56,0.3
2014-11-14,654.96,1.8,12.5,,2.5,50.8,10.4,11.07,0.9
2014-11-15,737.28,5.2,14.2,,2.3,43.8,10.4,12.75,3.8
2014-11-16,473.04,9.1,16.2,,2.4,42.8,10.3,8.35,5.4
2014-11-17,616.56,7.9,15.1,,2.7,49.9,10.3,11.02,1.6
2014-11-18,772.32,6.0,14.2,,3.8,40.3,10.3,13.4,0.0
2014-11-19,693.6,5.0,15.7,,2.2,37.6,10.2,11.94,3.1
2014-11-20,705.84,6.7,17.3,,2.2,38.6,10.2,12.46,1.5
2014-11-21,460.8,8.7,17.6,,2.2,64.9,10.2,8.93,3.6
2014-11-22,644.88,9.6,20.1,,1.4,62.6,10.2,11.55,2.0
2014-11-23,398.16,10.7,18.5,,1.8,65.9,10.1,7.92,6.3
2014-11-24,101.04,11.0,16.8,26.0,2.6,84.8,10.1,2.23,10.0
2014-11-25,238.08,10.8,15.1,2.5,3.8,77.8,10.1,4.85,8.9
2014-11-26,360.48,10.4,17.3,,2.5,65.9,10.1,6.88,4.6
2014-11-27,608.16,8.9,18.8,,1.1,67.8,10.1,10.82,1.3
2014-11-28,52.56,10.4,16.0,2.0,2.4,85.4,10.0,1.46,6.5
2014-11-29,648.48,10.7,19.3,,2.7,70.0,10.0,11.39,2.0
2014-11-30,96.72,11.6,15.2,4.5,2.2,87.9,10.0,2.19,9.1
2014-12-01,470.16,0.6,12.8,,6.1,51.4,10.0,8.14,2.9
2014-12-02,712.8,-1.7,4.9,,4.4,39.8,10.0,11.84,0.0
2014-12-03,480.48,-0.6,8.1,,5.7,53.6,10.0,9.16,5.4
2014-12-04,388.32,0.5,8.1,0.0,3.3,63.1,9.9,5.76,6.1
2014-12-05,683.04,-2.4,3.6,,3.7,52.9,9.9,11.5,1.1
2014-12-06,697.44,-2.9,5.2,,3.7,46.6,9.9,11.53,0.0
2014-12-07,411.84,-1.5,5.3,,2.4,45.4,9.9,7.79,4.4
2014-12-08,510.0,0.8,7.5,1.5,2.8,61.0,9.9,9.45,3.6
2014-12-09,670.08,-1.0,10.8,,3.0,46.0,9.9,11.49,2.3
2014-12-10,408.0,6.1,15.2,0.1,1.9,69.4,9.9,7.44,6.8
2014-12-11,450.48,2.3,11.1,,3.7,50.1,9.8,8.54,7.6
2014-12-12,495.84,0.1,6.1,,3.7,46.1,9.8,8.72,5.4
2014-12-13,627.84,-1.2,4.7,0.0,3.1,51.0,9.8,9.68,1.8
2014-12-14,661.2,-3.1,5.8,,2.4,43.3,9.8,11.24,0.0
2014-12-15,390.48,0.8,10.1,0.2,1.9,53.8,9.8,7.5,8.0
2014-12-16,412.56,-2.7,8.5,11.5,5.2,60.6,9.8,8.1,6.5
2014-12-17,670.8,-6.0,1.2,,4.3,43.3,9.8,11.51,0.1
2014-12-18,691.92,-5.9,5.3,,2.9,28.6,9.8,11.8,0.0
2014-12-19,463.44,-1.7,9.0,4.0,1.8,57.1,9.8,8.62,6.6
2014-12-20,490.56,0.1,10.0,4.0,2.3,63.9,9.8,9.14,3.3
2014-12-21,530.88,-2.3,4.0,,2.9,49.3,9.8,9.28,2.8
2014-12-22,606.24,-3.9,5.6,,4.0,53.8,9.8,10.44,1.0
2014-12-23,583.44,0.3,9.7,,3.4,45.5,9.8,10.52,3.0
2014-12-24,574.08,3.6,13.3,,3.2,52.8,9.8,10.14,2.9
2014-12-25,499.44,-0.8,7.2,,2.3,39.0,9.8,8.49,2.0
2014-12-26,628.08,-2.1,7.9,,3.1,34.4,9.8,10.95,0.3
2014-12-27,554.64,0.8,12.0,,1.2,52.1,9.8,9.62,1.5
2014-12-28,370.08,2.9,8.5,,3.7,46.3,9.8,7.32,5.3
2014-12-29,517.68,1.7,10.8,,2.6,57.4,9.8,9.72,1.3
2014-12-30,530.4,4.6,13.2,,3.9,48.4,9.8,9.79,0.0
2014-12-31,348.48,0.2,9.2,0.0,4.1,45.3,9.8,7.33,2.0
2015-01-01,683.52,-4.9,1.2,,4.3,35.4,9.8,11.56,0.4
2015-01-02,606.72,-4.6,3.7,,3.4,41.3,9.9,10.38,0.1
2015-01-03,645.12,-3.8,7.9,,4.1,32.0,9.9,11.27,2.8
2015-01-04,568.32,2.1,13.0,,2.6,53.8,9.9,10.04,1.1
2015-01-05,372.0,2.9,13.4,0.5,1.8,67.4,9.9,7.31,6.5
2015-01-06,637.44,1.8,13.5,26.0,4.4,48.8,9.9,10.62,3.1
2015-01-07,728.64,-1.2,6.1,,3.4,24.0,9.9,12.61,2.5
2015-01-08,716.4,-3.6,6.2,,3.7,33.8,9.9,12.05,0.0
2015-01-09,682.56,-0.8,7.4,,2.7,44.5,9.9,11.45,0.0
2015-01-10,691.44,-0.3,8.8,,2.4,42.3,10.0,12.0,0.0
2015-01-11,617.28,1.0,10.6,,4.4,41.9,10.0,10.74,0.0
2015-01-12,663.6,-2.0,9.4,,2.6,45.1,10.0,11.48,0.3
2015-01-13,583.2,1.5,11.8,,1.1,58.0,10.0,10.51,4.6
2015-01-14,83.76,5.5,8.2,5.0,1.3,81.5,10.0,2.24,10.0
2015-01-15,345.12,4.9,11.4,3.5,2.6,76.5,10.1,6.95,5.4
2015-01-16,564.48,3.5,10.8,,3.1,62.9,10.1,9.97,3.9
2015-01-17,756.48,0.6,8.0,,4.8,32.6,10.1,12.71,0.6
2015-01-18,748.8,-0.4,8.9,,4.7,35.0,10.1,13.09,2.3
2015-01-19,611.76,2.6,10.8,,4.8,47.3,10.1,10.96,1.0
2015-01-20,671.28,-0.2,10.4,,2.0,59.0,10.2,11.61,3.8
2015-01-21,136.8,5.3,10.3,3.0,2.0,79.5,10.2,3.15,10.0
2015-01-22,175.68,4.3,8.6,2.5,2.7,76.4,10.2,3.78,9.3
2015-01-23,703.2,1.6,10.4,,3.3,58.1,10.2,12.19,0.6
2015-01-24,752.88,1.1,11.4,,2.8,59.5,10.3,12.93,0.0
2015-01-25,289.68,4.3,12.3,0.1,1.5,70.4,10.3,6.31,7.6
2015-01-26,322.08,8.3,13.9,9.5,2.3,89.8,10.3,6.71,7.4
2015-01-27,438.96,1.5,9.5,,3.3,49.4,10.3,8.45,4.3
2015-01-28,605.76,-1.0,8.7,,3.8,52.5,10.4,10.91,3.1
2015-01-29,160.32,2.2,8.1,0.5,2.9,70.3,10.4,3.03,8.6
2015-01-30,639.36,-0.4,8.4,0.1,4.2,50.4,10.4,10.86,4.0
2015-01-31,871.2,-3.4,7.1,,4.2,35.5,10.5,14.54,0.0
2015-02-01,866.4,-1.7,10.0,,2.4,33.8,10.5,14.55,0.0
2015-02-02,546.96,0.8,10.4,,1.9,53.9,10.5,9.56,2.4
2015-02-03,661.92,2.1,11.5,,1.8,59.5,10.5,11.48,4.4
2015-02-04,359.28,2.3,9.9,1.0,2.3,63.6,10.6,6.46,6.5
2015-02-05,780.24,0.2,8.9,,2.9,48.5,10.6,13.37,1.6
2015-02-06,867.12,-0.7,10.6,,3.3,47.1,10.6,14.78,1.3
2015-02-07,755.76,2.3,10.3,,3.5,50.8,10.7,13.05,5.9
2015-02-08,966.96,-5.2,4.7,,4.5,30.3,10.7,15.81,1.9
2015-02-09,972.96,-7.8,3.0,,4.5,32.9,10.7,15.84,0.0
2015-02-10,803.28,-0.9,9.1,,5.2,48.6,10.8,13.76,0.0
2015-02-11,735.6,2.3,10.4,,4.6,57.6,10.8,12.5,2.4
2015-02-12,906.72,0.5,9.8,,3.8,40.9,10.8,15.26,0.9
2015-02-13,946.8,-2.8,8.5,,3.0,29.8,10.9,15.75,0.1
2015-02-14,920.64,-0.8,11.3,,3.0,47.3,10.9,15.81,0.0
2015-02-15,121.92,5.1,10.5,2.5,2.6,67.9,10.9,3.17,8.3
2015-02-16,78.24,6.1,7.6,3.5,3.6,90.3,11.0,1.39,10.0
2015-02-17,766.32,3.4,11.6,,3.0,64.6,11.0,14.28,1.5
2015-02-18,782.64,1.9,9.4,,4.0,56.1,11.0,14.5,1.4
2015-02-19,795.84,0.7,11.5,,3.1,63.9,11.1,11.78,1.8
2015-02-20,915.12,2.3,11.2,,2.7,59.0,11.1,15.8,2.5
2015-02-21,60.96,5.5,10.5,13.0,2.7,85.1,11.1,1.59,9.8
2015-02-22,296.64,6.0,15.4,4.5,4.2,82.3,11.2,7.31,6.8
2015-02-23,718.08,2.9,13.6,,3.4,49.4,11.2,13.32,4.6
2015-02-24,783.84,3.9,13.9,,2.8,43.3,11.2,14.24,3.6
2015-02-25,450.72,6.2,12.9,,2.0,59.9,11.3,9.14,8.3
2015-02-26,659.04,2.5,14.9,,3.8,45.8,11.3,12.58,3.8
2015-02-27,547.68,-1.5,6.4,,3.4,38.1,11.3,10.13,4.6
2015-02-28,182.64,2.9,7.9,6.0,3.5,66.5,11.4,4.09,8.9
2015-03-01,806.64,2.2,9.6,2.5,2.6,70.4,11.4,13.62,5.1
2015-03-02,1050.72,0.9,10.2,,3.3,46.1,11.5,18.93,0.0
2015-03-03,56.16,2.8,6.8,7.5,2.5,83.0,11.5,1.98,7.6
2015-03-04,1095.6,-0.4,7.7,,4.5,38.9,11.5,18.98,3.6
2015-03-05,913.92,-2.0,9.5,,3.2,47.8,11.6,16.87,4.0
2015-03-06,862.32,3.5,10.8,,3.1,58.5,11.6,15.4,3.5
2015-03-07,871.44,3.9,12.8,,2.0,63.8,11.6,16.45,2.3
2015-03-08,1009.2,4.2,13.0,,2.5,62.6,11.7,18.79,3.1
2015-03-09,860.88,-0.2,17.0,0.0,4.3,41.1,11.7,16.35,4.3
2015-03-10,1157.28,-4.1,6.3,,5.5,26.9,11.7,21.0,0.0
2015-03-11,1083.84,-1.2,8.5,,5.5,39.6,11.8,20.07,0.1
2015-03-12,1087.68,1.1,10.0,,5.6,35.6,11.8,20.45,0.0
2015-03-13,340.08,5.8,12.0,11.0,5.6,66.9,11.9,10.54,6.0
2015-03-14,1055.52,4.1,13.5,,2.8,41.9,11.9,19.98,2.6
2015-03-15,845.28,6.5,15.3,,3.1,46.3,11.9,16.79,4.5
2015-03-16,837.6,7.5,18.4,,1.5,50.0,12.0,16.9,3.3
2015-03-17,832.56,9.7,19.0,,2.6,55.9,12.0,16.86,3.4
2015-03-18,72.24,9.1,14.7,45.0,3.4,90.0,12.0,1.39,10.0
2015-03-19,629.04,8.7,17.8,2.5,2.6,86.5,12.1,14.57,6.3
2015-03-20,672.0,9.9,18.9,,2.6,75.1,12.1,14.09,6.1
2015-03-21,959.04,10.8,20.9,,3.8,51.8,12.2,19.28,2.1
2015-03-22,1004.64,10.9,20.4,,3.6,25.8,12.2,20.39,0.0
2015-03-23,1157.76,4.7,14.7,,3.6,25.8,12.2,22.78,0.0
2015-03-24,1033.68,3.3,12.4,,3.2,41.0,12.3,21.16,0.0
2015-03-25,1070.16,4.9,13.8,,2.9,47.6,12.3,21.44,0.0
2015-03-26,1096.56,7.3,15.6,,4.4,41.4,12.3,22.3,0.0
2015-03-27,936.72,9.4,19.3,,4.4,36.8,12.4,19.11,4.4
2015-03-28,875.52,9.2,18.7,,4.3,50.9,12.4,18.64,4.4
2015-03-29,919.2,10.7,20.7,,2.8,61.9,12.4,19.49,1.0
2015-03-30,0.0,11.0,20.1,,3.1,67.1,12.5,21.2,0.0
2015-03-31,0.0,13.0,16.2,8.0,2.7,90.0,12.5,3.06,7.6
2015-04-01,24.72,10.5,16.3,0.4,3.7,86.3,12.6,3.4,9.6
2015-04-02,455.04,10.6,17.4,4.5,4.1,86.1,12.6,6.95,9.4
2015-04-03,619.68,11.7,20.7,31.0,6.7,83.3,12.6,13.25,9.4
2015-04-04,765.6,8.1,15.1,47.0,4.6,78.4,12.7,14.91,7.8
2015-04-05,210.0,8.4,12.6,5.0,2.6,90.4,12.7,5.08,10.0
2015-04-06,149.28,10.0,12.9,11.5,2.2,91.4,12.7,3.73,10.0
2015-04-07,571.92,8.8,12.3,,3.6,72.0,12.8,8.34,9.9
2015-04-08,576.48,6.7,10.9,,3.0,71.3,12.8,8.07,7.8
2015-04-09,1060.56,5.9,14.5,,3.4,64.6,12.8,22.88,5.4
2015-04-10,964.08,8.3,17.6,,3.4,60.0,12.9,20.63,2.6
2015-04-11,1137.6,7.8,17.6,,2.8,56.5,12.9,24.63,0.4
2015-04-12,667.2,9.8,18.1,1.5,3.9,60.0,12.9,14.04,8.1
2015-04-13,221.04,10.0,13.5,14.0,4.5,90.6,13.0,4.75,10.0
2015-04-14,967.92,8.4,14.9,12.0,5.0,72.3,13.0,22.64,4.9
2015-04-15,1099.68,7.8,19.6,,5.2,58.8,13.1,23.02,1.4
2015-04-16,648.0,9.9,19.0,0.1,5.6,66.4,13.1,14.84,5.0
2015-04-17,1115.28,8.2,19.0,,4.0,34.9,13.1,24.6,1.8
2015-04-18,774.48,10.8,20.1,8.0,2.3,49.5,13.2,17.24,6.5
2015-04-19,28.8,14.0,17.2,87.5,2.4,99.9,13.2,1.25,10.0
2015-04-20,100.32,9.4,15.2,8.5,2.9,91.6,13.2,2.33,10.0
2015-04-21,1092.0,8.1,16.5,,2.1,69.1,13.3,24.03,2.3
2015-04-22,1069.68,12.4,21.9,,3.5,49.6,13.3,23.93,3.1
2015-04-23,904.8,13.3,20.6,,4.0,40.5,13.3,20.87,3.5
2015-04-24,854.64,12.2,21.9,,3.2,57.3,13.4,19.65,5.8
2015-04-25,1084.32,15.0,21.1,,2.9,39.0,13.4,25.22,0.0
2015-04-26,1088.64,14.1,22.6,,3.7,50.0,13.4,25.78,0.0
2015-04-27,953.04,15.0,23.9,,4.3,50.3,13.5,23.57,1.8
2015-04-28,621.36,15.1,23.0,2.0,2.0,77.3,13.5,14.86,8.4
2015-04-29,101.04,14.7,17.4,35.0,2.6,94.0,13.5,2.4,10.0
2015-04-30,551.04,14.1,20.3,,2.2,83.4,13.6,7.18,7.8
2015-05-01,1074.96,15.3,23.3,,2.2,73.4,13.6,25.33,0.0
2015-05-02,1025.04,15.8,23.9,,2.1,71.3,13.6,23.94,3.8
2015-05-03,56.64,16.0,18.9,42.0,2.1,98.3,13.7,1.62,10.0
2015-05-04,1055.04,15.3,25.5,,2.6,60.0,13.7,24.27,4.9
2015-05-05,1165.92,12.3,21.0,,3.8,41.0,13.7,27.79,0.3
2015-05-06,631.44,13.9,19.1,,3.2,57.0,13.7,14.63,7.4
2015-05-07,1061.76,14.8,22.5,,3.1,48.8,13.8,25.28,2.3
2015-05-08,987.36,15.7,23.3,,2.0,48.4,13.8,22.89,4.5
2015-05-09,837.36,15.9,21.9,0.2,2.4,64.1,13.8,20.19,4.9
2015-05-10,1082.4,13.8,19.4,,3.3,71.4,13.9,25.26,1.5
2015-05-11,435.84,13.6,20.6,68.5,2.7,79.9,13.9,10.0,8.6
2015-05-12,723.84,13.9,18.6,37.5,6.9,79.8,13.9,18.03,5.0
2015-05-13,1116.0,15.0,22.6,,7.9,58.3,14.0,27.13,0.0
2015-05-14,368.88,15.7,21.1,,6.4,88.0,14.0,9.96,7.5
2015-05-15,658.32,15.0,22.3,0.5,2.2,91.4,14.0,16.36,8.4
2015-05-16,917.28,14.1,19.0,0.3,2.8,87.5,14.0,21.07,4.4
2015-05-17,958.08,14.6,24.1,,2.0,51.6,14.1,22.42,5.5
2015-05-18,114.72,13.5,18.6,30.0,1.9,85.8,14.1,3.19,9.9
2015-05-19,1107.36,14.0,23.6,,3.4,80.6,14.1,26.93,0.4
2015-05-20,1094.64,14.3,23.6,,2.8,60.0,14.1,26.98,1.3
2015-05-21,1125.36,14.0,23.5,,3.6,54.3,14.1,27.56,2.1
2015-05-22,1037.04,17.6,25.1,,3.4,49.1,14.2,25.31,6.1
2015-05-23,492.48,16.1,22.7,,3.0,55.4,14.2,13.34,7.5
2015-05-24,997.92,15.8,23.9,,2.4,54.5,14.2,25.35,3.1
2015-05-25,1042.32,16.4,24.3,,2.9,65.1,14.2,26.26,0.0
2015-05-26,1053.6,16.8,30.2,,2.8,58.5,14.2,27.19,0.8
2015-05-27,981.84,18.3,26.3,,2.1,64.1,14.3,25.54,4.5
2015-05-28,784.32,18.3,26.5,,1.9,61.9,14.3,20.49,5.1
2015-05-29,1033.92,17.8,27.4,,1.9,60.5,14.3,27.18,2.5
2015-05-30,265.92,17.7,21.5,4.0,1.8,88.5,14.3,7.04,7.4
2015-05-31,1046.64,17.3,26.5,,2.1,72.5,14.3,26.32,2.9
2015-06-01,1037.28,16.9,25.2,,2.7,71.5,14.4,26.27,4.8
2015-06-02,464.4,19.2,23.5,0.1,3.6,79.3,14.4,12.29,9.0
2015-06-03,997.68,18.3,28.0,,3.0,55.1,14.4,25.37,4.5
2015-06-04,1062.24,17.0,28.1,,3.0,50.0,14.4,26.26,4.5
2015-06-05,147.6,14.0,20.7,7.0,1.7,86.9,14.4,3.5,8.4
2015-06-06,1067.52,13.7,22.6,,2.5,78.5,14.4,25.96,1.4
2015-06-07,814.8,16.2,24.2,,1.9,80.1,14.4,20.66,6.1
2015-06-08,289.44,18.0,23.0,2.0,1.2,89.3,14.5,8.08,9.0
2015-06-09,740.16,19.1,23.7,,2.5,84.3,14.5,19.95,7.1
2015-06-10,866.4,18.8,27.8,,1.8,73.1,14.5,21.82,6.1
2015-06-11,197.04,20.5,21.8,3.0,1.9,91.3,14.5,3.42,9.8
2015-06-12,955.68,18.6,26.5,,4.1,91.5,14.5,24.16,3.9
2015-06-13,273.84,17.9,23.6,,3.5,88.3,14.5,7.24,7.6
2015-06-14,600.72,17.4,25.1,,2.8,87.1,14.5,17.37,7.6
2015-06-15,199.68,20.4,22.4,1.0,3.6,91.1,14.5,5.58,9.6
2015-06-16,419.76,19.2,23.0,,1.9,89.4,14.5,8.74,9.3
2015-06-17,403.44,19.3,24.0,,2.4,78.0,14.5,9.93,9.9
2015-06-18,495.12,19.8,25.6,,3.5,75.0,14.5,11.24,9.4
2015-06-19,750.96,19.2,27.1,,3.4,70.8,14.5,22.29,5.3
2015-06-20,461.28,17.9,22.9,0.5,2.0,81.9,14.5,12.24,9.5
2015-06-21,582.72,18.5,23.8,0.1,1.9,83.9,14.5,16.03,6.9
2015-06-22,673.2,18.5,24.9,,3.1,81.9,14.5,17.7,6.3
2015-06-23,904.8,19.2,26.3,,2.6,78.3,14.5,22.21,5.1
2015-06-24,671.28,19.9,26.3,,2.7,76.5,14.5,16.33,8.0
2015-06-25,694.08,19.7,26.6,17.5,2.9,79.6,14.5,17.0,7.3
2015-06-26,0.24,21.0,25.8,14.5,2.9,91.4,14.5,5.87,9.6
2015-06-27,308.4,18.6,23.5,1.0,1.8,83.6,14.5,8.22,8.5
2015-06-28,721.44,17.7,24.1,,2.6,76.9,14.5,17.34,5.4
2015-06-29,1006.08,17.5,26.1,,2.3,76.1,14.5,24.6,7.0
2015-06-30,166.08,19.2,23.3,22.5,2.5,87.4,14.5,4.51,10.0
2015-07-01,775.2,19.1,27.0,0.1,3.9,83.1,14.5,21.35,4.5
2015-07-02,949.44,19.8,26.5,,3.8,76.0,14.5,23.39,4.9
2015-07-03,801.12,19.9,27.2,,2.8,73.0,14.5,20.78,7.0
2015-07-04,566.4,19.3,23.6,,2.7,74.6,14.5,13.68,8.1
2015-07-05,108.96,18.4,24.7,,2.4,77.5,14.5,21.19,6.6
2015-07-06,423.36,18.6,24.6,,2.6,76.5,14.5,15.61,8.3
2015-07-07,155.76,18.9,20.3,34.0,2.7,91.0,14.4,3.2,10.0
2015-07-08,180.48,19.5,22.2,37.0,1.9,97.4,14.4,3.15,10.0
2015-07-09,602.88,20.6,27.2,5.0,3.5,85.4,14.4,13.43,9.1
2015-07-10,737.76,21.4,27.9,,3.1,79.5,14.4,20.54,8.3
2015-07-11,604.56,21.2,27.7,3.5,2.1,87.4,14.4,13.99,9.5
2015-07-12,48.48,22.9,24.7,28.0,5.7,95.1,14.4,1.96,10.0
2015-07-13,171.6,21.8,24.8,,8.6,88.8,14.4,5.77,9.0
2015-07-14,824.88,21.5,26.8,,4.0,89.0,14.3,21.45,6.3
2015-07-15,873.12,21.4,30.6,,2.7,77.3,14.3,22.29,2.9
2015-07-16,788.88,19.7,24.9,,5.4,70.3,14.3,17.4,7.6
2015-07-17,191.52,19.1,22.1,0.5,2.5,71.0,14.3,4.87,10.0
2015-07-18,915.6,19.3,25.1,,2.4,67.4,14.3,23.78,4.1
2015-07-19,606.96,20.8,28.7,0.1,2.6,68.9,14.2,11.6,8.5
2015-07-20,345.6,22.5,25.6,12.0,2.5,90.8,14.2,4.23,10.0
2015-07-21,321.12,21.4,26.5,2.0,1.5,93.3,14.2,8.64,10.0
2015-07-22,217.68,22.0,26.5,8.5,2.4,95.5,14.2,6.03,9.9
2015-07-23,606.24,23.5,28.8,39.5,5.5,92.9,14.1,14.15,9.3
2015-07-24,321.84,24.7,27.1,4.0,8.9,94.3,14.1,8.78,9.4
2015-07-25,724.56,24.8,28.7,,6.3,84.4,14.1,20.29,5.0
2015-07-26,1021.92,23.4,30.4,,2.3,76.8,14.1,25.61,2.6
2015-07-27,971.04,26.1,31.9,,3.9,77.6,14.1,24.81,4.8
2015-07-28,885.36,25.9,31.9,,4.3,80.1,14.0,22.88,4.8
2015-07-29,826.32,25.7,31.0,2.5,4.4,85.4,14.0,22.8,5.3
2015-07-30,901.2,25.9,31.0,,4.8,83.6,14.0,23.39,3.8
2015-07-31,962.64,24.6,31.9,,4.0,78.3,13.9,26.36,1.1
2015-08-01,958.32,24.8,30.7,,3.6,83.3,13.9,23.42,1.1
2015-08-02,764.16,22.7,30.6,,4.4,82.3,13.9,22.27,3.5
2015-08-03,1006.8,24.9,30.7,,4.5,77.8,13.9,26.03,2.3
2015-08-04,921.6,24.9,31.3,,5.2,77.8,13.8,23.17,1.3
2015-08-05,984.96,25.4,31.6,,4.4,80.6,13.8,25.3,0.9
2015-08-06,960.72,24.7,30.9,,2.6,76.6,13.8,24.61,0.0
2015-08-07,898.08,26.1,32.4,,2.2,74.5,13.8,23.0,1.5
2015-08-08,975.84,26.6,32.2,,2.4,79.4,13.7,25.02,2.4
2015-08-09,914.4,26.1,31.7,,2.9,75.0,13.7,23.23,4.9
2015-08-10,596.64,26.9,33.5,,2.3,66.9,13.7,15.34,7.3
2015-08-11,408.0,21.6,31.3,4.5,2.6,68.9,13.6,10.44,9.3
2015-08-12,209.28,21.3,23.8,11.5,2.9,90.3,13.6,3.41,10.0
2015-08-13,829.92,22.6,28.9,,2.9,78.6,13.6,20.15,5.8
2015-08-14,911.04,23.3,29.3,,2.7,79.4,13.6,21.86,2.6
2015-08-15,947.52,23.9,30.8,,1.9,75.0,13.5,23.47,0.4
2015-08-16,807.6,23.3,30.5,2.5,2.6,78.8,13.5,19.61,7.0
2015-08-17,460.56,22.2,28.4,1.0,2.5,76.3,13.4,11.59,7.9
2015-08-18,489.6,23.4,28.6,,2.7,71.3,13.4,11.6,6.9
2015-08-19,574.08,24.1,29.7,0.0,2.6,76.5,13.4,13.95,9.3
2015-08-20,198.72,24.1,28.4,1.5,1.8,83.4,13.3,6.16,10.0
2015-08-21,138.0,21.7,24.7,76.0,1.9,92.6,13.3,3.76,9.4
2015-08-22,432.24,22.8,29.3,,2.4,75.4,13.3,10.91,8.6
2015-08-23,521.04,23.8,29.8,,2.1,77.0,13.3,13.46,7.9
2015-08-24,209.52,24.2,26.6,1.5,3.5,80.3,13.2,5.31,9.5
2015-08-25,154.08,20.5,24.8,33.5,5.5,88.9,13.2,4.21,10.0
2015-08-26,429.84,20.5,25.7,,2.2,80.4,13.2,10.39,8.5
2015-08-27,921.36,21.9,29.1,,4.0,79.0,13.1,21.62,4.9
2015-08-28,859.68,22.7,29.0,,3.8,81.3,13.1,20.27,3.9
2015-08-29,527.28,22.4,27.5,,2.1,80.8,13.0,12.97,3.6
2015-08-30,601.44,22.2,28.7,,1.8,83.5,13.0,15.13,5.9
2015-08-31,678.0,22.7,29.2,0.5,2.9,78.5,13.0,16.59,8.8
2015-09-01,451.44,21.2,27.7,12.0,3.1,82.5,12.9,12.91,8.9
2015-09-02,480.96,22.0,27.1,0.5,2.9,82.4,12.9,12.83,8.8
2015-09-03,858.0,21.6,28.8,6.0,3.5,79.8,12.9,19.25,4.6
2015-09-04,920.4,22.2,28.7,,2.7,73.9,12.8,21.53,3.4
2015-09-05,419.04,20.1,26.7,7.5,2.2,83.4,12.8,9.86,9.3
2015-09-06,292.32,19.4,23.9,15.5,3.2,84.6,12.8,7.72,9.3
2015-09-07,728.4,19.2,27.0,,3.9,67.9,12.7,17.78,3.0
2015-09-08,1040.88,18.3,26.3,,4.1,60.8,12.7,22.02,2.0
2015-09-09,1069.44,19.2,28.0,,4.0,56.3,12.7,22.96,1.1
2015-09-10,1026.0,19.1,27.5,,2.6,59.5,12.6,22.49,0.8
2015-09-11,967.92,19.8,27.1,0.0,3.7,71.5,12.6,21.08,3.5
2015-09-12,127.2,19.2,23.8,6.0,3.0,82.3,12.5,3.42,9.9
2015-09-13,1065.12,17.0,26.9,,2.2,62.6,12.5,22.22,0.0
2015-09-14,876.0,18.2,26.1,,2.4,62.9,12.5,19.17,3.8
2015-09-15,696.48,18.3,24.8,,3.3,64.9,12.4,14.81,5.6
2015-09-16,583.2,17.0,25.2,18.0,3.5,78.1,12.4,9.04,7.9
2015-09-17,182.16,17.3,19.3,64.5,4.1,92.6,12.4,3.78,10.0
2015-09-18,720.48,18.4,25.8,,3.0,74.1,12.3,17.36,5.5
2015-09-19,505.68,18.1,25.0,,2.2,76.5,12.3,11.73,5.5
2015-09-20,680.88,18.2,25.8,,1.6,75.1,12.3,15.31,6.1
2015-09-21,974.16,19.2,26.7,,2.3,73.6,12.2,20.7,2.6
2015-09-22,837.12,18.8,26.2,,3.0,74.5,12.2,17.71,2.1
2015-09-23,121.44,19.2,22.5,33.5,2.5,88.0,12.1,3.18,8.4
2015-09-24,199.2,19.4,23.2,8.5,3.1,91.6,12.1,4.73,9.6
2015-09-25,526.32,19.9,25.5,,2.7,77.9,12.1,10.22,7.0
2015-09-26,796.32,19.1,26.8,,2.0,78.4,12.0,16.25,4.1
2015-09-27,942.48,19.1,26.5,,2.6,75.3,12.0,18.96,0.8
2015-09-28,880.56,18.3,27.9,,2.3,65.4,12.0,18.41,3.9
2015-09-29,964.08,19.4,27.0,,3.2,59.5,11.9,19.08,2.6
2015-09-30,260.4,18.8,22.5,,2.6,66.9,11.9,6.33,9.4
2015-10-01,23.28,18.2,25.2,57.0,5.6,86.3,11.9,0.93,7.9
2015-10-02,1089.36,13.0,23.4,,4.2,42.5,11.8,21.14,0.0
2015-10-03,851.52,15.0,25.1,,3.2,63.0,11.8,17.17,2.5
2015-10-04,787.2,17.3,23.6,,2.3,59.4,11.8,16.14,6.1
2015-10-05,794.88,16.9,24.0,,2.3,59.4,11.7,16.18,3.1
2015-10-06,938.64,15.5,24.1,,1.7,67.1,11.7,18.6,0.0
2015-10-07,873.6,16.1,24.6,,2.3,63.6,11.6,16.44,3.3
2015-10-08,499.2,17.0,24.8,,2.4,66.0,11.6,11.13,3.1
2015-10-09,762.24,16.3,25.0,,3.2,50.8,11.6,15.29,3.6
