瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2017-11-29,10.4,17.2,,2.5,47.9,10,3.75,5.9
159,何魂,2017-11-30,1.7,11.1,,3.4,20.1,10,5.48,6.3
159,何魂,2017-12-01,-1.3,7.9,,3,26.6,10,12.24,1.4
159,何魂,2017-12-02,.4,10.7,,2.2,38.3,10,10.47,3.1
159,何魂,2017-12-03,3,14.5,,2.1,48.4,10,9.04,4.3
159,何魂,2017-12-04,-.5,11.6,,3.4,41.8,9.9,8.71,2.3
159,何魂,2017-12-05,-2.4,4.8,,3.2,34.9,9.9,11.75,0
159,何魂,2017-12-06,-1.6,9.8,,1.9,45.6,9.9,10.68,0
159,何魂,2017-12-07,3.4,11.6,,2.8,49.8,9.9,8.59,4.6
159,何魂,2017-12-08,-1.2,5.6,,3.5,32,9.9,11.62,.4
159,何魂,2017-12-09,-1.9,8.5,,2.3,49.1,9.9,9.34,3.8
159,何魂,2017-12-10,3.9,10.8,.2,3.4,60.9,9.9,5.33,5.4
159,何魂,2017-12-11,-3.2,5.7,,6.4,37.6,9.8,11.21,1.3
159,何魂,2017-12-12,-6.1,1.6,,2.4,30.5,9.9,11.29,1
159,何魂,2017-12-13,-5.8,4.5,,3.3,20.6,9.8,11.55,0
159,何魂,2017-12-14,-3.4,9.8,,1.4,20.1,9.8,9.67,4.8
159,何魂,2017-12-15,1,9.9,,2,22.9,9.8,10.01,3.6
159,何魂,2017-12-16,-2.8,5.4,,2.8,38.3,9.8,8.54,3.8
159,何魂,2017-12-17,-5.4,2.8,,2.9,32.5,9.8,11.48,0
159,何魂,2017-12-18,-3.2,7.5,,3.1,46.1,9.8,10.47,1.3
159,何魂,2017-12-19,-1,7.6,,3.5,41,9.8,10.39,1.1
159,何魂,2017-12-20,-2.9,8.2,,3.2,33.6,9.8,11.23,0
159,何魂,2017-12-21,.8,9.8,,2.5,38.3,9.8,11.1,0
159,何魂,2017-12-22,.4,10.6,,3.2,44.9,9.8,10.78,.9
159,何魂,2017-12-23,4,13.4,,3,48.6,9.8,9.22,4.4
159,何魂,2017-12-24,4.2,13.4,10.4,4.2,68.9,9.8,1.89,7.4
159,何魂,2017-12-25,.1,7.5,,3.3,38,9.8,11.43,0
159,何魂,2017-12-26,-.7,8.9,,3.5,38.9,9.8,9.26,1.3
159,何魂,2017-12-27,-4.5,3.7,,2.5,21.5,9.8,11.78,0
159,何魂,2017-12-28,-1.5,6.2,,3.2,36.9,9.8,8.01,3.1
159,何魂,2017-12-29,1.3,11.4,,2.4,53,9.8,9.18,.6
159,何魂,2017-12-30,2.6,12.6,,2,57.9,9.8,7.89,6.1
159,何魂,2017-12-31,1.2,9.3,0,3.8,42.3,9.8,10.67,1.4
