瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2016-11-28,4.1,11.9,,2.6,47.4,10,11.35,.3
159,何魂,2016-11-29,3.1,14.8,,3,44,10,11.6,2.3
159,何魂,2016-11-30,9.1,14.8,9.4,2.2,88.8,10,4.08,8.5
159,何魂,2016-12-01,4.4,13.8,,3.9,53.8,10,8.97,2.6
159,何魂,2016-12-02,3.1,12.1,,3.4,27.4,10,12.4,0
159,何魂,2016-12-03,4.5,16.8,,1.8,39.9,10,10.41,2.9
159,何魂,2016-12-04,8.3,13.1,,2.7,53.9,9.9,4.27,5.9
159,何魂,2016-12-05,7.5,16.3,,3.9,61.4,9.9,9.62,.8
159,何魂,2016-12-06,3.7,10.5,,3.7,30.8,9.9,12.15,0
159,何魂,2016-12-07,.9,11.5,,3.2,46.1,9.9,8.43,1.5
159,何魂,2016-12-08,3.8,12.8,,3.1,57.1,9.9,9.91,2.9
159,何魂,2016-12-09,4.7,13.7,,3.5,44.6,9.9,9.62,1.3
159,何魂,2016-12-10,1.5,11.4,,3.3,29.1,9.9,11.49,.6
159,何魂,2016-12-11,.7,12.6,,1.8,35.3,9.8,11.39,.8
159,何魂,2016-12-12,5.7,15.2,,.8,63.6,9.8,6.24,6.8
159,何魂,2016-12-13,8.5,11.6,,1.4,64.5,9.8,2.86,8.6
159,何魂,2016-12-14,2.3,11,,3.9,64.4,9.8,6.01,5.1
159,何魂,2016-12-15,-1,7,,3.8,45.3,9.8,10.98,.3
159,何魂,2016-12-16,-3.2,6.4,,4.4,28.1,9.8,11.67,0
159,何魂,2016-12-17,-.7,11.4,,2.4,48.9,9.8,11.07,0
159,何魂,2016-12-18,3.7,13.5,,3.5,56.5,9.8,9.72,4
159,何魂,2016-12-19,7.7,13,17.1,1,90.4,9.8,2.35,9.6
159,何魂,2016-12-20,9.8,17.1,1.1,2.5,80,9.8,9.89,2.8
159,何魂,2016-12-21,10.2,16.9,21.2,2.6,84.6,9.8,3.83,9.1
159,何魂,2016-12-22,7,17.6,39.6,7.4,76.9,9.8,2.88,7.6
159,何魂,2016-12-23,1.5,8,,5.5,52,9.8,10.84,1.6
159,何魂,2016-12-24,-.2,10.1,,2.9,58.3,9.8,9.43,4.4
159,何魂,2016-12-25,3.5,14.8,,1.2,64.9,9.8,9.55,5.8
159,何魂,2016-12-26,6.4,10,22.2,1.6,87.4,9.8,1.11,10
159,何魂,2016-12-27,-.2,8.4,2.6,4.2,56.4,9.8,10.38,3.1
159,何魂,2016-12-28,-2.3,10.5,,3,50,9.8,11.33,1.4
159,何魂,2016-12-29,-.8,7.8,,2.7,36.5,9.8,11.37,1.4
159,何魂,2016-12-30,-2,8.6,,3.1,28.4,9.8,11.96,1
159,何魂,2016-12-31,0,10.6,,2.7,53.5,9.8,9.76,2.3
