瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2016-04-18,12.9,19.2,,5.4,41.5,13.2,15.91,5.5
159,何魂,2016-04-19,12.5,19.9,,3.6,54.1,13.2,25.47,0
159,何魂,2016-04-20,11.2,20.5,,2.3,64.9,13.3,22.57,5.3
159,何魂,2016-04-21,14,18.4,31.8,2.5,92.1,13.3,3.81,7.8
159,何魂,2016-04-22,13.7,22.9,,3.4,80.3,13.3,24.17,2.8
159,何魂,2016-04-23,14.8,18.9,,2.6,55.1,13.4,7.76,9.5
159,何魂,2016-04-24,13.4,21.8,,3,39.8,13.4,22.96,3.3
159,何魂,2016-04-25,12.2,22.5,,2,34.1,13.4,24.53,2.6
159,何魂,2016-04-26,12.2,24.2,1.6,2.3,45.9,13.4,23.18,5.4
159,何魂,2016-04-27,11,13.5,32.1,4.5,90.9,13.5,3.73,10
159,何魂,2016-04-28,11.1,16.1,3.3,2.5,76.9,13.5,10.63,9.3
159,何魂,2016-04-29,11.5,18.9,0,3.5,51.9,13.6,24.28,2.4
159,何魂,2016-04-30,12.8,20.9,,5.4,65.9,13.6,25.19,.3
159,何魂,2016-05-01,14.4,22.7,,5.6,66,13.6,25.69,.4
159,何魂,2016-05-02,15.7,24.2,,4.7,78.3,13.6,21.2,6.6
159,何魂,2016-05-03,14.4,19.5,40.7,8.1,77.5,13.7,8.33,5.6
159,何魂,2016-05-04,14.1,26,,7.3,37.6,13.7,26.1,0
159,何魂,2016-05-05,14.3,25,,3.6,46.3,13.7,22.05,6.1
159,何魂,2016-05-06,15.9,19.2,4.7,3.1,93.4,13.8,3.73,9
159,何魂,2016-05-07,16.1,25.2,,3,55.6,13.8,22.8,4.1
159,何魂,2016-05-08,16.2,23.1,,2.5,41.9,13.8,19.19,6.5
159,何魂,2016-05-09,16.1,22.3,0,1.6,64.9,13.9,9.72,10
159,何魂,2016-05-10,13.1,17.2,22.3,2.6,92.8,13.9,2.46,10
159,何魂,2016-05-11,13.2,18.7,,2.7,81.4,13.9,14.77,5.5
159,何魂,2016-05-12,13.7,23.5,,3.8,64.6,13.9,27.91,0
159,何魂,2016-05-13,14.9,21.7,,3.4,69.1,14,15.01,4.8
159,何魂,2016-05-14,13.1,21.3,,3.3,66.3,14,26.94,1.5
159,何魂,2016-05-15,14.2,23.1,0,4.4,84.6,14,13.16,8
159,何魂,2016-05-16,11.5,20,14.5,4.1,77.4,14.1,15.53,5.6
159,何魂,2016-05-17,12.7,25.3,,2.1,36.5,14.1,28.15,0
159,何魂,2016-05-18,14.7,26.8,,1.6,42.6,14.1,27.04,1.4
159,何魂,2016-05-19,15.2,25.5,,2,54.3,14.1,26.46,3.6
159,何魂,2016-05-20,16.8,25.5,,2.5,61.4,14.1,27.93,1.4
159,何魂,2016-05-21,16.6,26,,2.8,43.4,14.2,25.04,5.1
159,何魂,2016-05-22,17.1,26,,3.1,49.9,14.2,27.54,2.4
159,何魂,2016-05-23,15.7,24.4,,2.5,68.5,14.2,25.92,3.8
159,何魂,2016-05-24,18.5,20.7,24.7,4.5,87.9,14.2,2.55,9.5
159,何魂,2016-05-25,16.4,23.8,,3.2,71.9,14.2,26.18,1.9
159,何魂,2016-05-26,17.9,26,0,2.3,61.9,14.3,22.47,5.9
159,何魂,2016-05-27,20.8,26.7,,2.1,52.6,14.3,23.34,7.4
159,何魂,2016-05-28,19.2,24.1,,2.9,65.5,14.3,11.96,5.8
159,何魂,2016-05-29,17.9,25.4,1.9,2.6,75.4,14.3,13.32,5
159,何魂,2016-05-30,19.3,26.6,,3.4,62.3,14.3,26.6,.4
159,何魂,2016-05-31,17.8,30.5,,2.9,55.1,14.4,22.83,4.4
159,何魂,2016-06-01,17.3,23.6,,3.7,53.5,14.4,24.87,3.3
159,何魂,2016-06-02,15.7,24,,2.7,60.5,14.4,28.52,.8
159,何魂,2016-06-03,16.8,25.7,,2.8,49.4,14.4,26.92,3.3
159,何魂,2016-06-04,16.6,23.8,6.6,2.9,78.8,14.4,6.35,9.6
159,何魂,2016-06-05,17.1,25.1,,3.6,73.3,14.4,13.63,7.6
159,何魂,2016-06-06,18.3,20.4,3.1,2.8,85.9,14.4,4.79,10
159,何魂,2016-06-07,18.8,25.4,,1.5,85.4,14.4,14.5,6.5
159,何魂,2016-06-08,18.8,22.2,,2.4,89.1,14.5,11.83,9.5
159,何魂,2016-06-09,19.6,26.1,,2.3,80.3,14.5,15.02,8.4
159,何魂,2016-06-10,20.1,25.3,,2.6,78,14.5,25.9,3.1
159,何魂,2016-06-11,20.1,26.6,,2.8,80.6,14.5,20.14,5.8
159,何魂,2016-06-12,21.1,24.1,8.6,1.3,91.9,14.5,4.53,8.9
159,何魂,2016-06-13,20.4,25.7,,1.8,86.4,14.5,17.45,7.8
159,何魂,2016-06-14,20.1,24.2,,2,87.3,14.5,9.81,7.4
159,何魂,2016-06-15,19.9,24.2,0,4.4,85.4,14.5,10.33,8.6
159,何魂,2016-06-16,21.7,26.4,1.5,4,81.4,14.5,12.91,8.4
159,何魂,2016-06-17,19.3,28.6,,3.4,67.6,14.5,27.19,1
159,何魂,2016-06-18,19.1,25.5,2.8,4.3,80.5,14.5,25.08,5.1
159,何魂,2016-06-19,21,28.6,9.1,3.8,88.4,14.5,20.41,6.4
159,何魂,2016-06-20,21.1,28.7,10.2,3,88.1,14.5,15.06,7.4
159,何魂,2016-06-21,21.2,24.6,3.1,1.9,89.6,14.5,8.3,9.9
159,何魂,2016-06-22,21.3,23.3,13.4,2.1,93.8,14.5,3.64,10
159,何魂,2016-06-23,20.6,26.6,,2.1,79.3,14.5,25.94,4.3
159,何魂,2016-06-24,21.2,24.2,53.7,3.5,92.9,14.5,2.19,10
159,何魂,2016-06-25,20.6,25.7,,4.8,67.6,14.5,16.29,5
159,何魂,2016-06-26,19.6,28.6,,3.8,70.9,14.5,26.18,.3
159,何魂,2016-06-27,19.3,23.4,.2,2.7,93,14.5,8,8.8
159,何魂,2016-06-28,18.8,25.3,0,1.9,72.6,14.5,14.59,8.8
159,何魂,2016-06-29,20.1,25.1,2.9,2,86.3,14.5,10.18,8.5
159,何魂,2016-06-30,20.3,27.2,,3.8,84,14.5,20.19,6.3
159,何魂,2016-07-01,22.2,24,31.9,6.4,94.9,14.5,3.09,9.3
159,何魂,2016-07-02,21.7,24.4,44.4,7.3,94.9,14.5,4.48,10
159,何魂,2016-07-03,20.2,24.7,15.4,2.1,94.5,14.5,6.99,10
159,何魂,2016-07-04,20.4,22.1,63,1.4,99.1,14.5,2.66,10
159,何魂,2016-07-05,20,26.1,1,5.3,98.3,14.5,8.24,9.8
159,何魂,2016-07-06,20.3,29.2,,3.9,90.6,14.4,21.46,6.9
159,何魂,2016-07-07,19.5,27.6,.1,2.2,89.9,14.4,25.92,4.8
159,何魂,2016-07-08,23.1,30.4,0,1.6,86.6,14.4,16.37,7.6
159,何魂,2016-07-09,22.6,29,,2.1,78.6,14.4,27.04,1.9
159,何魂,2016-07-10,23.1,29.3,,2.6,83.6,14.4,19.08,7.6
159,何魂,2016-07-11,23.5,27,14.7,2.1,92.3,14.4,5.82,10
159,何魂,2016-07-12,22.5,25.2,6.3,2.5,95.8,14.4,5.25,9.9
159,何魂,2016-07-13,22.7,29.5,1.3,2.6,86.5,14.3,19.54,6.3
159,何魂,2016-07-14,22.8,31.9,.1,2.7,72.1,14.3,23.82,4.4
159,何魂,2016-07-15,22.2,27.6,,2.6,70.3,14.3,22.57,5
159,何魂,2016-07-16,22,24.3,9.8,2.5,91.9,14.3,2.39,9.3
159,何魂,2016-07-17,21.8,28.6,,3.2,79.6,14.3,21.9,3.8
159,何魂,2016-07-18,22.4,28,,2,86,14.2,19.54,6.8
159,何魂,2016-07-19,23.2,28.4,,2.6,79.1,14.2,24.3,5.9
159,何魂,2016-07-20,22.2,28.4,,3.1,72.8,14.2,25.43,2.8
159,何魂,2016-07-21,21.6,27.9,,2.8,73.6,14.2,24.03,4.5
159,何魂,2016-07-22,21.6,28.2,,2.8,75,14.2,25,4.4
159,何魂,2016-07-23,22.2,29.5,,2.6,77.6,14.1,24.85,4.6
159,何魂,2016-07-24,23.3,30.4,,3.3,85.1,14.1,18.04,5
159,何魂,2016-07-25,26,31.2,.8,3.6,85.4,14.1,16.2,6.8
159,何魂,2016-07-26,26.2,31.1,,4.9,82.1,14.1,22.31,4.3
159,何魂,2016-07-27,26.3,32.2,,5.5,80,14,23.74,3.5
159,何魂,2016-07-28,27.2,31.4,,5.7,81.6,14,17.84,5.9
159,何魂,2016-07-29,26.1,31.9,,4.3,81.8,14,23.85,4.1
159,何魂,2016-07-30,26.8,32.7,,4,81.1,14,23.91,3.4
159,何魂,2016-07-31,26.3,32.1,,2.2,75.9,13.9,22.72,2.9
159,何魂,2016-08-01,24.8,31.8,5,2,81.8,13.9,19.01,4
159,何魂,2016-08-02,25.2,31.1,.6,1.5,79.9,13.9,14.98,7.8
159,何魂,2016-08-03,24.9,31.1,.4,1.7,80.9,13.8,14.54,7.6
159,何魂,2016-08-04,25.5,31.7,,2.7,76.3,13.8,22.84,4.3
159,何魂,2016-08-05,25.4,32,,2.6,77.1,13.8,22.36,1.8
159,何魂,2016-08-06,25.4,32.7,,2.3,77.9,13.8,24.57,.1
159,何魂,2016-08-07,26.5,33,,2.6,72.4,13.7,24.7,.8
159,何魂,2016-08-08,26.8,34.4,,2.3,73,13.7,19.07,3.3
159,何魂,2016-08-09,26.2,32.9,,2.8,70.6,13.7,21.32,4.4
159,何魂,2016-08-10,25,32.2,,2.3,71.6,13.6,24.05,.5
159,何魂,2016-08-11,26.9,34.8,,2.3,72.1,13.6,22.78,1.3
159,何魂,2016-08-12,27.9,34.5,,3.4,72.1,13.6,23.06,0
159,何魂,2016-08-13,28.2,35.3,,3.6,66.1,13.6,23.21,.1
159,何魂,2016-08-14,28.3,37.3,,3.1,63.8,13.5,23.39,.3
159,何魂,2016-08-15,25.3,36.6,53.8,1.7,75,13.5,13.48,6
159,何魂,2016-08-16,25,30.9,21.3,2.3,80.3,13.5,14.96,5.3
159,何魂,2016-08-17,25.3,32.3,,2.7,70.3,13.4,22.44,3.1
159,何魂,2016-08-18,25.7,32.5,,2.9,71.8,13.4,23.49,3.1
159,何魂,2016-08-19,25.6,32.7,,2.9,71.1,13.4,23.4,3.1
159,何魂,2016-08-20,25.9,31.7,,2.9,68,13.3,21.94,2.5
159,何魂,2016-08-21,25.9,33.3,0,2.9,68.4,13.3,16.54,3.1
159,何魂,2016-08-22,26.3,32.5,,2.9,70.1,13.3,21.58,3.4
159,何魂,2016-08-23,25.5,31.2,.9,2.8,70.3,13.2,17.48,5
159,何魂,2016-08-24,24.2,31.8,,3.2,66,13.2,24.6,.8
159,何魂,2016-08-25,24.9,33.4,,3.2,73.4,13.2,23.07,.6
159,何魂,2016-08-26,20.8,27.9,0,3.4,74.6,13.1,9.18,7.5
159,何魂,2016-08-27,19.8,28.2,1.7,3.7,61.6,13.1,20.04,8
159,何魂,2016-08-28,17.6,24,57.6,3.6,94.3,13.1,3.65,10
159,何魂,2016-08-29,17.5,25.7,.2,3,66.8,13,17.52,5.9
159,何魂,2016-08-30,19.4,26,,4.5,58.6,13,12.5,5
159,何魂,2016-08-31,21.5,29.8,,8.5,52.5,12.9,23.56,1.8
159,何魂,2016-09-01,24,29.3,,6.2,72,12.9,19.93,5.5
159,何魂,2016-09-02,19.7,24.9,118,2.7,93.9,12.9,1.46,10
159,何魂,2016-09-03,22.2,27.9,38.4,2,87.6,12.8,10.6,8.1
159,何魂,2016-09-04,23.2,28.4,.1,2.1,78.6,12.8,10.17,6.9
159,何魂,2016-09-05,23.9,29.2,0,2,83.8,12.8,8.45,8.9
159,何魂,2016-09-06,23.5,28.8,0,2,80.8,12.7,9.54,8.3
159,何魂,2016-09-07,23.8,28.8,0,1.4,77.9,12.7,9.17,10
159,何魂,2016-09-08,20.1,28.4,1.3,2.3,72.3,12.7,20.87,3.6
159,何魂,2016-09-09,22.2,28.4,,2.2,78.4,12.6,18.67,3.4
159,何魂,2016-09-10,22.3,27.7,0,2.1,81.3,12.6,8,6.3
159,何魂,2016-09-11,21.1,28.3,0,2.7,74.6,12.6,13.4,6.5
159,何魂,2016-09-12,20.4,23.4,24.7,2.8,90.4,12.5,3.42,9.1
159,何魂,2016-09-13,19.7,27.4,,2.5,75.8,12.5,16.61,2.8
159,何魂,2016-09-14,20.2,28.2,,2.3,76.5,12.4,16.18,6.5
159,何魂,2016-09-15,21.1,27.7,,1.8,78.5,12.4,16.52,8.1
159,何魂,2016-09-16,22.3,26,0,1.3,80.9,12.4,5.71,9.9
159,何魂,2016-09-17,18.9,23.3,119.4,3.4,95.5,12.3,.27,10
159,何魂,2016-09-18,20.6,23.1,7.8,3.7,85.3,12.3,6.09,9.5
159,何魂,2016-09-19,19.6,21.8,0,4.5,77.4,12.3,4.57,8
159,何魂,2016-09-20,18.3,25.1,,4.4,55.5,12.2,20.19,2.9
159,何魂,2016-09-21,17.7,25.6,,3.1,60.6,12.2,17.03,5.5
159,何魂,2016-09-22,19.2,24.6,.2,3,75.6,12.2,8.87,5.9
159,何魂,2016-09-23,18.3,26.3,,2.7,74.3,12.1,19.77,2.4
159,何魂,2016-09-24,19.3,26.8,,2.8,69.9,12.1,19.79,3.5
159,何魂,2016-09-25,19.3,27.6,,2.1,69.8,12,14.33,7.5
159,何魂,2016-09-26,22.1,27.3,0,2,76.4,12,7.76,9
159,何魂,2016-09-27,22.7,29.7,3.7,1.4,84.4,12,13.02,7.8
159,何魂,2016-09-28,20.9,25.1,61.8,1.5,97.5,11.9,1.53,10
159,何魂,2016-09-29,18.3,20.9,2.3,3.5,86.5,11.9,3.94,9.8
159,何魂,2016-09-30,17.1,19.1,30.2,2.6,91.4,11.9,3.31,9.9
159,何魂,2016-10-01,18,22,1.4,2.1,91,11.8,4.03,9.5
159,何魂,2016-10-02,19.9,27.4,0,1.7,84.4,11.8,15.03,8.3
159,何魂,2016-10-03,22.4,28.3,,3.2,86.1,11.8,11.87,7
159,何魂,2016-10-04,21.4,27.5,.1,3.5,74.5,11.7,15.28,7
159,何魂,2016-10-05,20,26.4,95,4.2,84.6,11.7,11.76,6
159,何魂,2016-10-06,19.1,26.4,,2.1,74.3,11.6,17.9,1.9
159,何魂,2016-10-07,18.7,23.8,.2,3.3,71.5,11.6,9.25,8.4
159,何魂,2016-10-08,16.1,22.6,39.3,2.2,93.3,11.6,4.89,8.6
159,何魂,2016-10-09,13.1,22,,3.1,58.3,11.5,18.5,1
159,何魂,2016-10-10,14.5,21.6,,2.9,65,11.5,11.64,7
159,何魂,2016-10-11,15.5,19.8,,2.3,68.9,11.5,6,8.1
159,何魂,2016-10-12,15,23.6,,2.3,60.3,11.4,15.39,6.6
159,何魂,2016-10-13,16.7,21.5,,1.6,70.1,11.4,6.81,8.4
159,何魂,2016-10-14,14.9,24,,1.6,67.3,11.4,16.59,1.4
159,何魂,2016-10-15,16.2,23.5,,2.7,67.8,11.3,14.19,4.9
159,何魂,2016-10-16,17.5,18.9,38.7,1.4,92.1,11.3,1.51,9.4
159,何魂,2016-10-17,17,25.9,.1,2,83.8,11.2,16.78,3.6
159,何魂,2016-10-18,16.7,24.5,,2.5,72.5,11.2,11.03,4.8
159,何魂,2016-10-19,17,24,,2.3,74.6,11.2,12.54,4.4
159,何魂,2016-10-20,16.2,24.2,,3,68,11.2,9.29,8
159,何魂,2016-10-21,16.4,18.4,0,3.7,70.4,11.1,2.51,8.9
159,何魂,2016-10-22,15.8,22.3,0,2.8,70.6,11.1,8.53,9.1
159,何魂,2016-10-23,14.1,19,0,4.5,69.9,11,7.57,8.8
159,何魂,2016-10-24,13.8,21.2,,3.1,61.5,11,14.9,4.8
159,何魂,2016-10-25,15,21.7,1.8,3.1,78.9,11,5.75,5.5
159,何魂,2016-10-26,15.2,22.8,0,1.6,66.5,11,10.84,5.6
159,何魂,2016-10-27,15.5,20,,3.6,66.4,10.9,5.42,7
159,何魂,2016-10-28,15.1,17.3,5.8,3.2,89.8,10.9,1.97,8.6
159,何魂,2016-10-29,12.6,17.4,,2.9,70.6,10.9,8.53,5.9
159,何魂,2016-10-30,9.8,19,,2.6,56.8,10.8,13.15,3.5
159,何魂,2016-10-31,10.7,15.1,0,2.5,60.1,10.8,3.93,8.5
159,何魂,2016-11-01,5.5,13.4,,3.6,44.6,10.8,15.8,.5
159,何魂,2016-11-02,3.1,14.1,,3.7,35.9,10.7,15.82,0
159,何魂,2016-11-03,5.9,17.5,,1.8,58,10.7,12.81,2
159,何魂,2016-11-04,10.1,19,,3.9,56,10.7,13.96,0
159,何魂,2016-11-05,12.3,20.5,,4.4,70,10.6,13.8,0
159,何魂,2016-11-06,12.9,16.6,.3,3.2,79,10.6,4.44,7.5
159,何魂,2016-11-07,12.6,18.5,.1,2.1,68.9,10.6,5.39,8.3
159,何魂,2016-11-08,8.2,15.9,.7,3.2,54.6,10.5,5.93,5.5
159,何魂,2016-11-09,3.8,15.8,,3.4,54.3,10.5,12.96,2.8
159,何魂,2016-11-10,9.7,14.3,6.7,3.2,74.3,10.5,2.38,8.9
159,何魂,2016-11-11,8.2,17.8,,3.2,60.6,10.4,11.89,1
159,何魂,2016-11-12,8.8,20.3,,2.3,62.1,10.4,12.03,2.5
159,何魂,2016-11-13,12.9,18,.2,1,79.1,10.4,3.06,8.1
159,何魂,2016-11-14,15.7,19.5,7.6,1.8,88.5,10.4,3.57,9.4
159,何魂,2016-11-15,11.6,19.9,,2.6,57,10.3,12.24,2.4
159,何魂,2016-11-16,9.5,19,,2.2,44.3,10.3,11.16,2.1
159,何魂,2016-11-17,9.2,18.6,,1.7,53.6,10.3,10.58,1.6
159,何魂,2016-11-18,11.4,20.8,29.1,1.7,80.5,10.3,7.96,6.1
159,何魂,2016-11-19,13.4,20.4,.7,2.4,88.4,10.2,7.29,6
159,何魂,2016-11-20,14,19.4,,2.4,71.3,10.2,8.1,3.5
159,何魂,2016-11-21,13,18.8,0,2.6,70.8,10.2,5.14,6.9
159,何魂,2016-11-22,6.2,15.5,,3.1,59.6,10.2,5.8,5.4
159,何魂,2016-11-23,5,14.5,,3.6,49,10.1,8.52,6.3
159,何魂,2016-11-24,.1,9.5,,4.3,26.8,10.1,13.27,0
159,何魂,2016-11-25,.9,11.7,,3.2,38.8,10.1,12.13,1.3
159,何魂,2016-11-26,2.8,10.3,1.5,2.3,60.9,10.1,3.42,7.4
159,何魂,2016-11-27,5.1,10.8,.3,2.4,65.6,10.1,6.2,6.3
