일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),총량(kw)
2017-11-19,-1.0,7.3,,2.8,32.5,10.2,12.5,3.5,281.36400000000003
2017-11-20,2.4,11.1,,2.3,35.6,10.2,11.98,2.8,269.748
2017-11-21,4.3,12.8,,3.3,53.1,10.2,11.23,2.3,248.00400000000002
2017-11-22,6.5,12.7,,3.1,48.8,10.2,4.92,8.9,130.21200000000002
2017-11-23,2.7,10.4,,3.4,40.1,10.1,11.22,1.1,257.41200000000003
2017-11-24,1.9,11.0,,3.9,47.6,10.1,10.99,1.5,238.53599999999997
2017-11-25,1.6,11.6,,3.0,55.4,10.1,9.97,5.3,224.532
2017-11-26,8.0,16.8,,3.2,57.1,10.1,5.81,6.3,165.132
2017-11-27,7.7,17.3,,2.1,63.3,10.1,9.06,2.6,232.8
2017-11-28,10.7,19.8,,3.6,68.6,10.0,6.28,3.5,167.148
2017-11-29,10.4,17.2,,2.5,47.9,10.0,3.75,5.9,149.60399999999998
2017-11-30,1.7,11.1,,3.4,20.1,10.0,5.48,6.3,201.456
2017-12-01,-1.3,7.9,,3.0,26.6,10.0,12.24,1.4,256.764
2017-12-02,0.4,10.7,,2.2,38.3,10.0,10.47,3.1,228.588
2017-12-03,3.0,14.5,,2.1,48.4,10.0,9.04,4.3,198.36
2017-12-04,-0.5,11.6,,3.4,41.8,9.9,8.71,2.3,193.236
2017-12-05,-2.4,4.8,,3.2,34.9,9.9,11.75,0.0,246.312
2017-12-06,-1.6,9.8,,1.9,45.6,9.9,10.68,0.0,229.06799999999998
2017-12-07,3.4,11.6,,2.8,49.8,9.9,8.59,4.6,189.43200000000002
2017-12-08,-1.2,5.6,,3.5,32.0,9.9,11.62,0.4,237.28799999999998
2017-12-09,-1.9,8.5,,2.3,49.1,9.9,9.34,3.8,211.044
2017-12-10,3.9,10.8,0.2,3.4,60.9,9.9,5.33,5.4,156.708
2017-12-11,-3.2,5.7,,6.4,37.6,9.8,11.21,1.3,237.3
2017-12-12,-6.1,1.6,,2.4,30.5,9.9,11.29,1.0,246.708
2017-12-13,-5.8,4.5,,3.3,20.6,9.8,11.55,0.0,250.2
2017-12-14,-3.4,9.8,,1.4,20.1,9.8,9.67,4.8,216.36
2017-12-15,1.0,9.9,,2.0,22.9,9.8,10.01,3.6,212.55599999999998
2017-12-16,-2.8,5.4,,2.8,38.3,9.8,8.54,3.8,178.00799999999998
2017-12-17,-5.4,2.8,,2.9,32.5,9.8,11.48,0.0,245.16
2017-12-18,-3.2,7.5,,3.1,46.1,9.8,10.47,1.3,229.34400000000002
2017-12-19,-1.0,7.6,,3.5,41.0,9.8,10.39,1.1,222.324
2017-12-20,-2.9,8.2,,3.2,33.6,9.8,11.23,0.0,235.368
2017-12-21,0.8,9.8,,2.5,38.3,9.8,11.1,0.0,227.532
2017-12-22,0.4,10.6,,3.2,44.9,9.8,10.78,0.9,225.54
2017-12-23,4.0,13.4,,3.0,48.6,9.8,9.22,4.4,193.872
2017-12-24,4.2,13.4,10.4,4.2,68.9,9.8,1.89,7.4,35.784
2017-12-25,0.1,7.5,,3.3,38.0,9.8,11.43,0.0,247.86
2017-12-26,-0.7,8.9,,3.5,38.9,9.8,9.26,1.3,190.40400000000002
2017-12-27,-4.5,3.7,,2.5,21.5,9.8,11.78,0.0,253.956
2017-12-28,-1.5,6.2,,3.2,36.9,9.8,8.01,3.1,180.18
2017-12-29,1.3,11.4,,2.4,53.0,9.8,9.18,0.6,211.704
2017-12-30,2.6,12.6,,2.0,57.9,9.8,7.89,6.1,177.49200000000002
2017-12-31,1.2,9.3,0.0,3.8,42.3,9.8,10.67,1.4,233.952
2018-01-01,-1.1,7.4,,2.7,32.0,9.9,11.66,0.0,245.388
2018-01-02,-0.3,9.4,,2.2,39.6,9.9,9.87,1.9,215.196
2018-01-03,-0.2,6.9,,2.8,24.5,9.9,11.39,3.6,240.852
2018-01-04,-1.7,7.7,,2.3,38.3,9.9,7.82,7.4,172.692
2018-01-05,0.7,9.7,0.8,2.6,46.6,9.9,9.6,3.8,217.416
2018-01-06,-0.8,8.5,,3.0,33.6,9.9,11.67,0.4,244.044
2018-01-07,0.4,9.4,0.1,1.2,48.0,9.9,4.48,7.8,92.976
2018-01-08,4.3,7.4,6.4,2.8,83.6,9.9,1.47,9.4,35.796
2018-01-09,0.1,4.7,,6.6,47.0,9.9,11.31,3.4,241.764
2018-01-10,-4.8,2.5,0.2,4.1,51.9,10.0,9.68,2.1,156.39600000000002
2018-01-11,-7.4,0.0,,4.3,42.6,10.0,12.36,0.0,266.712
2018-01-12,-9.4,0.1,,3.1,34.5,10.0,12.67,0.0,270.92400000000004
2018-01-13,-5.7,5.6,,2.1,46.3,10.0,10.34,0.6,239.05200000000002
2018-01-14,-1.1,9.1,,1.7,60.5,10.0,8.64,3.6,206.604
2018-01-15,4.2,14.0,0.1,3.9,62.4,10.1,11.72,2.1,260.508
2018-01-16,5.5,11.0,27.6,3.1,84.4,10.1,1.12,9.5,14.1
2018-01-17,5.4,8.3,5.4,2.8,90.5,10.1,3.47,6.3,91.98
2018-01-18,4.1,11.6,,3.2,67.8,10.1,10.14,3.1,252.024
2018-01-19,1.8,11.9,,3.4,39.0,10.1,11.58,0.9,258.732
2018-01-20,0.7,10.5,,3.4,36.5,10.2,11.07,0.6,236.916
2018-01-21,2.1,11.5,,2.3,38.3,10.2,9.08,5.8,219.27599999999998
2018-01-22,4.7,7.6,0.3,3.1,62.4,10.2,5.4,6.9,127.896
2018-01-23,-5.4,6.1,,4.4,36.3,10.2,12.79,1.3,279.216
2018-01-24,-9.8,-2.2,,3.7,29.8,10.3,13.15,1.3,279.012
2018-01-25,-9.8,0.2,,3.6,22.3,10.3,13.87,5.5,294.996
2018-01-26,-9.9,0.3,,2.8,23.9,10.3,14.16,1.5,301.428
2018-01-27,-8.6,5.4,,2.4,24.5,10.3,13.77,2.5,287.19599999999997
2018-01-28,-1.0,5.5,,3.0,30.5,10.4,11.42,5.8,263.14799999999997
2018-01-29,-6.0,2.4,,2.7,33.0,10.4,13.48,1.0,293.556
2018-01-30,-6.8,3.0,,3.2,34.0,10.4,13.33,4.1,284.19599999999997
2018-01-31,-3.4,6.8,,2.7,39.9,10.5,8.96,7.1,212.832
2018-02-01,-0.6,9.4,,2.5,33.5,10.5,13.04,0.1,290.76
2018-02-02,-0.8,7.4,,2.7,25.3,10.5,9.77,6.5,216.93599999999998
2018-02-03,-4.8,4.3,,4.2,28.8,10.5,14.36,0.0,304.86
2018-02-04,-8.0,-0.2,,4.4,30.5,10.6,15.09,0.0,315.612
2018-02-05,-8.0,1.5,,4.1,30.0,10.6,14.71,0.0,310.356
2018-02-06,-8.9,0.5,,3.6,27.6,10.6,15.35,0.0,324.888
2018-02-07,-9.6,3.1,,3.0,31.4,10.7,15.54,0.0,326.22
2018-02-08,-4.5,6.8,,2.3,32.0,10.7,13.4,1.5,287.376
2018-02-09,0.0,10.9,0.2,2.8,57.3,10.7,10.18,7.6,252.33599999999998
2018-02-10,1.1,11.6,,3.2,40.6,10.8,7.88,7.5,195.36
2018-02-11,-4.6,3.5,,4.5,35.6,10.8,13.63,2.4,290.112
2018-02-12,-4.0,3.5,,5.7,44.1,10.8,15.75,1.3,342.57599999999996
2018-02-13,-2.6,6.7,,4.3,42.5,10.9,15.64,0.0,336.9
2018-02-14,1.9,12.9,,7.1,59.5,10.9,12.7,4.5,287.22
2018-02-15,5.1,11.9,,2.2,55.6,10.9,10.18,7.0,234.66
2018-02-16,3.6,11.6,,2.0,51.3,11.0,8.2,6.1,194.472
2018-02-17,0.2,9.5,,3.5,20.9,11.0,16.37,2.6,349.26
2018-02-18,0.1,9.9,,2.4,26.9,11.0,11.46,7.1,249.612
2018-02-19,4.1,11.2,,1.8,39.3,11.1,9.3,7.5,202.98
2018-02-20,3.2,13.8,,2.3,32.6,11.1,13.78,4.1,286.14
2018-02-21,2.6,9.8,,3.3,33.6,11.1,11.14,5.5,248.736
2018-02-22,0.2,8.9,,4.6,28.4,11.2,14.94,2.5,323.892
2018-02-23,1.9,12.3,,5.3,48.8,11.2,14.6,0.0,312.228
2018-02-24,5.5,14.7,,4.0,50.1,11.3,14.23,5.3,310.548
2018-02-25,5.6,13.9,0.0,2.2,73.9,11.3,8.83,7.4,289.572
2018-02-26,3.2,11.9,,2.7,53.1,11.3,15.49,0.0,354.88800000000003
2018-02-27,4.2,14.7,,2.6,59.8,11.3,12.71,4.5,315.96
2018-02-28,7.6,12.3,52.3,3.8,78.6,11.4,1.04,9.8,48.9
2018-03-01,2.7,12.0,,6.7,43.8,11.4,13.03,4.4,363.25199999999995
2018-03-02,-0.7,9.8,,3.5,41.6,11.5,15.78,2.4,424.14
2018-03-03,4.1,16.4,,2.8,59.4,11.5,9.39,3.6,304.608
2018-03-04,10.2,15.4,39.1,3.0,82.1,11.5,3.22,8.3,127.2
2018-03-05,3.4,13.4,7.7,4.6,83.5,11.6,0.46,8.9,44.06399999999999
2018-03-06,3.1,11.4,,4.1,59.5,11.6,12.83,5.1,434.784
2018-03-07,5.0,9.7,3.8,4.1,69.1,11.6,1.48,9.8,136.056
2018-03-08,4.2,6.3,23.5,3.6,86.8,11.7,1.52,9.0,71.41199999999999
2018-03-09,2.2,9.4,,2.3,69.3,11.7,4.67,7.0,220.84799999999998
2018-03-10,3.4,11.2,,3.2,63.3,11.8,8.17,4.1,404.856
2018-03-11,4.3,15.6,,3.4,41.9,11.8,16.54,0.0,435.468
2018-03-12,6.0,15.8,,3.4,56.6,11.8,15.45,0.0,418.728
2018-03-13,9.7,17.3,,5.7,71.0,11.9,13.35,0.1,448.63199999999995
2018-03-14,12.4,19.0,,5.0,73.4,11.9,14.03,2.8,436.44
2018-03-15,10.1,15.6,62.0,4.9,92.3,11.9,1.52,9.9,20.628
2018-03-16,2.4,10.3,2.5,5.3,62.4,12.0,9.2,6.4,325.644
2018-03-17,2.3,10.8,,3.1,61.6,12.0,16.89,3.8,196.332
2018-03-18,4.9,16.4,5.0,1.6,77.1,12.1,9.13,7.8,0.0
2018-03-19,5.4,12.8,37.1,4.4,90.8,12.1,1.35,10.0,0.0
2018-03-20,3.0,8.5,3.4,6.6,65.0,12.1,3.66,9.9,208.05599999999998
2018-03-21,1.0,4.4,22.0,4.7,86.3,12.2,3.59,10.0,94.45200000000001
2018-03-22,2.0,14.3,,3.3,61.0,12.2,13.63,3.5,462.9
2018-03-23,4.7,15.6,,3.2,53.5,12.2,15.44,0.0,83.52
2018-03-24,6.6,18.5,,3.9,44.9,12.3,14.77,1.5,0.0
2018-03-25,8.8,19.4,,3.5,50.5,12.3,14.08,0.0,0.0
2018-03-26,12.1,21.4,,3.4,39.8,12.3,16.54,1.0,385.656
2018-03-27,11.4,21.1,,4.2,41.3,12.4,15.26,0.0,480.036
2018-03-28,11.5,19.4,,4.7,58.0,12.4,14.9,0.3,492.12
2018-03-29,11.2,22.3,,3.2,61.4,12.4,12.38,1.4,427.644
2018-03-30,10.2,17.2,,4.0,52.4,12.5,17.2,0.0,483.45599999999996
2018-03-31,9.0,18.3,,2.6,49.4,12.5,15.71,0.0,453.76800000000003
2018-04-01,13.4,19.5,,4.6,64.1,12.6,10.96,5.5,368.676
2018-04-02,15.3,21.3,,4.8,76.4,12.6,15.47,0.6,491.784
2018-04-03,15.6,21.5,,5.3,78.0,12.6,15.85,2.8,486.12
2018-04-04,8.5,17.6,5.9,3.4,85.5,12.7,1.0,10.0,54.36
2018-04-05,8.8,12.1,0.0,3.2,75.4,12.7,3.82,10.0,127.30799999999999
2018-04-06,6.6,16.4,21.0,4.2,64.4,12.7,9.0,7.3,331.116
2018-04-07,4.1,10.2,,6.6,37.1,12.8,17.61,4.5,526.044
2018-04-08,3.0,11.9,,5.7,52.0,12.8,19.87,1.9,514.8
2018-04-09,10.8,18.8,,4.1,60.9,12.8,16.81,4.0,523.7280000000001
2018-04-10,9.6,18.3,,6.5,76.4,12.9,10.75,6.4,448.5
2018-04-11,15.7,22.2,0.2,6.6,55.6,12.9,17.46,6.1,487.57199999999995
2018-04-12,13.0,21.3,,3.2,29.1,13.0,9.53,6.5,366.48
2018-04-13,11.6,17.4,,3.4,40.6,13.0,6.95,8.0,284.904
2018-04-14,11.1,16.4,34.1,3.1,86.1,13.0,0.7,9.9,23.088
2018-04-15,9.5,19.6,,2.9,51.0,13.1,17.61,3.8,540.048
2018-04-16,8.5,16.7,,3.2,58.5,13.1,13.54,5.0,450.80400000000003
2018-04-17,11.0,17.8,,2.4,70.8,13.1,12.14,4.6,482.712
2018-04-18,12.1,19.8,,3.7,56.9,13.2,17.81,0.0,559.212
2018-04-19,11.4,19.3,,4.0,51.1,13.2,18.32,0.0,561.396
2018-04-20,14.5,23.9,,2.4,44.6,13.2,19.32,0.0,537.6
2018-04-21,13.8,23.3,,3.9,54.6,13.3,23.1,2.9,557.6519999999999
2018-04-22,13.5,22.4,0.0,3.3,72.3,13.3,11.41,9.1,190.14
2018-04-23,11.0,13.5,34.8,4.2,88.9,13.3,1.61,10.0,25.884
2018-04-24,10.6,14.7,60.4,4.7,81.5,13.4,8.76,9.8,194.96400000000003
2018-04-25,8.0,18.6,,2.2,47.3,13.4,23.19,0.4,607.08
2018-04-26,9.3,18.1,,2.5,61.8,13.4,18.87,5.6,0.0
2018-04-27,12.4,24.3,,2.8,53.5,13.5,17.04,2.9,366.39599999999996
2018-04-28,11.1,20.7,,3.5,63.9,13.5,23.16,0.0,575.112
2018-04-29,14.5,21.1,,5.6,66.0,13.5,22.21,2.8,560.928
2018-04-30,15.2,22.7,,5.2,67.6,13.6,17.25,3.8,470.54400000000004
2018-05-01,16.1,22.6,0.0,1.9,68.6,13.6,9.05,8.8,246.36
2018-05-02,13.0,17.5,17.0,2.5,91.6,13.6,1.22,8.6,46.98
2018-05-03,11.2,19.7,0.0,6.3,46.6,13.7,16.99,1.1,554.364
2018-05-04,10.2,18.5,,6.7,48.1,13.7,27.4,0.3,617.316
2018-05-05,13.6,20.2,,6.6,59.9,13.7,25.06,5.6,575.052
2018-05-06,14.8,17.6,42.0,4.2,92.8,13.8,1.15,10.0,7.476
2018-05-07,13.9,16.7,30.7,2.3,90.9,13.8,4.94,9.5,135.0
2018-05-08,12.7,15.6,,4.6,72.0,13.8,5.66,9.3,286.536
2018-05-09,11.3,16.7,,3.5,64.9,13.8,15.66,6.9,505.944
2018-05-10,9.8,18.3,,2.9,71.5,13.9,23.36,1.6,60.972
2018-05-11,12.7,21.3,,4.0,57.0,13.9,17.85,4.5,0.0
2018-05-12,16.3,18.9,2.6,5.5,82.5,13.9,0.22,9.9,0.0
2018-05-13,16.8,23.3,18.4,4.5,83.4,14.0,25.56,5.3,0.0
2018-05-14,16.0,23.1,,2.9,60.4,14.0,24.19,0.0,0.0
2018-05-15,18.7,25.1,,4.8,67.9,14.0,18.16,5.5,0.0
2018-05-16,19.6,21.6,3.8,8.2,94.9,14.0,2.32,10.0,0.0
2018-05-17,20.0,21.6,6.6,7.9,96.9,14.1,,10.0,0.0
2018-05-18,12.9,20.9,1.9,4.0,91.9,14.1,,10.0,0.0
2018-05-19,12.7,18.8,,4.3,66.0,14.1,,6.5,0.0
2018-05-20,12.3,19.6,,4.4,66.5,14.1,,6.3,0.0
2018-05-21,13.5,22.4,,3.2,71.9,14.2,,6.1,0.0
2018-05-22,14.1,22.4,4.1,2.0,74.9,14.2,,5.5,0.0
2018-05-23,15.0,24.9,27.6,1.9,77.6,14.2,,4.8,0.0
2018-05-24,14.1,23.8,,3.5,57.4,14.2,,3.0,0.0
2018-05-25,18.4,26.0,,3.0,51.3,14.2,,6.5,0.0
2018-05-26,17.4,26.6,,2.8,52.9,14.3,,1.1,0.0
2018-05-27,16.1,24.9,,2.1,75.1,14.3,,6.9,0.0
2018-05-28,17.7,21.3,0.6,1.8,84.1,14.3,,8.3,0.0
2018-05-29,17.5,26.1,,1.9,82.9,14.3,,7.6,0.0
2018-05-30,18.6,26.0,0.5,2.5,79.9,14.3,25.29,7.1,0.0
2018-05-31,17.7,24.0,,2.4,68.1,14.4,21.23,6.0,0.0
2018-06-01,17.4,25.4,,2.3,54.0,14.4,29.96,0.1,0.0
2018-06-02,19.4,28.2,,2.9,60.4,14.4,28.65,1.5,0.0
2018-06-03,18.4,25.1,,3.6,71.9,14.4,25.64,3.5,0.0
2018-06-04,16.9,26.3,,3.8,68.0,14.4,26.61,6.9,0.0
2018-06-05,18.7,21.9,5.7,1.9,84.8,14.4,6.84,9.1,25.92
2018-06-06,18.3,26.0,,2.5,79.6,14.4,26.38,3.6,579.144
2018-06-07,18.8,25.5,,3.5,78.1,14.4,29.24,0.3,608.82
2018-06-08,20.6,27.8,,2.9,68.9,14.5,22.85,4.1,506.56800000000004
2018-06-09,18.7,24.7,,3.6,65.9,14.5,23.51,5.1,583.956
2018-06-10,17.0,23.5,5.2,4.0,77.6,14.5,12.1,9.8,314.14799999999997
2018-06-11,15.5,21.2,32.9,2.7,86.3,14.5,9.92,9.6,221.66400000000002
2018-06-12,16.2,21.6,,2.0,72.3,14.5,11.91,9.6,292.884
2018-06-13,17.4,23.1,,2.3,72.4,14.5,20.64,7.1,457.92
2018-06-14,17.6,23.4,,3.4,72.9,14.5,24.89,5.5,610.212
2018-06-15,17.1,23.6,,3.5,65.3,14.5,19.77,6.1,627.144
2018-06-16,16.2,22.9,,3.2,68.5,14.5,19.79,5.6,535.644
2018-06-17,15.1,25.9,,2.1,71.0,14.5,22.69,6.5,519.564
2018-06-18,19.8,26.2,0.0,2.2,72.6,14.5,23.82,7.6,541.104
2018-06-19,19.8,26.4,6.8,2.4,86.5,14.5,12.98,9.6,292.296
2018-06-20,19.4,27.0,0.5,2.5,73.3,14.5,25.03,6.0,562.8240000000001
2018-06-21,21.0,30.3,,3.1,55.5,14.5,28.3,4.5,624.168
2018-06-22,20.8,27.5,,1.6,56.5,14.5,22.43,8.3,528.216
2018-06-23,20.8,26.7,0.9,3.5,68.1,14.5,15.94,5.6,498.504
2018-06-24,21.1,31.3,,3.7,67.9,14.5,27.64,0.3,630.336
2018-06-25,20.8,26.5,,3.3,80.5,14.5,23.98,5.3,531.732
2018-06-26,21.0,24.1,1.5,6.0,93.9,14.5,3.56,9.9,121.464
2018-06-27,22.2,25.1,6.7,7.3,91.9,14.5,5.54,9.6,163.04399999999998
2018-06-28,18.5,22.6,131.1,2.9,97.5,14.5,2.91,10.0,63.048
2018-06-29,21.2,24.3,11.0,2.9,96.5,14.5,7.48,9.8,226.40400000000002
2018-06-30,19.8,23.0,74.4,1.9,95.9,14.5,2.45,9.5,49.68
2018-07-01,19.8,28.5,13.9,2.2,86.5,14.5,23.13,9.4,529.572
2018-07-02,22.9,29.4,2.7,2.5,86.8,14.5,24.94,9.5,448.536
2018-07-03,22.1,24.4,90.9,4.9,95.9,14.5,5.87,10.0,41.352
2018-07-04,22.2,29.5,1.3,3.8,83.4,14.5,33.08,7.3,628.236
2018-07-05,21.7,25.8,5.3,1.7,94.1,14.5,11.02,10.0,146.256
2018-07-06,19.3,21.7,2.9,3.6,89.9,14.5,3.01,9.8,108.084
2018-07-07,18.6,22.7,,4.1,76.5,14.4,16.41,8.8,449.28
2018-07-08,17.8,23.4,0.0,3.6,80.9,14.4,13.04,9.4,275.04
2018-07-09,18.4,22.3,4.0,2.8,92.8,14.4,9.59,8.8,158.52
2018-07-10,19.5,28.7,,1.6,85.5,14.4,29.95,7.8,483.0
2018-07-11,22.6,30.3,,2.8,78.5,14.4,31.1,5.4,531.72
2018-07-12,25.1,30.3,,4.5,78.3,14.4,30.34,4.9,618.48
2018-07-13,24.8,29.9,,2.8,83.4,14.4,31.02,2.4,608.16
2018-07-14,24.8,31.0,,2.9,79.9,14.3,30.72,0.0,606.12
2018-07-15,23.6,30.6,,2.9,79.9,14.3,29.41,0.0,609.12
2018-07-16,23.4,30.8,,2.6,74.9,14.3,29.29,0.0,606.36
2018-07-17,24.7,30.8,,3.4,70.6,14.3,29.04,0.0,611.04
2018-07-18,25.2,32.3,,2.8,71.4,14.2,30.79,0.0,573.36
2018-07-19,25.7,32.2,,2.2,67.1,14.2,34.68,0.0,583.44
2018-07-20,26.0,33.7,,1.6,65.8,14.2,,0.0,567.0
2018-07-21,26.8,32.6,,2.6,78.1,14.2,,1.3,604.56
2018-07-22,26.9,33.2,,3.0,69.3,14.2,,5.5,438.72
2018-07-23,27.5,33.0,,4.0,69.8,14.1,,4.1,584.04
2018-07-24,26.7,32.6,,4.5,74.8,14.1,,0.9,599.28
2018-07-25,26.5,33.1,,3.7,74.1,14.1,,0.5,583.08
2018-07-26,27.8,34.0,,2.6,74.5,14.1,,1.3,550.44
2018-07-27,27.5,33.3,,2.0,79.5,14.0,,5.6,463.08
2018-07-28,26.9,32.5,,2.6,69.0,14.0,,2.1,466.56
2018-07-29,25.5,35.4,1.0,3.6,65.4,14.0,,7.4,484.2
2018-07-30,25.5,33.2,0.1,3.0,70.0,14.0,,3.9,482.52
2018-07-31,26.3,33.9,,3.2,62.3,13.9,,1.1,563.64
2018-08-01,27.1,34.6,,2.8,60.4,13.9,,0.1,622.2
2018-08-02,27.1,33.6,,2.7,69.0,13.9,,0.4,622.2
2018-08-03,27.3,33.4,,3.6,69.9,13.9,,0.3,589.32
2018-08-04,27.2,33.8,,4.9,73.4,13.8,,0.9,591.84
2018-08-05,28.1,36.4,,3.2,69.5,13.8,,0.9,590.28
2018-08-06,28.0,33.5,0.0,2.2,75.9,13.8,,7.5,399.24
2018-08-07,26.1,32.2,0.0,3.0,71.8,13.8,,4.1,502.8
2018-08-08,24.9,31.7,,2.6,69.6,13.7,,2.6,576.72
2018-08-09,25.1,32.8,14.3,2.6,71.5,13.7,,5.5,511.92
2018-08-10,25.9,28.2,0.0,2.0,81.4,13.7,,9.3,119.52
2018-08-11,24.6,31.5,0.7,2.8,77.9,13.6,,6.8,404.88
2018-08-12,26.3,32.7,0.0,2.5,78.6,13.6,,7.8,492.72
2018-08-13,27.3,34.9,,2.6,66.6,13.6,,3.9,585.24
2018-08-14,27.5,33.7,,2.5,72.9,13.5,,5.3,588.48
2018-08-15,25.6,34.0,23.8,3.6,79.9,13.5,,7.4,292.8
2018-08-16,23.7,28.1,1.7,3.1,84.1,13.5,,9.5,103.32
2018-08-17,23.2,28.8,,4.5,58.9,13.4,,4.0,503.28
2018-08-18,22.2,28.9,,3.0,60.1,13.4,,3.9,439.2
2018-08-19,21.2,30.0,,2.1,65.6,13.4,,2.9,581.88
2018-08-20,22.6,29.7,,1.9,69.4,13.3,,1.3,572.28
2018-08-21,24.1,32.9,,2.2,67.5,13.3,,3.4,563.04
2018-08-22,27.5,32.6,,3.8,67.0,13.3,,8.8,444.72
2018-08-23,26.3,30.0,2.7,4.3,79.0,13.2,,9.6,148.2
2018-08-24,25.1,30.0,3.1,9.8,83.8,13.2,,5.8,389.28
2018-08-25,24.6,28.0,2.4,3.7,82.6,13.2,,8.1,183.96
2018-08-26,23.9,29.1,24.5,3.7,90.5,13.1,,9.5,341.16
2018-08-27,23.9,27.1,58.1,5.1,92.6,13.1,,9.0,127.44
2018-08-28,25.5,30.5,,3.8,82.1,13.1,,5.6,510.84
2018-08-29,24.7,30.2,,5.3,80.0,13.0,,4.5,516.84
2018-08-30,25.4,30.2,0.7,5.5,81.6,13.0,,6.8,410.64
2018-08-31,23.7,28.0,37.7,4.5,83.9,13.0,,8.5,53.16
2018-09-01,19.3,24.6,82.8,2.8,86.4,12.9,,8.9,171.0
2018-09-02,20.9,26.0,3.3,2.8,80.9,12.9,,9.1,197.04
2018-09-03,22.4,26.6,57.2,4.0,92.6,12.9,,9.3,174.84
2018-09-04,21.6,30.0,0.0,2.9,76.9,12.8,,5.5,357.36
2018-09-05,19.7,28.1,,4.0,67.6,12.8,,3.3,529.56
2018-09-06,21.7,26.3,0.0,2.7,68.3,12.7,,8.6,215.88
2018-09-07,19.8,24.0,15.6,4.2,86.9,12.7,,9.9,153.48
2018-09-08,19.2,23.9,0.0,2.3,70.9,12.7,,9.6,190.08
2018-09-09,20.6,26.5,,3.3,68.9,12.6,,8.6,343.56
2018-09-10,19.0,26.0,,3.5,61.5,12.6,,4.1,482.4
2018-09-11,18.4,25.8,,3.9,65.1,12.6,,6.9,399.0
2018-09-12,19.7,28.1,,3.2,73.3,12.5,,7.0,353.52
2018-09-13,20.7,23.2,8.6,3.1,89.3,12.5,,9.9,95.52
2018-09-14,20.5,23.0,47.7,2.7,96.3,12.5,,9.6,117.6
2018-09-15,20.8,25.1,1.4,2.1,89.5,12.4,,9.5,120.6
2018-09-16,22.0,28.1,,2.8,80.1,12.4,20.43,5.5,446.52
2018-09-17,21.7,27.7,,2.0,74.6,12.4,15.39,6.9,338.4
2018-09-18,21.7,28.0,,2.3,79.9,12.3,21.9,4.3,458.88
2018-09-19,20.9,26.2,0.0,2.1,84.4,12.3,12.13,8.1,259.44
2018-09-20,20.1,21.6,11.4,2.7,91.3,12.2,4.69,9.5,101.4
2018-09-21,19.3,21.9,27.2,2.6,92.1,12.2,2.23,9.5,46.44
2018-09-22,19.1,27.5,,2.7,75.8,12.2,19.96,4.9,449.64
2018-09-23,19.2,26.9,,2.3,70.1,12.1,15.49,7.0,348.12
2018-09-24,16.8,22.0,,2.9,49.9,12.1,10.51,8.1,241.32
2018-09-25,14.9,25.5,,2.9,59.8,12.1,21.66,2.0,444.72
2018-09-26,17.3,24.2,2.4,3.8,63.8,12.0,13.25,6.4,330.48
2018-09-27,17.0,23.8,,3.7,61.0,12.0,15.39,1.4,434.28
2018-09-28,16.8,24.8,0.0,3.2,66.4,12.0,16.52,6.8,348.6
2018-09-29,17.2,19.1,37.1,2.6,90.3,11.9,1.5,9.9,28.56
2018-09-30,15.9,25.2,13.7,2.9,71.3,11.9,11.92,5.8,306.6
2018-10-01,15.2,22.4,,4.0,52.9,11.9,17.7,3.0,432.6
2018-10-02,14.0,22.3,,0.6,65.4,11.8,18.68,1.4,389.64
2018-10-03,14.5,24.6,,0.3,63.6,11.8,20.45,2.5,434.88
2018-10-04,16.4,25.0,1.1,2.5,71.9,11.7,13.14,7.4,309.36
2018-10-05,18.1,20.3,51.3,2.8,96.6,11.7,2.47,10.0,68.16
2018-10-06,19.2,23.6,67.4,6.1,86.0,11.7,5.06,7.1,0.0
2018-10-07,18.2,25.6,,2.0,72.6,11.6,18.27,1.9,0.0
2018-10-08,15.5,23.7,,2.0,52.5,11.6,19.28,2.1,17.88
2018-10-09,15.5,21.1,0.0,1.6,63.6,11.6,9.29,9.1,167.52
2018-10-10,12.6,20.9,0.0,2.0,64.1,11.5,9.96,9.1,171.96
2018-10-11,10.6,17.5,,2.2,44.1,11.5,14.88,4.6,292.2
2018-10-12,9.5,18.5,,0.9,55.0,11.5,19.51,0.5,319.08
2018-10-13,11.7,21.5,,1.3,63.6,11.4,12.56,4.0,186.0
2018-10-14,12.8,22.1,,0.8,61.5,11.4,16.73,4.1,279.96
2018-10-15,14.9,22.5,,0.7,57.3,11.4,16.95,5.4,275.16
2018-10-16,13.9,20.2,,0.6,67.5,11.3,7.58,8.9,125.28
2018-10-17,12.8,21.6,,1.3,67.8,11.3,15.88,1.9,252.24
2018-10-18,12.1,20.8,,1.4,55.8,11.2,17.1,1.3,355.8
2018-10-19,11.4,21.6,,1.8,58.5,11.2,17.18,1.3,382.2
2018-10-20,10.8,21.4,,0.5,59.5,11.2,18.1,0.5,369.84
2018-10-21,11.3,22.2,,0.5,58.8,11.1,18.06,0.0,366.84
2018-10-22,13.1,22.8,,0.6,69.9,11.1,11.5,7.0,261.96
2018-10-23,15.7,22.7,0.0,1.8,64.4,11.1,13.14,5.0,295.56
