일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),총량(kw)
2017-05-11,15.5,23.9,,4.6,78.8,13.9,20.73,7.5,667.7280000000001
2017-05-12,15.7,18.4,11.8,2.8,90.4,13.9,2.57,10.0,74.34
2017-05-13,14.3,20.9,,4.0,74.9,14.0,23.21,2.8,765.4680000000001
2017-05-14,14.2,23.2,,3.9,40.8,14.0,27.07,3.0,822.888
2017-05-15,13.5,21.0,,3.7,42.9,14.0,20.66,6.8,704.4839999999999
2017-05-16,14.5,21.4,,2.8,59.8,14.0,23.6,5.6,754.56
2017-05-17,15.2,21.6,0.0,1.9,73.4,14.1,21.39,3.8,736.596
2017-05-18,14.7,25.9,,2.7,66.9,14.1,26.21,0.0,790.992
2017-05-19,16.5,27.9,,3.7,45.6,14.1,27.06,0.0,781.632
2017-05-20,18.1,26.3,,4.1,44.9,14.1,24.86,5.1,723.924
2017-05-21,17.0,25.8,,3.6,56.5,14.2,23.59,6.1,695.988
2017-05-22,16.0,25.8,,2.4,66.1,14.2,26.91,1.5,778.824
2017-05-23,15.1,24.1,,2.9,74.8,14.2,18.9,7.9,634.752
2017-05-24,17.7,23.1,,2.5,79.6,14.2,19.82,7.8,589.86
2017-05-25,16.3,28.2,,3.9,65.4,14.2,26.74,1.5,767.4839999999999
2017-05-26,13.2,21.1,,3.2,61.5,14.3,25.38,0.9,738.828
2017-05-27,13.5,22.7,,3.4,66.5,14.3,27.63,0.0,794.8439999999999
2017-05-28,15.7,24.1,,4.0,55.0,14.3,25.13,0.9,723.168
2017-05-29,17.8,26.1,,3.8,62.8,14.3,26.09,2.9,741.7439999999999
2017-05-30,17.6,25.9,,2.6,66.0,14.3,21.84,6.6,635.22
2017-05-31,17.3,25.4,,3.9,77.5,14.4,17.06,7.9,551.448
2017-06-01,18.3,24.8,,3.4,78.5,14.4,23.7,3.9,643.5
2017-06-02,15.4,22.5,,2.9,70.8,14.4,26.81,1.1,766.908
2017-06-03,16.2,25.4,0.0,2.9,59.6,14.4,26.41,4.6,755.172
2017-06-04,15.8,25.2,,2.3,50.1,14.4,26.71,1.4,752.58
2017-06-05,17.0,23.5,,2.8,54.6,14.4,26.26,5.1,750.132
2017-06-06,16.8,21.7,0.5,2.5,71.9,14.4,9.39,9.6,326.844
2017-06-07,17.4,22.9,18.3,4.3,85.0,14.4,9.85,8.8,380.34
2017-06-08,16.5,27.1,,3.2,64.1,14.5,28.12,2.3,801.72
2017-06-09,18.1,27.3,,4.3,57.3,14.5,26.57,1.8,761.904
2017-06-10,19.3,24.2,,4.0,57.4,14.5,20.89,8.1,714.456
2017-06-11,17.8,24.3,0.0,3.1,52.9,14.5,25.33,6.5,782.316
2017-06-12,16.5,22.4,,3.4,63.3,14.5,20.08,7.8,669.9960000000001
2017-06-13,15.9,21.2,0.0,2.5,69.5,14.5,23.87,6.6,742.752
2017-06-14,16.9,24.1,,3.7,64.6,14.5,27.0,1.1,779.2560000000001
2017-06-15,19.2,30.4,,3.0,56.5,14.5,26.35,0.0,741.924
2017-06-16,18.2,24.5,,3.1,69.1,14.5,27.07,1.5,795.312
2017-06-17,17.4,23.3,,2.9,73.6,14.5,25.22,0.3,743.2919999999999
2017-06-18,17.9,24.7,,2.5,71.1,14.5,25.98,0.5,754.5239999999999
2017-06-19,19.0,26.0,,3.8,72.5,14.5,25.19,4.4,735.1560000000001
2017-06-20,18.4,24.9,9.4,2.5,80.5,14.5,7.41,9.3,240.3
2017-06-21,18.6,26.5,,3.1,77.5,14.5,23.92,6.4,728.568
2017-06-22,19.2,27.4,,2.9,79.5,14.5,24.46,3.9,731.448
2017-06-23,20.3,28.3,,2.4,68.4,14.5,23.26,4.5,735.336
2017-06-24,20.4,26.5,0.1,1.8,74.5,14.5,14.49,7.8,426.6
2017-06-25,21.4,25.3,,1.9,80.1,14.5,15.08,8.8,452.376
2017-06-26,21.3,25.1,0.0,2.2,80.0,14.5,11.31,9.1,428.904
2017-06-27,20.7,25.8,,2.5,74.8,14.5,16.16,8.6,518.616
2017-06-28,20.6,27.8,,2.5,78.0,14.5,23.05,4.9,716.184
2017-06-29,20.7,23.9,21.1,1.8,85.6,14.5,6.51,9.5,206.424
2017-06-30,20.9,27.6,0.4,3.4,84.8,14.5,20.26,8.4,523.98
2017-07-01,23.1,28.4,,5.4,82.6,14.5,18.51,8.8,488.52
2017-07-02,23.2,26.6,2.3,5.4,90.4,14.5,10.54,8.8,291.92400000000004
2017-07-03,23.9,27.4,0.0,6.0,84.1,14.5,8.18,9.6,350.964
2017-07-04,21.9,27.9,122.6,3.0,92.5,14.5,13.87,9.0,435.42
2017-07-05,21.2,26.4,18.1,1.7,86.6,14.5,17.56,7.8,538.38
2017-07-06,21.9,27.0,1.5,2.6,89.6,14.4,11.07,9.1,330.76800000000003
2017-07-07,22.2,26.5,1.5,4.8,90.9,14.4,8.99,9.5,239.796
2017-07-08,23.9,28.1,1.8,3.6,90.8,14.4,12.53,9.5,335.844
2017-07-09,23.9,28.8,0.3,3.9,89.6,14.4,22.27,8.6,618.5880000000001
2017-07-10,23.9,26.4,7.0,7.5,94.5,14.4,4.85,10.0,100.152
2017-07-11,22.7,27.0,1.5,4.8,85.4,14.4,13.08,9.1,343.404
2017-07-12,22.9,30.4,,3.1,77.0,14.4,26.87,0.4,725.076
2017-07-13,22.4,28.4,,3.7,79.6,14.3,27.08,2.9,764.64
2017-07-14,23.3,29.6,,3.7,82.1,14.3,22.19,6.4,654.696
2017-07-15,24.8,30.1,,4.5,84.4,14.3,16.16,8.4,508.10400000000004
2017-07-16,24.9,30.9,,4.9,79.5,14.3,22.34,6.4,626.832
2017-07-17,24.4,30.8,0.5,4.8,78.9,14.3,18.2,9.4,590.6519999999999
2017-07-18,23.6,29.5,7.5,3.5,86.0,14.2,15.32,8.0,361.04400000000004
2017-07-19,25.3,31.2,,2.8,76.4,14.2,23.28,2.9,639.936
2017-07-20,24.0,29.5,,2.8,84.1,14.2,22.9,1.5,691.2
2017-07-21,24.2,30.8,,3.2,78.9,14.2,24.5,4.3,711.72
2017-07-22,24.4,32.7,,2.6,78.8,14.2,22.37,5.3,664.5239999999999
2017-07-23,24.4,30.8,,2.5,82.8,14.1,17.45,8.6,554.76
2017-07-24,24.2,31.1,3.7,1.7,83.1,14.1,18.33,8.3,571.14
2017-07-25,24.0,29.4,1.1,2.5,84.6,14.1,6.99,9.0,232.27200000000002
2017-07-26,23.0,30.6,,3.1,63.8,14.1,25.7,2.9,764.748
2017-07-27,22.0,29.5,,2.8,69.5,14.0,26.38,0.1,753.9119999999999
2017-07-28,23.0,29.6,,2.2,68.0,14.0,23.8,4.1,716.2919999999999
2017-07-29,24.6,29.2,,2.6,77.3,14.0,14.54,9.0,536.76
2017-07-30,24.2,30.1,,2.2,75.5,14.0,21.33,5.0,677.304
2017-07-31,25.1,30.6,2.7,2.1,80.4,13.9,16.54,7.5,543.492
2017-08-01,24.8,31.5,,2.3,79.6,13.9,21.36,7.4,633.816
2017-08-02,24.3,30.8,,2.6,73.8,13.9,17.59,6.3,536.364
2017-08-03,23.9,31.8,,3.3,72.0,13.9,26.39,4.5,761.544
2017-08-04,25.9,34.0,,2.7,68.5,13.8,26.23,0.8,735.84
2017-08-05,27.3,35.3,,2.7,66.5,13.8,26.07,2.9,728.172
2017-08-06,27.6,36.2,,2.8,59.1,13.8,26.41,0.4,736.956
2017-08-07,27.3,35.0,0.0,2.5,70.1,13.7,19.65,2.4,507.744
2017-08-08,26.3,34.2,0.0,3.1,64.5,13.7,18.49,5.6,597.06
2017-08-09,25.8,29.1,14.6,1.9,84.3,13.7,7.34,9.9,194.18400000000003
2017-08-10,25.9,33.1,,2.0,77.8,13.6,15.31,8.0,468.82800000000003
2017-08-11,24.7,30.7,0.0,2.8,71.8,13.6,16.66,5.4,430.704
2017-08-12,23.2,30.7,,2.8,68.0,13.6,13.55,5.1,480.49199999999996
2017-08-13,22.9,29.3,0.0,3.0,72.1,13.6,12.15,8.6,427.032
2017-08-14,21.9,24.7,28.3,3.2,90.4,13.5,3.05,10.0,105.37200000000001
2017-08-15,21.9,27.7,6.1,2.4,86.4,13.5,7.81,9.6,256.464
2017-08-16,24.6,27.8,4.7,1.7,87.4,13.5,5.87,9.5,203.00400000000002
2017-08-17,23.7,28.7,,2.2,80.1,13.4,14.43,7.9,435.852
2017-08-18,24.1,29.2,0.0,2.0,80.6,13.4,11.12,7.9,536.868
2017-08-19,24.1,28.9,,2.5,80.4,13.4,14.86,6.9,524.4119999999999
2017-08-20,24.5,29.1,0.7,2.4,83.1,13.3,11.97,8.5,448.884
2017-08-21,26.2,29.5,0.2,4.5,82.1,13.3,10.49,9.0,334.98
2017-08-22,25.5,29.2,27.2,4.5,87.1,13.3,10.3,7.9,307.764
2017-08-23,26.1,31.7,,5.1,82.6,13.2,20.02,6.0,662.9760000000001
2017-08-24,27.3,32.9,0.7,6.2,76.6,13.2,20.12,6.5,739.368
2017-08-25,25.3,29.7,0.0,3.2,77.9,13.2,14.61,6.1,396.36
2017-08-26,23.3,30.1,,2.2,46.0,13.1,22.84,4.8,751.752
2017-08-27,21.8,29.4,,2.0,57.8,13.1,23.67,1.8,774.7560000000001
2017-08-28,21.7,29.5,,3.5,68.1,13.1,20.65,3.1,703.7280000000001
2017-08-29,22.6,28.9,,3.3,72.6,13.0,16.81,6.1,563.832
2017-08-30,21.1,28.8,,2.5,63.4,13.0,15.23,7.5,555.876
2017-08-31,18.7,28.5,,3.1,53.4,12.9,20.51,4.3,682.056
2017-09-01,19.9,28.5,,3.5,57.9,12.9,18.56,3.8,712.836
2017-09-02,19.0,27.5,,3.2,58.8,12.9,15.77,5.4,562.0319999999999
2017-09-03,19.4,27.8,,3.1,62.5,12.8,20.94,5.5,700.056
2017-09-04,21.3,28.0,,2.9,67.8,12.8,11.25,8.5,459.108
2017-09-05,21.9,26.4,0.6,2.2,79.0,12.8,5.23,9.0,225.864
2017-09-06,21.6,25.6,33.0,1.3,93.3,12.7,3.79,10.0,137.05200000000002
2017-09-07,18.7,24.5,11.8,2.2,85.8,12.7,8.83,7.1,284.112
2017-09-08,20.0,28.9,,2.4,69.3,12.7,21.15,0.5,733.0319999999999
2017-09-09,20.8,29.7,,1.6,71.3,12.6,16.87,5.9,614.484
2017-09-10,21.5,28.2,,1.8,72.1,12.6,17.06,7.9,622.08
2017-09-11,21.3,25.7,264.1,3.0,92.1,12.6,4.86,9.5,157.968
2017-09-12,20.9,28.6,,2.3,72.5,12.5,21.76,2.1,770.3639999999999
2017-09-13,19.6,27.8,,3.3,51.9,12.5,21.69,0.4,797.7239999999999
2017-09-14,19.3,27.3,,3.3,62.9,12.5,21.55,3.5,792.4680000000001
2017-09-15,21.2,24.3,,4.8,56.8,12.4,10.76,8.5,461.376
2017-09-16,21.0,24.4,0.0,4.6,71.1,12.4,4.73,9.9,240.192
2017-09-17,19.9,24.2,7.2,3.4,85.5,12.3,5.12,7.5,226.72799999999998
2017-09-18,18.3,26.8,,3.1,74.9,12.3,20.52,1.0,721.98
2017-09-19,19.2,26.7,,4.3,70.4,12.3,13.29,6.5,516.564
2017-09-20,19.3,26.0,,3.8,56.5,12.2,9.43,7.0,335.34
2017-09-21,18.0,25.6,,2.2,63.8,12.2,16.54,4.0,645.552
2017-09-22,19.2,26.6,,2.3,71.6,12.2,16.0,4.3,601.308
2017-09-23,19.3,26.5,,2.0,67.3,12.1,10.33,6.8,414.792
2017-09-24,18.5,27.6,,2.0,65.9,12.1,17.09,1.9,710.352
2017-09-25,20.8,28.1,,2.6,67.3,12.1,16.89,3.5,685.32
2017-09-26,20.6,27.0,,2.7,72.4,12.0,18.54,5.4,777.0
2017-09-27,19.1,22.0,18.3,2.7,87.6,12.0,1.46,9.6,122.0
2017-09-28,18.2,25.3,,3.1,67.9,12.0,14.49,4.8,572.808
2017-09-29,14.5,23.3,,2.5,44.5,11.9,18.7,2.3,802.908
2017-09-30,15.2,25.6,,2.3,48.9,11.9,18.16,0.5,783.4680000000001
2017-10-01,16.7,23.2,5.0,2.4,66.3,11.8,3.5,8.8,178.956
2017-10-02,18.9,25.7,104.6,2.6,87.4,11.8,7.53,9.3,288.54
2017-10-03,18.8,25.3,0.0,2.8,73.0,11.8,13.4,6.1,651.492
2017-10-04,17.4,23.5,0.0,3.2,67.8,11.7,11.68,8.1,521.352
2017-10-05,16.8,22.4,1.5,3.3,67.9,11.7,7.6,9.6,344.7
2017-10-06,16.4,21.4,9.0,2.1,92.8,11.7,4.48,9.6,150.588
2017-10-07,18.3,25.4,,1.8,81.5,11.6,9.79,5.4,366.37199999999996
2017-10-08,18.2,26.4,,2.0,78.0,11.6,17.03,1.5,700.92
2017-10-09,19.2,26.9,,2.2,77.6,11.5,16.56,0.5,724.788
2017-10-10,20.1,28.7,,2.3,76.8,11.5,16.01,2.8,694.1160000000001
2017-10-11,20.3,26.2,0.0,2.5,80.8,11.5,8.21,8.1,361.548
2017-10-12,13.6,20.3,6.7,2.6,84.5,11.4,0.6,10.0,54.72
2017-10-13,12.7,22.0,0.1,3.3,66.3,11.4,16.61,4.6,781.2360000000001
2017-10-14,13.8,22.0,,3.1,57.4,11.4,10.73,6.8,544.896
2017-10-15,13.7,17.3,10.2,3.6,77.5,11.3,2.29,9.9,169.59599999999998
2017-10-16,16.2,20.2,0.0,3.5,65.1,11.3,3.86,9.0,195.732
2017-10-17,15.9,21.8,,3.5,66.1,11.3,5.01,7.9,243.93599999999998
2017-10-18,16.4,18.7,0.0,4.0,62.4,11.2,2.63,9.4,141.66
2017-10-19,15.6,22.2,,3.5,64.5,11.2,9.46,8.0,513.72
2017-10-20,15.6,22.8,,3.5,65.4,11.2,11.22,2.4,581.868
2017-10-21,15.3,22.6,,3.9,63.6,11.1,11.92,4.4,624.564
2017-10-22,15.6,21.9,,5.7,58.3,11.1,8.84,6.0,565.596
2017-10-23,13.3,20.1,,3.5,51.9,11.1,11.08,5.9,547.812
2017-10-24,11.6,19.9,1.2,2.0,68.5,11.0,7.17,6.3,271.404
2017-10-25,11.0,20.8,,2.0,57.8,11.0,13.9,0.1,729.3960000000001
2017-10-26,11.3,21.0,,1.4,69.3,11.0,12.08,3.8,579.24
2017-10-27,13.4,22.7,,1.9,70.4,10.9,11.14,4.9,611.748
2017-10-28,15.8,20.7,,3.1,73.3,10.9,3.39,8.8,216.68400000000003
2017-10-29,10.4,23.7,,3.7,51.6,10.9,12.12,2.6,692.5319999999999
2017-10-30,7.3,17.2,,3.8,37.0,10.8,14.32,0.0,775.188
2017-10-31,7.6,19.4,,2.5,36.3,10.8,14.96,0.9,783.972
2017-11-01,10.1,21.6,,3.0,46.3,10.8,12.9,1.9,743.9760000000001
2017-11-02,12.2,21.5,,2.4,56.8,10.7,10.74,6.1,644.616
2017-11-03,12.5,23.2,,3.1,56.9,10.7,10.6,0.9,658.62
2017-11-04,7.0,16.3,,3.1,51.8,10.7,11.85,1.3,638.748
2017-11-05,6.9,18.1,,2.9,49.1,10.6,11.99,0.0,744.12
2017-11-06,8.4,19.4,,3.0,56.1,10.6,11.18,1.1,704.3760000000001
2017-11-07,11.8,19.7,,2.9,69.1,10.6,5.12,7.5,343.764
2017-11-08,13.9,23.6,,2.9,51.8,10.5,9.71,3.3,600.768
2017-11-09,10.8,20.3,,2.1,49.5,10.5,10.18,0.0,637.128
2017-11-10,11.5,21.1,0.0,4.0,63.0,10.5,6.85,4.1,496.476
2017-11-11,6.5,15.2,,2.9,39.3,10.5,10.59,0.0,29.951999999999998
2017-11-12,7.3,17.7,,2.3,46.5,10.4,8.59,3.5,0.0
2017-11-13,9.0,18.2,,3.2,62.0,10.4,8.06,6.5,0.0
2017-11-14,8.7,18.4,,2.4,37.8,10.4,9.09,3.5,0.0
2017-11-15,5.2,14.8,,3.3,38.4,10.3,10.14,0.9,503.92800000000005
2017-11-16,3.2,12.3,,2.1,46.0,10.3,11.58,0.0,684.0360000000001
2017-11-17,5.3,15.7,0.3,1.7,57.9,10.3,6.16,7.1,330.66
2017-11-18,0.9,11.6,0.0,4.2,31.0,10.3,10.62,2.9,716.688
2017-11-19,-1.0,7.3,,2.8,32.5,10.2,12.5,3.5,731.4119999999999
2017-11-20,2.4,11.1,,2.3,35.6,10.2,11.98,2.8,703.584
2017-11-21,4.3,12.8,,3.3,53.1,10.2,11.23,2.3,628.38
2017-11-22,6.5,12.7,,3.1,48.8,10.2,4.92,8.9,202.356
2017-11-23,2.7,10.4,,3.4,40.1,10.1,11.22,1.1,619.56
2017-11-24,1.9,11.0,,3.9,47.6,10.1,10.99,1.5,527.436
2017-11-25,1.6,11.6,,3.0,55.4,10.1,9.97,5.3,569.304
2017-11-26,8.0,16.8,,3.2,57.1,10.1,5.81,6.3,330.336
2017-11-27,7.7,17.3,,2.1,63.3,10.1,9.06,2.6,519.156
2017-11-28,10.7,19.8,,3.6,68.6,10.0,6.28,3.5,413.856
2017-11-29,10.4,17.2,,2.5,47.9,10.0,3.75,5.9,315.612
2017-11-30,1.7,11.1,,3.4,20.1,10.0,5.48,6.3,337.716
2017-12-01,-1.3,7.9,,3.0,26.6,10.0,12.24,1.4,721.008
2017-12-02,0.4,10.7,,2.2,38.3,10.0,10.47,3.1,575.388
2017-12-03,3.0,14.5,,2.1,48.4,10.0,9.04,4.3,508.716
2017-12-04,-0.5,11.6,,3.4,41.8,9.9,8.71,2.3,472.716
2017-12-05,-2.4,4.8,,3.2,34.9,9.9,11.75,0.0,704.52
2017-12-06,-1.6,9.8,,1.9,45.6,9.9,10.68,0.0,620.064
2017-12-07,3.4,11.6,,2.8,49.8,9.9,8.59,4.6,433.224
2017-12-08,-1.2,5.6,,3.5,32.0,9.9,11.62,0.4,685.296
2017-12-09,-1.9,8.5,,2.3,49.1,9.9,9.34,3.8,527.832
2017-12-10,3.9,10.8,0.2,3.4,60.9,9.9,5.33,5.4,309.42
2017-12-11,-3.2,5.7,,6.4,37.6,9.8,11.21,1.3,672.768
2017-12-12,-6.1,1.6,,2.4,30.5,9.9,11.29,1.0,684.0360000000001
2017-12-13,-5.8,4.5,,3.3,20.6,9.8,11.55,0.0,698.508
2017-12-14,-3.4,9.8,,1.4,20.1,9.8,9.67,4.8,554.6519999999999
2017-12-15,1.0,9.9,,2.0,22.9,9.8,10.01,3.6,586.044
2017-12-16,-2.8,5.4,,2.8,38.3,9.8,8.54,3.8,412.74
2017-12-17,-5.4,2.8,,2.9,32.5,9.8,11.48,0.0,691.92
2017-12-18,-3.2,7.5,,3.1,46.1,9.8,10.47,1.3,614.52
2017-12-19,-1.0,7.6,,3.5,41.0,9.8,10.39,1.1,617.328
2017-12-20,-2.9,8.2,,3.2,33.6,9.8,11.23,0.0,671.58
2017-12-21,0.8,9.8,,2.5,38.3,9.8,11.1,0.0,653.328
2017-12-22,0.4,10.6,,3.2,44.9,9.8,10.78,0.9,630.864
2017-12-23,4.0,13.4,,3.0,48.6,9.8,9.22,4.4,498.168
2017-12-24,4.2,13.4,10.4,4.2,68.9,9.8,1.89,7.4,46.872
2017-12-25,0.1,7.5,,3.3,38.0,9.8,11.43,0.0,689.22
2017-12-26,-0.7,8.9,,3.5,38.9,9.8,9.26,1.3,400.86
2017-12-27,-4.5,3.7,,2.5,21.5,9.8,11.78,0.0,712.62
2017-12-28,-1.5,6.2,,3.2,36.9,9.8,8.01,3.1,406.98
2017-12-29,1.3,11.4,,2.4,53.0,9.8,9.18,0.6,482.54400000000004
2017-12-30,2.6,12.6,,2.0,57.9,9.8,7.89,6.1,410.436
2017-12-31,1.2,9.3,0.0,3.8,42.3,9.8,10.67,1.4,631.656
2018-01-01,-1.1,7.4,,2.7,32.0,9.9,11.66,0.0,692.784
2018-01-02,-0.3,9.4,,2.2,39.6,9.9,9.87,1.9,561.528
2018-01-03,-0.2,6.9,,2.8,24.5,9.9,11.39,3.6,664.38
2018-01-04,-1.7,7.7,,2.3,38.3,9.9,7.82,7.4,430.236
2018-01-05,0.7,9.7,0.8,2.6,46.6,9.9,9.6,3.8,575.748
2018-01-06,-0.8,8.5,,3.0,33.6,9.9,11.67,0.4,691.056
2018-01-07,0.4,9.4,0.1,1.2,48.0,9.9,4.48,7.8,167.61599999999999
2018-01-08,4.3,7.4,6.4,2.8,83.6,9.9,1.47,9.4,45.288000000000004
2018-01-09,0.1,4.7,,6.6,47.0,9.9,11.31,3.4,648.036
2018-01-10,-4.8,2.5,0.2,4.1,51.9,10.0,9.68,2.1,520.884
2018-01-11,-7.4,0.0,,4.3,42.6,10.0,12.36,0.0,696.564
2018-01-12,-9.4,0.1,,3.1,34.5,10.0,12.67,0.0,681.3
2018-01-13,-5.7,5.6,,2.1,46.3,10.0,10.34,0.6,582.2280000000001
2018-01-14,-1.1,9.1,,1.7,60.5,10.0,8.64,3.6,482.292
2018-01-15,4.2,14.0,0.1,3.9,62.4,10.1,11.72,2.1,665.9639999999999
2018-01-16,5.5,11.0,27.6,3.1,84.4,10.1,1.12,9.5,23.291999999999998
2018-01-17,5.4,8.3,5.4,2.8,90.5,10.1,3.47,6.3,115.956
2018-01-18,4.1,11.6,,3.2,67.8,10.1,10.14,3.1,530.424
2018-01-19,1.8,11.9,,3.4,39.0,10.1,11.58,0.9,680.6160000000001
2018-01-20,0.7,10.5,,3.4,36.5,10.2,11.07,0.6,624.2040000000001
2018-01-21,2.1,11.5,,2.3,38.3,10.2,9.08,5.8,541.404
2018-01-22,4.7,7.6,0.3,3.1,62.4,10.2,5.4,6.9,225.864
2018-01-23,-5.4,6.1,,4.4,36.3,10.2,12.79,1.3,734.508
2018-01-24,-9.8,-2.2,,3.7,29.8,10.3,13.15,1.3,720.684
2018-01-25,-9.8,0.2,,3.6,22.3,10.3,13.87,5.5,780.696
2018-01-26,-9.9,0.3,,2.8,23.9,10.3,14.16,1.5,780.3
2018-01-27,-8.6,5.4,,2.4,24.5,10.3,13.77,2.5,769.3919999999999
2018-01-28,-1.0,5.5,,3.0,30.5,10.4,11.42,5.8,645.66
2018-01-29,-6.0,2.4,,2.7,33.0,10.4,13.48,1.0,731.988
2018-01-30,-6.8,3.0,,3.2,34.0,10.4,13.33,4.1,740.916
2018-01-31,-3.4,6.8,,2.7,39.9,10.5,8.96,7.1,463.06800000000004
2018-02-01,-0.6,9.4,,2.5,33.5,10.5,13.04,0.1,742.716
2018-02-02,-0.8,7.4,,2.7,25.3,10.5,9.77,6.5,470.80800000000005
2018-02-03,-4.8,4.3,,4.2,28.8,10.5,14.36,0.0,788.9760000000001
2018-02-04,-8.0,-0.2,,4.4,30.5,10.6,15.09,0.0,837.432
2018-02-05,-8.0,1.5,,4.1,30.0,10.6,14.71,0.0,808.632
2018-02-06,-8.9,0.5,,3.6,27.6,10.6,15.35,0.0,843.048
2018-02-07,-9.6,3.1,,3.0,31.4,10.7,15.54,0.0,820.8
2018-02-08,-4.5,6.8,,2.3,32.0,10.7,13.4,1.5,717.336
2018-02-09,0.0,10.9,0.2,2.8,57.3,10.7,10.18,7.6,514.116
2018-02-10,1.1,11.6,,3.2,40.6,10.8,7.88,7.5,386.208
2018-02-11,-4.6,3.5,,4.5,35.6,10.8,13.63,2.4,619.596
2018-02-12,-4.0,3.5,,5.7,44.1,10.8,15.75,1.3,823.824
2018-02-13,-2.6,6.7,,4.3,42.5,10.9,15.64,0.0,805.4639999999999
2018-02-14,1.9,12.9,,7.1,59.5,10.9,12.7,4.5,617.184
2018-02-15,5.1,11.9,,2.2,55.6,10.9,10.18,7.0,503.208
2018-02-16,3.6,11.6,,2.0,51.3,11.0,8.2,6.1,421.99199999999996
2018-02-17,0.2,9.5,,3.5,20.9,11.0,16.37,2.6,848.88
2018-02-18,0.1,9.9,,2.4,26.9,11.0,11.46,7.1,548.784
2018-02-19,4.1,11.2,,1.8,39.3,11.1,9.3,7.5,415.944
2018-02-20,3.2,13.8,,2.3,32.6,11.1,13.78,4.1,673.812
2018-02-21,2.6,9.8,,3.3,33.6,11.1,11.14,5.5,528.444
2018-02-22,0.2,8.9,,4.6,28.4,11.2,14.94,2.5,715.6080000000001
2018-02-23,1.9,12.3,,5.3,48.8,11.2,14.6,0.0,491.796
2018-02-24,5.5,14.7,,4.0,50.1,11.3,14.23,5.3,636.9119999999999
2018-02-25,5.6,13.9,0.0,2.2,73.9,11.3,8.83,7.4,494.74800000000005
2018-02-26,3.2,11.9,,2.7,53.1,11.3,15.49,0.0,778.788
2018-02-27,4.2,14.7,,2.6,59.8,11.3,12.71,4.5,618.372
2018-02-28,7.6,12.3,52.3,3.8,78.6,11.4,1.04,9.8,77.36399999999999
2018-03-01,2.7,12.0,,6.7,43.8,11.4,13.03,4.4,771.9839999999999
2018-03-02,-0.7,9.8,,3.5,41.6,11.5,15.78,2.4,859.8960000000001
2018-03-03,4.1,16.4,,2.8,59.4,11.5,9.39,3.6,511.12800000000004
2018-03-04,10.2,15.4,39.1,3.0,82.1,11.5,3.22,8.3,208.00799999999998
2018-03-05,3.4,13.4,7.7,4.6,83.5,11.6,0.46,8.9,73.044
2018-03-06,3.1,11.4,,4.1,59.5,11.6,12.83,5.1,291.312
2018-03-07,5.0,9.7,3.8,4.1,69.1,11.6,1.48,9.8,206.24400000000003
2018-03-08,4.2,6.3,23.5,3.6,86.8,11.7,1.52,9.0,69.768
2018-03-09,2.2,9.4,,2.3,69.3,11.7,4.67,7.0,309.6
2018-03-10,3.4,11.2,,3.2,63.3,11.8,8.17,4.1,663.444
2018-03-11,4.3,15.6,,3.4,41.9,11.8,16.54,0.0,834.732
2018-03-12,6.0,15.8,,3.4,56.6,11.8,15.45,0.0,798.2639999999999
2018-03-13,9.7,17.3,,5.7,71.0,11.9,13.35,0.1,821.448
2018-03-14,12.4,19.0,,5.0,73.4,11.9,14.03,2.8,798.1560000000001
2018-03-15,10.1,15.6,62.0,4.9,92.3,11.9,1.52,9.9,24.444000000000003
2018-03-16,2.4,10.3,2.5,5.3,62.4,12.0,9.2,6.4,587.628
2018-03-17,2.3,10.8,,3.1,61.6,12.0,16.89,3.8,869.2919999999999
2018-03-18,4.9,16.4,5.0,1.6,77.1,12.1,9.13,7.8,393.336
2018-03-19,5.4,12.8,37.1,4.4,90.8,12.1,1.35,10.0,117.82799999999999
2018-03-20,3.0,8.5,3.4,6.6,65.0,12.1,3.66,9.9,409.14
2018-03-21,1.0,4.4,22.0,4.7,86.3,12.2,3.59,10.0,143.892
2018-03-22,2.0,14.3,,3.3,61.0,12.2,13.63,3.5,772.596
2018-03-23,4.7,15.6,,3.2,53.5,12.2,15.44,0.0,858.096
2018-03-24,6.6,18.5,,3.9,44.9,12.3,14.77,1.5,765.432
2018-03-25,8.8,19.4,,3.5,50.5,12.3,14.08,0.0,829.1519999999999
2018-03-26,12.1,21.4,,3.4,39.8,12.3,16.54,1.0,793.1519999999999
2018-03-27,11.4,21.1,,4.2,41.3,12.4,15.26,0.0,808.632
2018-03-28,11.5,19.4,,4.7,58.0,12.4,14.9,0.3,834.8760000000001
2018-03-29,11.2,22.3,,3.2,61.4,12.4,12.38,1.4,708.804
2018-03-30,10.2,17.2,,4.0,52.4,12.5,17.2,0.0,829.332
2018-03-31,9.0,18.3,,2.6,49.4,12.5,15.71,0.0,766.44
2018-04-01,13.4,19.5,,4.6,64.1,12.6,10.96,5.5,598.3919999999999
2018-04-02,15.3,21.3,,4.8,76.4,12.6,15.47,0.6,784.944
2018-04-03,15.6,21.5,,5.3,78.0,12.6,15.85,2.8,774.576
2018-04-04,8.5,17.6,5.9,3.4,85.5,12.7,1.0,10.0,123.624
2018-04-05,8.8,12.1,0.0,3.2,75.4,12.7,3.82,10.0,223.2
2018-04-06,6.6,16.4,21.0,4.2,64.4,12.7,9.0,7.3,478.836
