일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),총량(kw)
2016-06-17,19.3,28.6,,3.4,67.6,14.5,27.19,1.0,782.82
2016-06-18,19.1,25.5,2.8,4.3,80.5,14.5,25.08,5.1,792.828
2016-06-19,21.0,28.6,9.1,3.8,88.4,14.5,20.41,6.4,628.056
2016-06-20,21.1,28.7,10.2,3.0,88.1,14.5,15.06,7.4,447.69599999999997
2016-06-21,21.2,24.6,3.1,1.9,89.6,14.5,8.3,9.9,320.29200000000003
2016-06-22,21.3,23.3,13.4,2.1,93.8,14.5,3.64,10.0,106.12799999999999
2016-06-23,20.6,26.6,,2.1,79.3,14.5,25.94,4.3,786.528
2016-06-24,21.2,24.2,53.7,3.5,92.9,14.5,2.19,10.0,47.843999999999994
2016-06-25,20.6,25.7,,4.8,67.6,14.5,16.29,5.0,503.46
2016-06-26,19.6,28.6,,3.8,70.9,14.5,26.18,0.3,2.9160000000000004
2016-06-27,19.3,23.4,0.2,2.7,93.0,14.5,8.0,8.8,103.75200000000001
2016-06-28,18.8,25.3,0.0,1.9,72.6,14.5,14.59,8.8,447.408
2016-06-29,20.1,25.1,2.9,2.0,86.3,14.5,10.18,8.5,346.968
2016-06-30,20.3,27.2,,3.8,84.0,14.5,20.19,6.3,610.8480000000001
2016-07-01,22.2,24.0,31.9,6.4,94.9,14.5,3.09,9.3,72.648
2016-07-02,21.7,24.4,44.4,7.3,94.9,14.5,4.48,10.0,168.87599999999998
2016-07-03,20.2,24.7,15.4,2.1,94.5,14.5,6.99,10.0,215.31599999999997
2016-07-04,20.4,22.1,63.0,1.4,99.1,14.5,2.66,10.0,86.76
2016-07-05,20.0,26.1,1.0,5.3,98.3,14.5,8.24,9.8,252.43200000000002
2016-07-06,20.3,29.2,,3.9,90.6,14.4,21.46,6.9,615.492
2016-07-07,19.5,27.6,0.1,2.2,89.9,14.4,25.92,4.8,743.22
2016-07-08,23.1,30.4,0.0,1.6,86.6,14.4,16.37,7.6,502.596
2016-07-09,22.6,29.0,,2.1,78.6,14.4,27.04,1.9,765.1080000000001
2016-07-10,23.1,29.3,,2.6,83.6,14.4,19.08,7.6,588.744
2016-07-11,23.5,27.0,14.7,2.1,92.3,14.4,5.82,10.0,207.43200000000002
2016-07-12,22.5,25.2,6.3,2.5,95.8,14.4,5.25,9.9,150.624
2016-07-13,22.7,29.5,1.3,2.6,86.5,14.3,19.54,6.3,532.476
2016-07-14,22.8,31.9,0.1,2.7,72.1,14.3,23.82,4.4,687.3480000000001
2016-07-15,22.2,27.6,,2.6,70.3,14.3,22.57,5.0,734.9760000000001
2016-07-16,22.0,24.3,9.8,2.5,91.9,14.3,2.39,9.3,88.164
2016-07-17,21.8,28.6,,3.2,79.6,14.3,21.9,3.8,649.7280000000001
2016-07-18,22.4,28.0,,2.0,86.0,14.2,19.54,6.8,602.928
2016-07-19,23.2,28.4,,2.6,79.1,14.2,24.3,5.9,742.5
2016-07-20,22.2,28.4,,3.1,72.8,14.2,25.43,2.8,766.944
2016-07-21,21.6,27.9,,2.8,73.6,14.2,24.03,4.5,761.688
2016-07-22,21.6,28.2,,2.8,75.0,14.2,25.0,4.4,762.084
2016-07-23,22.2,29.5,,2.6,77.6,14.1,24.85,4.6,780.696
2016-07-24,23.3,30.4,,3.3,85.1,14.1,18.04,5.0,570.816
2016-07-25,26.0,31.2,0.8,3.6,85.4,14.1,16.2,6.8,494.964
2016-07-26,26.2,31.1,,4.9,82.1,14.1,22.31,4.3,604.404
2016-07-27,26.3,32.2,,5.5,80.0,14.0,23.74,3.5,708.9839999999999
2016-07-28,27.2,31.4,,5.7,81.6,14.0,17.84,5.9,453.78
2016-07-29,26.1,31.9,,4.3,81.8,14.0,23.85,4.1,624.636
2016-07-30,26.8,32.7,,4.0,81.1,14.0,23.91,3.4,711.1439999999999
2016-07-31,26.3,32.1,,2.2,75.9,13.9,22.72,2.9,699.9119999999999
2016-08-01,24.8,31.8,5.0,2.0,81.8,13.9,19.01,4.0,658.44
2016-08-02,25.2,31.1,0.6,1.5,79.9,13.9,14.98,7.8,518.724
2016-08-03,24.9,31.1,0.4,1.7,80.9,13.8,14.54,7.6,443.30400000000003
2016-08-04,25.5,31.7,,2.7,76.3,13.8,22.84,4.3,699.732
2016-08-05,25.4,32.0,,2.6,77.1,13.8,22.36,1.8,678.7080000000001
2016-08-06,25.4,32.7,,2.3,77.9,13.8,24.57,0.1,730.512
2016-08-07,26.5,33.0,,2.6,72.4,13.7,24.7,0.8,745.38
2016-08-08,26.8,34.4,,2.3,73.0,13.7,19.07,3.3,607.356
2016-08-09,26.2,32.9,,2.8,70.6,13.7,21.32,4.4,608.04
2016-08-10,25.0,32.2,,2.3,71.6,13.6,24.05,0.5,742.68
2016-08-11,26.9,34.8,,2.3,72.1,13.6,22.78,1.3,672.5880000000001
2016-08-12,27.9,34.5,,3.4,72.1,13.6,23.06,0.0,717.192
2016-08-13,28.2,35.3,,3.6,66.1,13.6,23.21,0.1,710.82
2016-08-14,28.3,37.3,,3.1,63.8,13.5,23.39,0.3,710.748
2016-08-15,25.3,36.6,53.8,1.7,75.0,13.5,13.48,6.0,511.056
2016-08-16,25.0,30.9,21.3,2.3,80.3,13.5,14.96,5.3,469.8
2016-08-17,25.3,32.3,,2.7,70.3,13.4,22.44,3.1,736.704
2016-08-18,25.7,32.5,,2.9,71.8,13.4,23.49,3.1,730.368
2016-08-19,25.6,32.7,,2.9,71.1,13.4,23.4,3.1,749.808
2016-08-20,25.9,31.7,,2.9,68.0,13.3,21.94,2.5,729.0360000000001
2016-08-21,25.9,33.3,0.0,2.9,68.4,13.3,16.54,3.1,467.64
2016-08-22,26.3,32.5,,2.9,70.1,13.3,21.58,3.4,685.4760000000001
2016-08-23,25.5,31.2,0.9,2.8,70.3,13.2,17.48,5.0,557.82
2016-08-24,24.2,31.8,,3.2,66.0,13.2,24.6,0.8,786.06
2016-08-25,24.9,33.4,,3.2,73.4,13.2,23.07,0.6,750.6360000000001
2016-08-26,20.8,27.9,0.0,3.4,74.6,13.1,9.18,7.5,321.444
2016-08-27,19.8,28.2,1.7,3.7,61.6,13.1,20.04,8.0,749.448
2016-08-28,17.6,24.0,57.6,3.6,94.3,13.1,3.65,10.0,108.324
2016-08-29,17.5,25.7,0.2,3.0,66.8,13.0,17.52,5.9,496.224
2016-08-30,19.4,26.0,,4.5,58.6,13.0,12.5,5.0,375.624
2016-08-31,21.5,29.8,,8.5,52.5,12.9,23.56,1.8,785.304
2016-09-01,24.0,29.3,,6.2,72.0,12.9,19.93,5.5,719.712
2016-09-02,19.7,24.9,118.0,2.7,93.9,12.9,1.46,10.0,51.408
2016-09-03,22.2,27.9,38.4,2.0,87.6,12.8,10.6,8.1,399.45599999999996
2016-09-04,23.2,28.4,0.1,2.1,78.6,12.8,10.17,6.9,304.704
2016-09-05,23.9,29.2,0.0,2.0,83.8,12.8,8.45,8.9,257.29200000000003
2016-09-06,23.5,28.8,0.0,2.0,80.8,12.7,9.54,8.3,293.76
2016-09-07,23.8,28.8,0.0,1.4,77.9,12.7,9.17,10.0,318.132
2016-09-08,20.1,28.4,1.3,2.3,72.3,12.7,20.87,3.6,740.4119999999999
2016-09-09,22.2,28.4,,2.2,78.4,12.6,18.67,3.4,642.024
2016-09-10,22.3,27.7,0.0,2.1,81.3,12.6,8.0,6.3,224.96400000000003
2016-09-11,21.1,28.3,0.0,2.7,74.6,12.6,13.4,6.5,495.39599999999996
2016-09-12,20.4,23.4,24.7,2.8,90.4,12.5,3.42,9.1,103.39200000000001
2016-09-13,19.7,27.4,,2.5,75.8,12.5,16.61,2.8,538.992
2016-09-14,20.2,28.2,,2.3,76.5,12.4,16.18,6.5,631.116
2016-09-15,21.1,27.7,,1.8,78.5,12.4,16.52,8.1,600.66
2016-09-16,22.3,26.0,0.0,1.3,80.9,12.4,5.71,9.9,187.668
2016-09-17,18.9,23.3,119.4,3.4,95.5,12.3,0.27,10.0,2.052
2016-09-18,20.6,23.1,7.8,3.7,85.3,12.3,6.09,9.5,217.296
2016-09-19,19.6,21.8,0.0,4.5,77.4,12.3,4.57,8.0,182.77200000000002
2016-09-20,18.3,25.1,,4.4,55.5,12.2,20.19,2.9,788.9760000000001
2016-09-21,17.7,25.6,,3.1,60.6,12.2,17.03,5.5,594.54
2016-09-22,19.2,24.6,0.2,3.0,75.6,12.2,8.87,5.9,297.108
2016-09-23,18.3,26.3,,2.7,74.3,12.1,19.77,2.4,723.78
2016-09-24,19.3,26.8,,2.8,69.9,12.1,19.79,3.5,757.7280000000001
2016-09-25,19.3,27.6,,2.1,69.8,12.0,14.33,7.5,541.836
2016-09-26,22.1,27.3,0.0,2.0,76.4,12.0,7.76,9.0,276.156
2016-09-27,22.7,29.7,3.7,1.4,84.4,12.0,13.02,7.8,437.11199999999997
2016-09-28,20.9,25.1,61.8,1.5,97.5,11.9,1.53,10.0,27.288
2016-09-29,18.3,20.9,2.3,3.5,86.5,11.9,3.94,9.8,146.088
2016-09-30,17.1,19.1,30.2,2.6,91.4,11.9,3.31,9.9,98.604
2016-10-01,18.0,22.0,1.4,2.1,91.0,11.8,4.03,9.5,128.124
2016-10-02,19.9,27.4,0.0,1.7,84.4,11.8,15.03,8.3,604.44
2016-10-03,22.4,28.3,,3.2,86.1,11.8,11.87,7.0,434.088
2016-10-04,21.4,27.5,0.1,3.5,74.5,11.7,15.28,7.0,634.284
2016-10-05,20.0,26.4,95.0,4.2,84.6,11.7,11.76,6.0,10.764000000000001
2016-10-06,19.1,26.4,,2.1,74.3,11.6,17.9,1.9,755.388
2016-10-07,18.7,23.8,0.2,3.3,71.5,11.6,9.25,8.4,345.348
2016-10-08,16.1,22.6,39.3,2.2,93.3,11.6,4.89,8.6,158.76
2016-10-09,13.1,22.0,,3.1,58.3,11.5,18.5,1.0,803.7360000000001
2016-10-10,14.5,21.6,,2.9,65.0,11.5,11.64,7.0,495.82800000000003
2016-10-11,15.5,19.8,,2.3,68.9,11.5,6.0,8.1,207.972
2016-10-12,15.0,23.6,,2.3,60.3,11.4,15.39,6.6,614.52
2016-10-13,16.7,21.5,,1.6,70.1,11.4,6.81,8.4,214.488
2016-10-14,14.9,24.0,,1.6,67.3,11.4,16.59,1.4,730.6560000000001
2016-10-15,16.2,23.5,,2.7,67.8,11.3,14.19,4.9,598.932
2016-10-16,17.5,18.9,38.7,1.4,92.1,11.3,1.51,9.4,39.096
2016-10-17,17.0,25.9,0.1,2.0,83.8,11.2,16.78,3.6,683.424
2016-10-18,16.7,24.5,,2.5,72.5,11.2,11.03,4.8,422.38800000000003
2016-10-19,17.0,24.0,,2.3,74.6,11.2,12.54,4.4,531.072
2016-10-20,16.2,24.2,,3.0,68.0,11.2,9.29,8.0,383.652
2016-10-21,16.4,18.4,0.0,3.7,70.4,11.1,2.51,8.9,77.04
2016-10-22,15.8,22.3,0.0,2.8,70.6,11.1,8.53,9.1,364.644
2016-10-23,14.1,19.0,0.0,4.5,69.9,11.0,7.57,8.8,253.872
2016-10-24,13.8,21.2,,3.1,61.5,11.0,14.9,4.8,730.044
2016-10-25,15.0,21.7,1.8,3.1,78.9,11.0,5.75,5.5,194.94
2016-10-26,15.2,22.8,0.0,1.6,66.5,11.0,10.84,5.6,484.344
2016-10-27,15.5,20.0,,3.6,66.4,10.9,5.42,7.0,195.3
2016-10-28,15.1,17.3,5.8,3.2,89.8,10.9,1.97,8.6,66.744
2016-10-29,12.6,17.4,,2.9,70.6,10.9,8.53,5.9,331.452
2016-10-30,9.8,19.0,,2.6,56.8,10.8,13.15,3.5,650.9159999999999
2016-10-31,10.7,15.1,0.0,2.5,60.1,10.8,3.93,8.5,130.78799999999998
2016-11-01,5.5,13.4,,3.6,44.6,10.8,15.8,0.5,819.972
2016-11-02,3.1,14.1,,3.7,35.9,10.7,15.82,0.0,813.9960000000001
2016-11-03,5.9,17.5,,1.8,58.0,10.7,12.81,2.0,596.196
2016-11-04,10.1,19.0,,3.9,56.0,10.7,13.96,0.0,693.936
2016-11-05,12.3,20.5,,4.4,70.0,10.6,13.8,0.0,685.548
2016-11-06,12.9,16.6,0.3,3.2,79.0,10.6,4.44,7.5,400.06800000000004
2016-11-07,12.6,18.5,0.1,2.1,68.9,10.6,5.39,8.3,173.088
2016-11-08,8.2,15.9,0.7,3.2,54.6,10.5,5.93,5.5,241.27200000000002
2016-11-09,3.8,15.8,,3.4,54.3,10.5,12.96,2.8,659.52
2016-11-10,9.7,14.3,6.7,3.2,74.3,10.5,2.38,8.9,72.72
2016-11-11,8.2,17.8,,3.2,60.6,10.4,11.89,1.0,662.04
2016-11-12,8.8,20.3,,2.3,62.1,10.4,12.03,2.5,637.344
2016-11-13,12.9,18.0,0.2,1.0,79.1,10.4,3.06,8.1,105.73200000000001
2016-11-14,15.7,19.5,7.6,1.8,88.5,10.4,3.57,9.4,118.08
2016-11-15,11.6,19.9,,2.6,57.0,10.3,12.24,2.4,662.0039999999999
2016-11-16,9.5,19.0,,2.2,44.3,10.3,11.16,2.1,575.136
2016-11-17,9.2,18.6,,1.7,53.6,10.3,10.58,1.6,552.456
2016-11-18,11.4,20.8,29.1,1.7,80.5,10.3,7.96,6.1,372.78
2016-11-19,13.4,20.4,0.7,2.4,88.4,10.2,7.29,6.0,190.08
2016-11-20,14.0,19.4,,2.4,71.3,10.2,8.1,3.5,367.452
2016-11-21,13.0,18.8,0.0,2.6,70.8,10.2,5.14,6.9,235.44
2016-11-22,6.2,15.5,,3.1,59.6,10.2,5.8,5.4,223.84799999999998
2016-11-23,5.0,14.5,,3.6,49.0,10.1,8.52,6.3,581.472
2016-11-24,0.1,9.5,,4.3,26.8,10.1,13.27,0.0,781.92
2016-11-25,0.9,11.7,,3.2,38.8,10.1,12.13,1.3,713.556
2016-11-26,2.8,10.3,1.5,2.3,60.9,10.1,3.42,7.4,109.44
2016-11-27,5.1,10.8,0.3,2.4,65.6,10.1,6.2,6.3,260.496
2016-11-28,4.1,11.9,,2.6,47.4,10.0,11.35,0.3,657.5039999999999
2016-11-29,3.1,14.8,,3.0,44.0,10.0,11.6,2.3,673.452
2016-11-30,9.1,14.8,9.4,2.2,88.8,10.0,4.08,8.5,163.15200000000002
2016-12-01,4.4,13.8,,3.9,53.8,10.0,8.97,2.6,465.19199999999995
2016-12-02,3.1,12.1,,3.4,27.4,10.0,12.4,0.0,745.92
2016-12-03,4.5,16.8,,1.8,39.9,10.0,10.41,2.9,597.672
2016-12-04,8.3,13.1,,2.7,53.9,9.9,4.27,5.9,145.656
2016-12-05,7.5,16.3,,3.9,61.4,9.9,9.62,0.8,515.592
2016-12-06,3.7,10.5,,3.7,30.8,9.9,12.15,0.0,732.96
2016-12-07,0.9,11.5,,3.2,46.1,9.9,8.43,1.5,453.708
2016-12-08,3.8,12.8,,3.1,57.1,9.9,9.91,2.9,528.948
2016-12-09,4.7,13.7,,3.5,44.6,9.9,9.62,1.3,535.68
2016-12-10,1.5,11.4,,3.3,29.1,9.9,11.49,0.6,693.612
2016-12-11,0.7,12.6,,1.8,35.3,9.8,11.39,0.8,682.2719999999999
2016-12-12,5.7,15.2,,0.8,63.6,9.8,6.24,6.8,275.76
2016-12-13,8.5,11.6,,1.4,64.5,9.8,2.86,8.6,79.992
2016-12-14,2.3,11.0,,3.9,64.4,9.8,6.01,5.1,258.228
2016-12-15,-1.0,7.0,,3.8,45.3,9.8,10.98,0.3,678.42
2016-12-16,-3.2,6.4,,4.4,28.1,9.8,11.67,0.0,727.056
2016-12-17,-0.7,11.4,,2.4,48.9,9.8,11.07,0.0,674.1360000000001
2016-12-18,3.7,13.5,,3.5,56.5,9.8,9.72,4.0,518.832
2016-12-19,7.7,13.0,17.1,1.0,90.4,9.8,2.35,9.6,80.964
2016-12-20,9.8,17.1,1.1,2.5,80.0,9.8,9.89,2.8,565.8480000000001
2016-12-21,10.2,16.9,21.2,2.6,84.6,9.8,3.83,9.1,191.736
2016-12-22,7.0,17.6,39.6,7.4,76.9,9.8,2.88,7.6,71.352
2016-12-23,1.5,8.0,,5.5,52.0,9.8,10.84,1.6,531.0
2016-12-24,-0.2,10.1,,2.9,58.3,9.8,9.43,4.4,557.496
2016-12-25,3.5,14.8,,1.2,64.9,9.8,9.55,5.8,544.104
2016-12-26,6.4,10.0,22.2,1.6,87.4,9.8,1.11,10.0,20.7
2016-12-27,-0.2,8.4,2.6,4.2,56.4,9.8,10.38,3.1,609.2280000000001
2016-12-28,-2.3,10.5,,3.0,50.0,9.8,11.33,1.4,678.7439999999999
2016-12-29,-0.8,7.8,,2.7,36.5,9.8,11.37,1.4,686.268
2016-12-30,-2.0,8.6,,3.1,28.4,9.8,11.96,1.0,727.632
2016-12-31,0.0,10.6,,2.7,53.5,9.8,9.76,2.3,587.88
2017-01-01,2.2,12.6,,2.6,58.0,9.9,10.63,1.9,611.964
2017-01-02,5.3,15.1,,2.7,55.4,9.9,10.12,2.3,592.056
2017-01-03,3.8,14.2,,2.6,46.0,9.9,11.13,0.0,649.188
2017-01-04,4.7,12.9,,2.3,44.4,9.9,8.79,4.6,467.208
2017-01-05,6.0,12.7,0.7,3.5,71.0,9.9,5.33,8.0,291.204
2017-01-06,5.1,12.8,,2.9,58.9,9.9,9.2,3.9,494.856
2017-01-07,4.3,12.8,0.0,2.1,65.9,9.9,6.57,6.3,285.156
2017-01-08,7.4,12.9,4.6,2.9,76.1,9.9,4.85,8.0,195.408
2017-01-09,4.1,11.3,,3.0,52.3,10.0,9.34,1.4,612.828
2017-01-10,0.8,7.7,,3.1,43.9,10.0,11.83,0.0,727.8480000000001
2017-01-11,-2.3,4.9,,2.7,33.1,10.0,11.31,2.1,674.784
2017-01-12,-0.5,8.7,,5.1,46.1,10.0,9.43,3.8,548.604
2017-01-13,-1.9,6.7,0.0,4.7,39.4,10.0,10.09,2.0,557.82
2017-01-14,-6.0,2.5,,4.4,34.8,10.0,12.72,0.0,792.1080000000001
2017-01-15,-7.7,5.6,,4.4,25.5,10.1,12.91,0.0,783.648
2017-01-16,-3.5,8.3,,3.4,31.5,10.1,12.5,0.4,756.7560000000001
2017-01-17,-0.3,9.8,,1.1,44.3,10.1,8.79,4.0,448.236
2017-01-18,1.7,9.2,,3.2,42.1,10.1,8.14,5.9,363.6
2017-01-19,0.2,10.5,,2.5,52.0,10.2,8.78,2.4,459.504
2017-01-20,-2.1,5.9,0.0,4.7,45.8,10.2,10.92,2.3,494.60400000000004
2017-01-21,-3.9,4.2,,4.0,43.9,10.2,10.66,2.8,535.428
2017-01-22,-4.1,5.1,,4.3,42.5,10.2,12.51,1.1,750.96
2017-01-23,-6.3,2.9,,3.0,34.4,10.2,13.18,0.0,786.096
2017-01-24,-5.3,4.4,,4.1,29.3,10.3,13.62,0.0,804.96
2017-01-25,-3.7,8.2,,3.3,26.3,10.3,13.81,0.0,796.248
2017-01-26,-1.7,9.2,,4.9,32.1,10.3,13.59,0.9,763.8839999999999
2017-01-27,2.6,12.3,,5.1,36.9,10.3,10.86,4.4,604.8
2017-01-28,0.5,12.1,,2.2,36.4,10.4,13.38,2.9,752.6519999999999
2017-01-29,6.6,9.3,5.9,1.6,82.1,10.4,0.99,10.0,22.572
2017-01-30,-1.4,8.2,0.8,4.7,50.4,10.4,12.27,1.9,753.336
2017-01-31,-2.2,9.0,,2.2,51.1,10.5,11.75,1.4,621.612
2017-02-01,-0.6,8.5,,3.2,31.4,10.5,9.62,2.9,529.488
2017-02-02,-2.5,10.1,,2.8,23.0,10.5,15.21,0.0,844.956
2017-02-03,0.2,12.5,,3.6,32.9,10.5,14.33,1.8,783.7919999999999
2017-02-04,5.3,15.1,0.2,3.1,34.8,10.6,12.19,7.1,617.832
2017-02-05,4.3,12.0,4.9,3.5,77.6,10.6,6.83,6.9,286.056
2017-02-06,1.3,8.8,,4.0,37.4,10.6,15.03,0.1,818.4960000000001
2017-02-07,-0.3,10.1,,1.9,43.6,10.7,10.98,5.8,297.828
2017-02-08,2.6,9.8,0.0,2.3,46.6,10.7,6.93,9.5,271.332
2017-02-09,-2.9,5.7,0.0,4.2,37.0,10.7,15.36,3.3,816.6239999999999
2017-02-10,-4.7,3.1,,4.6,36.1,10.8,16.07,0.0,850.752
2017-02-11,-5.7,5.9,,3.1,39.8,10.8,16.18,0.0,863.1
2017-02-12,-2.5,8.3,,3.5,38.0,10.8,16.83,0.0,873.936
2017-02-13,-0.9,11.0,0.0,2.9,35.8,10.9,14.84,2.4,741.816
2017-02-14,1.9,10.8,0.0,2.2,46.0,10.9,15.77,1.6,803.88
2017-02-15,2.7,12.8,,3.8,36.4,10.9,16.2,0.0,795.852
2017-02-16,6.5,15.9,1.4,5.9,61.0,11.0,13.38,6.6,571.536
2017-02-17,5.3,17.7,2.4,5.4,50.9,11.0,13.57,4.4,619.488
2017-02-18,1.3,8.7,,3.2,22.6,11.0,17.52,2.3,884.3760000000001
2017-02-19,-1.0,13.0,,4.9,46.5,11.1,15.99,4.9,753.66
2017-02-20,0.5,14.3,1.4,5.5,48.9,11.1,12.55,4.4,573.876
2017-02-21,-1.0,9.7,,3.3,51.4,11.1,15.65,4.1,578.52
2017-02-22,6.1,10.5,23.2,2.5,82.4,11.2,1.42,9.9,37.368
2017-02-23,0.8,10.3,,3.4,50.9,11.2,16.85,4.4,816.012
2017-02-24,-1.6,8.5,,4.1,32.5,11.3,18.43,1.0,892.188
2017-02-25,0.4,12.3,,2.9,43.1,11.3,17.53,0.3,819.36
2017-02-26,2.4,10.3,,2.6,46.0,11.3,14.67,4.9,660.204
2017-02-27,4.2,12.2,0.3,2.7,63.8,11.4,12.6,5.6,593.244
2017-02-28,4.3,13.6,,2.6,51.4,11.4,17.68,1.5,804.816
2017-03-01,6.2,13.8,13.2,3.0,52.4,11.4,14.62,6.3,659.4119999999999
2017-03-02,2.6,11.4,1.6,3.0,61.0,11.5,15.99,3.9,736.74
2017-03-03,0.5,12.4,,3.3,41.0,11.5,18.89,2.9,865.8
2017-03-04,5.5,14.5,,3.4,47.1,11.5,18.54,2.6,822.312
2017-03-05,7.1,15.5,,2.8,50.9,11.6,11.67,6.0,457.12800000000004
2017-03-06,1.7,11.4,,3.1,31.6,11.6,19.39,2.6,887.904
2017-03-07,-1.1,9.8,,3.0,34.0,11.7,19.89,0.5,863.028
2017-03-08,-2.3,9.5,,4.7,39.6,11.7,18.96,0.4,855.5039999999999
2017-03-09,1.9,11.8,,5.5,37.9,11.7,19.79,0.4,864.1439999999999
2017-03-10,3.3,15.4,,3.5,36.0,11.8,20.17,0.0,864.1080000000001
2017-03-11,6.4,15.7,,2.5,33.8,11.8,18.31,2.9,796.068
2017-03-12,6.3,16.6,,3.0,48.9,11.8,16.79,5.1,755.388
2017-03-13,8.4,15.7,,3.0,50.0,11.9,16.37,6.0,685.908
2017-03-14,5.2,14.8,0.0,2.6,62.8,11.9,11.6,6.3,621.9
2017-03-15,3.4,14.0,,3.3,52.8,11.9,19.7,0.5,789.1560000000001
2017-03-16,5.2,12.8,,3.0,55.9,12.0,14.23,6.4,594.144
2017-03-17,6.6,15.4,,2.5,43.3,12.0,19.27,1.3,792.972
2017-03-18,8.4,16.9,,2.8,42.1,12.1,11.15,4.1,418.176
2017-03-19,9.0,17.2,,3.2,48.1,12.1,19.11,1.5,770.0039999999999
2017-03-20,8.1,14.5,6.3,2.6,73.6,12.1,6.64,7.4,232.16400000000002
2017-03-21,6.1,16.8,2.5,3.7,71.0,12.2,16.79,5.1,716.04
2017-03-22,4.5,14.2,,2.8,52.1,12.2,15.83,6.1,649.26
2017-03-23,9.0,15.3,,2.5,46.9,12.2,13.44,8.4,521.316
2017-03-24,7.8,12.9,,3.0,54.5,12.3,12.52,9.0,555.372
2017-03-25,5.9,12.8,3.3,3.7,68.8,12.3,12.66,8.6,403.776
2017-03-26,4.5,10.6,3.9,2.1,83.0,12.3,6.49,9.6,249.912
2017-03-27,3.9,13.1,2.8,2.9,66.1,12.4,16.7,1.9,668.4839999999999
2017-03-28,3.7,14.7,,3.2,47.9,12.4,20.66,4.5,789.84
2017-03-29,6.2,11.6,2.1,1.1,81.8,12.5,4.06,9.5,119.772
2017-03-30,7.7,18.1,,2.8,60.0,12.5,22.0,3.8,835.38
2017-03-31,8.6,11.4,0.0,3.3,68.9,12.5,4.54,9.8,228.852
2017-04-01,6.7,12.3,3.0,2.3,75.8,12.6,9.02,8.8,182.88
2017-04-02,5.0,15.2,,3.1,65.5,12.6,20.33,2.0,762.5160000000001
2017-04-03,6.9,22.5,,3.3,34.3,12.7,23.71,0.0,869.328
2017-04-04,11.8,21.5,,3.8,37.4,12.7,23.14,3.3,826.092
2017-04-05,12.4,15.3,10.6,4.2,80.3,12.7,2.99,9.9,93.492
2017-04-06,13.7,15.7,26.6,6.0,96.3,12.8,1.26,9.5,21.491999999999997
2017-04-07,12.5,21.3,,2.4,69.1,12.8,22.61,4.4,830.232
2017-04-08,11.6,20.2,,1.8,69.4,12.8,22.24,3.0,799.8480000000001
2017-04-09,11.3,17.7,,3.7,62.6,12.9,16.76,6.5,766.872
2017-04-10,10.5,16.7,0.0,4.5,65.1,12.9,14.9,8.6,573.0840000000001
2017-04-11,9.7,18.2,15.5,2.5,76.4,12.9,11.22,6.5,348.48
2017-04-12,11.5,17.7,,3.8,48.1,13.0,24.0,4.5,827.82
2017-04-13,8.9,19.5,,4.0,42.5,13.0,22.85,0.0,803.1239999999999
2017-04-14,11.8,19.3,,7.6,64.1,13.0,20.37,3.5,726.84
2017-04-15,14.9,21.6,0.0,4.9,69.8,13.1,22.06,4.1,757.548
2017-04-16,13.6,21.0,,2.6,84.0,13.1,22.54,4.4,805.248
2017-04-17,13.1,17.8,37.7,3.3,95.5,13.1,0.95,9.0,12.456
2017-04-18,11.6,19.1,,4.8,69.1,13.2,21.51,2.5,760.8960000000001
2017-04-19,10.6,18.5,,4.9,42.1,13.2,24.83,2.0,841.6439999999999
2017-04-20,13.8,18.2,0.0,2.7,53.5,13.2,14.13,9.6,549.396
2017-04-21,12.2,20.9,,2.9,56.6,13.3,21.23,7.5,751.14
2017-04-22,10.9,17.5,0.0,2.8,63.4,13.3,22.92,1.3,813.132
2017-04-23,9.9,17.9,,2.8,66.4,13.4,25.57,0.0,836.568
2017-04-24,10.9,20.5,,3.2,58.3,13.4,26.38,1.3,852.6239999999999
2017-04-25,14.9,19.7,2.3,4.8,81.8,13.4,11.36,9.4,392.904
2017-04-26,11.8,17.8,9.4,2.3,87.1,13.4,7.21,8.8,253.908
2017-04-27,10.7,20.1,,4.1,42.0,13.5,23.57,4.6,816.6239999999999
2017-04-28,10.9,19.3,,4.6,46.1,13.5,24.93,1.3,819.252
2017-04-29,13.5,22.7,,4.4,47.8,13.6,25.46,0.0,806.9760000000001
2017-04-30,14.9,23.2,,5.3,55.6,13.6,23.3,0.0,758.7360000000001
2017-05-01,14.2,22.9,,3.4,47.5,13.6,25.96,1.3,831.6
2017-05-02,13.0,19.9,,3.0,47.3,13.6,21.52,6.8,726.9839999999999
2017-05-03,12.8,23.3,,1.9,62.3,13.7,26.87,2.5,827.82
2017-05-04,14.9,22.5,0.1,2.2,75.3,13.7,24.37,5.0,745.452
2017-05-05,17.0,23.6,6.6,2.7,86.0,13.7,12.36,9.4,409.176
2017-05-06,17.1,25.0,,3.5,43.3,13.8,22.47,5.1,726.732
2017-05-07,13.9,26.6,,5.0,38.4,13.8,25.96,1.1,792.4680000000001
2017-05-08,17.0,25.8,,3.5,45.9,13.8,18.26,7.5,606.924
2017-05-09,13.8,20.3,20.6,2.8,82.9,13.9,2.4,10.0,53.82
2017-05-10,14.4,22.2,0.1,3.7,77.3,13.9,15.56,5.1,601.38
