瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2015-05-31,17.3,26.5,,2.1,72.5,14.3,26.32,2.9
159,何魂,2015-06-01,16.9,25.2,,2.7,71.5,14.4,26.27,4.8
159,何魂,2015-06-02,19.2,23.5,.1,3.6,79.3,14.4,12.29,9
159,何魂,2015-06-03,18.3,28,,3,55.1,14.4,25.37,4.5
159,何魂,2015-06-04,17,28.1,,3,50,14.4,26.26,4.5
159,何魂,2015-06-05,14,20.7,7,1.7,86.9,14.4,3.5,8.4
159,何魂,2015-06-06,13.7,22.6,,2.5,78.5,14.4,25.96,1.4
159,何魂,2015-06-07,16.2,24.2,,1.9,80.1,14.4,20.66,6.1
159,何魂,2015-06-08,18,23,2,1.2,89.3,14.5,8.08,9
159,何魂,2015-06-09,19.1,23.7,,2.5,84.3,14.5,19.95,7.1
159,何魂,2015-06-10,18.8,27.8,,1.8,73.1,14.5,21.82,6.1
159,何魂,2015-06-11,20.5,21.8,3,1.9,91.3,14.5,3.42,9.8
159,何魂,2015-06-12,18.6,26.5,,4.1,91.5,14.5,24.16,3.9
159,何魂,2015-06-13,17.9,23.6,,3.5,88.3,14.5,7.24,7.6
159,何魂,2015-06-14,17.4,25.1,,2.8,87.1,14.5,17.37,7.6
159,何魂,2015-06-15,20.4,22.4,1,3.6,91.1,14.5,5.58,9.6
159,何魂,2015-06-16,19.2,23,,1.9,89.4,14.5,8.74,9.3
159,何魂,2015-06-17,19.3,24,,2.4,78,14.5,9.93,9.9
159,何魂,2015-06-18,19.8,25.6,,3.5,75,14.5,11.24,9.4
159,何魂,2015-06-19,19.2,27.1,,3.4,70.8,14.5,22.29,5.3
159,何魂,2015-06-20,17.9,22.9,.5,2,81.9,14.5,12.24,9.5
159,何魂,2015-06-21,18.5,23.8,.1,1.9,83.9,14.5,16.03,6.9
159,何魂,2015-06-22,18.5,24.9,,3.1,81.9,14.5,17.7,6.3
159,何魂,2015-06-23,19.2,26.3,,2.6,78.3,14.5,22.21,5.1
159,何魂,2015-06-24,19.9,26.3,,2.7,76.5,14.5,16.33,8
159,何魂,2015-06-25,19.7,26.6,17.5,2.9,79.6,14.5,17,7.3
159,何魂,2015-06-26,21,25.8,14.5,2.9,91.4,14.5,5.87,9.6
159,何魂,2015-06-27,18.6,23.5,1,1.8,83.6,14.5,8.22,8.5
159,何魂,2015-06-28,17.7,24.1,,2.6,76.9,14.5,17.34,5.4
159,何魂,2015-06-29,17.5,26.1,,2.3,76.1,14.5,24.6,7
159,何魂,2015-06-30,19.2,23.3,22.5,2.5,87.4,14.5,4.51,10
159,何魂,2015-07-01,19.1,27,.1,3.9,83.1,14.5,21.35,4.5
159,何魂,2015-07-02,19.8,26.5,,3.8,76,14.5,23.39,4.9
159,何魂,2015-07-03,19.9,27.2,,2.8,73,14.5,20.78,7
159,何魂,2015-07-04,19.3,23.6,,2.7,74.6,14.5,13.68,8.1
159,何魂,2015-07-05,18.4,24.7,,2.4,77.5,14.5,21.19,6.6
159,何魂,2015-07-06,18.6,24.6,,2.6,76.5,14.5,15.61,8.3
159,何魂,2015-07-07,18.9,20.3,34,2.7,91,14.4,3.2,10
159,何魂,2015-07-08,19.5,22.2,37,1.9,97.4,14.4,3.15,10
159,何魂,2015-07-09,20.6,27.2,5,3.5,85.4,14.4,13.43,9.1
159,何魂,2015-07-10,21.4,27.9,,3.1,79.5,14.4,20.54,8.3
159,何魂,2015-07-11,21.2,27.7,3.5,2.1,87.4,14.4,13.99,9.5
159,何魂,2015-07-12,22.9,24.7,28,5.7,95.1,14.4,1.96,10
159,何魂,2015-07-13,21.8,24.8,,8.6,88.8,14.4,5.77,9
159,何魂,2015-07-14,21.5,26.8,,4,89,14.3,21.45,6.3
159,何魂,2015-07-15,21.4,30.6,,2.7,77.3,14.3,22.29,2.9
159,何魂,2015-07-16,19.7,24.9,,5.4,70.3,14.3,17.4,7.6
159,何魂,2015-07-17,19.1,22.1,.5,2.5,71,14.3,4.87,10
159,何魂,2015-07-18,19.3,25.1,,2.4,67.4,14.3,23.78,4.1
159,何魂,2015-07-19,20.8,28.7,.1,2.6,68.9,14.2,11.6,8.5
159,何魂,2015-07-20,22.5,25.6,12,2.5,90.8,14.2,4.23,10
159,何魂,2015-07-21,21.4,26.5,2,1.5,93.3,14.2,8.64,10
159,何魂,2015-07-22,22,26.5,8.5,2.4,95.5,14.2,6.03,9.9
159,何魂,2015-07-23,23.5,28.8,39.5,5.5,92.9,14.1,14.15,9.3
159,何魂,2015-07-24,24.7,27.1,4,8.9,94.3,14.1,8.78,9.4
159,何魂,2015-07-25,24.8,28.7,,6.3,84.4,14.1,20.29,5
159,何魂,2015-07-26,23.4,30.4,,2.3,76.8,14.1,25.61,2.6
159,何魂,2015-07-27,26.1,31.9,,3.9,77.6,14.1,24.81,4.8
159,何魂,2015-07-28,25.9,31.9,,4.3,80.1,14,22.88,4.8
159,何魂,2015-07-29,25.7,31,2.5,4.4,85.4,14,22.8,5.3
159,何魂,2015-07-30,25.9,31,,4.8,83.6,14,23.39,3.8
159,何魂,2015-07-31,24.6,31.9,,4,78.3,13.9,26.36,1.1
159,何魂,2015-08-01,24.8,30.7,,3.6,83.3,13.9,23.42,1.1
159,何魂,2015-08-02,22.7,30.6,,4.4,82.3,13.9,22.27,3.5
159,何魂,2015-08-03,24.9,30.7,,4.5,77.8,13.9,26.03,2.3
159,何魂,2015-08-04,24.9,31.3,,5.2,77.8,13.8,23.17,1.3
159,何魂,2015-08-05,25.4,31.6,,4.4,80.6,13.8,25.3,.9
159,何魂,2015-08-06,24.7,30.9,,2.6,76.6,13.8,24.61,0
159,何魂,2015-08-07,26.1,32.4,,2.2,74.5,13.8,23,1.5
159,何魂,2015-08-08,26.6,32.2,,2.4,79.4,13.7,25.02,2.4
159,何魂,2015-08-09,26.1,31.7,,2.9,75,13.7,23.23,4.9
159,何魂,2015-08-10,26.9,33.5,,2.3,66.9,13.7,15.34,7.3
159,何魂,2015-08-11,21.6,31.3,4.5,2.6,68.9,13.6,10.44,9.3
159,何魂,2015-08-12,21.3,23.8,11.5,2.9,90.3,13.6,3.41,10
159,何魂,2015-08-13,22.6,28.9,,2.9,78.6,13.6,20.15,5.8
159,何魂,2015-08-14,23.3,29.3,,2.7,79.4,13.6,21.86,2.6
159,何魂,2015-08-15,23.9,30.8,,1.9,75,13.5,23.47,.4
159,何魂,2015-08-16,23.3,30.5,2.5,2.6,78.8,13.5,19.61,7
159,何魂,2015-08-17,22.2,28.4,1,2.5,76.3,13.4,11.59,7.9
159,何魂,2015-08-18,23.4,28.6,,2.7,71.3,13.4,11.6,6.9
159,何魂,2015-08-19,24.1,29.7,0,2.6,76.5,13.4,13.95,9.3
159,何魂,2015-08-20,24.1,28.4,1.5,1.8,83.4,13.3,6.16,10
159,何魂,2015-08-21,21.7,24.7,76,1.9,92.6,13.3,3.76,9.4
159,何魂,2015-08-22,22.8,29.3,,2.4,75.4,13.3,10.91,8.6
159,何魂,2015-08-23,23.8,29.8,,2.1,77,13.3,13.46,7.9
159,何魂,2015-08-24,24.2,26.6,1.5,3.5,80.3,13.2,5.31,9.5
159,何魂,2015-08-25,20.5,24.8,33.5,5.5,88.9,13.2,4.21,10
159,何魂,2015-08-26,20.5,25.7,,2.2,80.4,13.2,10.39,8.5
159,何魂,2015-08-27,21.9,29.1,,4,79,13.1,21.62,4.9
159,何魂,2015-08-28,22.7,29,,3.8,81.3,13.1,20.27,3.9
159,何魂,2015-08-29,22.4,27.5,,2.1,80.8,13,12.97,3.6
159,何魂,2015-08-30,22.2,28.7,,1.8,83.5,13,15.13,5.9
159,何魂,2015-08-31,22.7,29.2,.5,2.9,78.5,13,16.59,8.8
159,何魂,2015-09-01,21.2,27.7,12,3.1,82.5,12.9,12.91,8.9
159,何魂,2015-09-02,22,27.1,.5,2.9,82.4,12.9,12.83,8.8
159,何魂,2015-09-03,21.6,28.8,6,3.5,79.8,12.9,19.25,4.6
159,何魂,2015-09-04,22.2,28.7,,2.7,73.9,12.8,21.53,3.4
159,何魂,2015-09-05,20.1,26.7,7.5,2.2,83.4,12.8,9.86,9.3
159,何魂,2015-09-06,19.4,23.9,15.5,3.2,84.6,12.8,7.72,9.3
159,何魂,2015-09-07,19.2,27,,3.9,67.9,12.7,17.78,3
159,何魂,2015-09-08,18.3,26.3,,4.1,60.8,12.7,22.02,2
159,何魂,2015-09-09,19.2,28,,4,56.3,12.7,22.96,1.1
159,何魂,2015-09-10,19.1,27.5,,2.6,59.5,12.6,22.49,.8
159,何魂,2015-09-11,19.8,27.1,0,3.7,71.5,12.6,21.08,3.5
159,何魂,2015-09-12,19.2,23.8,6,3,82.3,12.5,3.42,9.9
159,何魂,2015-09-13,17,26.9,,2.2,62.6,12.5,22.22,0
159,何魂,2015-09-14,18.2,26.1,,2.4,62.9,12.5,19.17,3.8
159,何魂,2015-09-15,18.3,24.8,,3.3,64.9,12.4,14.81,5.6
159,何魂,2015-09-16,17,25.2,18,3.5,78.1,12.4,9.04,7.9
159,何魂,2015-09-17,17.3,19.3,64.5,4.1,92.6,12.4,3.78,10
159,何魂,2015-09-18,18.4,25.8,,3,74.1,12.3,17.36,5.5
159,何魂,2015-09-19,18.1,25,,2.2,76.5,12.3,11.73,5.5
159,何魂,2015-09-20,18.2,25.8,,1.6,75.1,12.3,15.31,6.1
159,何魂,2015-09-21,19.2,26.7,,2.3,73.6,12.2,20.7,2.6
159,何魂,2015-09-22,18.8,26.2,,3,74.5,12.2,17.71,2.1
159,何魂,2015-09-23,19.2,22.5,33.5,2.5,88,12.1,3.18,8.4
159,何魂,2015-09-24,19.4,23.2,8.5,3.1,91.6,12.1,4.73,9.6
159,何魂,2015-09-25,19.9,25.5,,2.7,77.9,12.1,10.22,7
159,何魂,2015-09-26,19.1,26.8,,2,78.4,12,16.25,4.1
159,何魂,2015-09-27,19.1,26.5,,2.6,75.3,12,18.96,.8
159,何魂,2015-09-28,18.3,27.9,,2.3,65.4,12,18.41,3.9
159,何魂,2015-09-29,19.4,27,,3.2,59.5,11.9,19.08,2.6
159,何魂,2015-09-30,18.8,22.5,,2.6,66.9,11.9,6.33,9.4
159,何魂,2015-10-01,18.2,25.2,57,5.6,86.3,11.9,.93,7.9
159,何魂,2015-10-02,13,23.4,,4.2,42.5,11.8,21.14,0
159,何魂,2015-10-03,15,25.1,,3.2,63,11.8,17.17,2.5
159,何魂,2015-10-04,17.3,23.6,,2.3,59.4,11.8,16.14,6.1
159,何魂,2015-10-05,16.9,24,,2.3,59.4,11.7,16.18,3.1
159,何魂,2015-10-06,15.5,24.1,,1.7,67.1,11.7,18.6,0
159,何魂,2015-10-07,16.1,24.6,,2.3,63.6,11.6,16.44,3.3
159,何魂,2015-10-08,17,24.8,,2.4,66,11.6,11.13,3.1
159,何魂,2015-10-09,16.3,25,,3.2,50.8,11.6,15.29,3.6
159,何魂,2015-10-10,13.8,22.5,1,4.6,58,11.5,16.86,4
159,何魂,2015-10-11,13,20.1,,4.9,54.5,11.5,17.89,3.1
159,何魂,2015-10-12,13.5,21,,3.2,53.6,11.5,13.83,2.6
159,何魂,2015-10-13,11.8,22.6,,2.8,52.5,11.4,17.95,0
159,何魂,2015-10-14,13.5,24.4,,2.7,58.9,11.4,17.42,0
159,何魂,2015-10-15,15.6,23.6,,1.5,71.8,11.4,13.78,2.8
159,何魂,2015-10-16,15.5,24.7,,1.9,71.5,11.3,14.15,1.9
159,何魂,2015-10-17,16.5,24,,2.6,69.3,11.3,17.04,0
159,何魂,2015-10-18,14.8,24.7,,1.6,66.6,11.2,16.68,0
159,何魂,2015-10-19,16.4,24.5,,2.1,71.6,11.2,14.81,1.9
159,何魂,2015-10-20,17,26.5,,2.5,68.5,11.2,12.98,1.6
159,何魂,2015-10-21,16.9,24.8,,2.3,76,11.1,13.67,0
159,何魂,2015-10-22,16.1,21.8,,2.9,73.4,11.1,8.87,3.9
159,何魂,2015-10-23,15.5,24.1,,2.5,72.6,11.1,14.58,.1
159,何魂,2015-10-24,15.7,25,,2.4,65.1,11,13.88,.5
159,何魂,2015-10-25,14.7,21.5,,3.7,53,11,15.28,2.4
159,何魂,2015-10-26,13.5,20.7,,2.5,61.5,11,12.13,6.5
159,何魂,2015-10-27,12.2,21.1,4,3.7,68,10.9,6.88,4.8
159,何魂,2015-10-28,10.2,19,,2.9,46.5,10.9,15.62,1.6
159,何魂,2015-10-29,11.5,20.2,,2.3,54.9,10.9,12.9,4.1
159,何魂,2015-10-30,8.7,17.1,,2.5,41.9,10.8,14.61,2.1
159,何魂,2015-10-31,5.8,16.1,,3.7,36.3,10.8,15.93,.6
159,何魂,2015-11-01,8,14.1,1,1.7,60.9,10.8,3.82,8.5
159,何魂,2015-11-02,8.3,18.3,.3,2.5,59.8,10.7,13.82,1.4
159,何魂,2015-11-03,11.2,20.3,,2.2,57,10.7,14.35,0
159,何魂,2015-11-04,10.7,22.4,,1.7,69.1,10.7,14.2,.9
159,何魂,2015-11-05,13.7,23.6,,2.2,65.4,10.7,13.73,3
159,何魂,2015-11-06,14.3,22.2,1.5,3.4,68.5,10.6,11.02,5.3
159,何魂,2015-11-07,14,18.1,55,3.1,93.5,10.6,1.43,10
159,何魂,2015-11-08,13.7,19,32,2.4,98.3,10.6,.96,10
159,何魂,2015-11-09,13.1,19.5,2.5,1.8,82.5,10.5,5.57,7
159,何魂,2015-11-10,11.8,17.5,,3.3,73.5,10.5,5.9,6
159,何魂,2015-11-11,12.3,19.5,.5,2.8,75.9,10.5,7.73,6.9
159,何魂,2015-11-12,14.6,20,,3.8,64,10.4,10.41,5
159,何魂,2015-11-13,13.2,16.3,19,3.7,90,10.4,.91,10
159,何魂,2015-11-14,15,18.4,,2.1,88.4,10.4,4.46,9.8
159,何魂,2015-11-15,14.6,21.6,,1.6,77,10.4,10.3,5.5
159,何魂,2015-11-16,14.5,20.1,6.5,1.5,81.6,10.3,4.79,8.8
159,何魂,2015-11-17,14.9,18.7,,3.1,87.4,10.3,2.38,9.1
159,何魂,2015-11-18,11.8,15.3,4.5,4.6,82.4,10.3,3.38,10
159,何魂,2015-11-19,11.4,16.3,,3,73,10.2,6.47,9.5
159,何魂,2015-11-20,12.5,19.7,.5,1.4,74.4,10.2,8.16,6.3
159,何魂,2015-11-21,11.4,19.1,,2,71.6,10.2,4.91,7.3
159,何魂,2015-11-22,12.6,19.9,,3,74.4,10.2,8.34,5.4
159,何魂,2015-11-23,13.5,18.2,.3,2.2,80.4,10.1,5.42,9.1
159,何魂,2015-11-24,9.3,17.8,,3,71.3,10.1,9.47,6
159,何魂,2015-11-25,7.3,10.3,.5,3,80.8,10.1,1.96,9.4
159,何魂,2015-11-26,1.9,8.2,,6,51.5,10.1,9.56,3.9
159,何魂,2015-11-27,1.1,9.4,,4.5,51.6,10.1,12.25,1.1
159,何魂,2015-11-28,2.1,11.4,,1.8,55.9,10.1,11.5,2.3
159,何魂,2015-11-29,6.2,14.2,,1.3,58.3,10,7.79,4.9
159,何魂,2015-11-30,8.7,16,0,2.3,58.9,10,11.32,1.8
159,何魂,2015-12-01,6.3,17.2,,1.5,65.1,10,10.83,1.1
